County,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000"
Platte County,70,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,113.5 
Schuyler County,4,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,111.6 
Moniteau County,11,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,110.0 
Camden County,48,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,109.4 
Sullivan County,5,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,108.3 
Howard County,7,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,93.5 
Prairie County,4,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,339.6 
Custer County,21,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,261.7 
Roosevelt County,10,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,242.1 
Wheatland County,4,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.1 
Toole County,8,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,237.0 
Hill County,20,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,234.3 
Glacier County,14,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,232.6 
Deer Lodge County,14,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,205.8 
Lincoln County,36,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,196.0 
Broadwater County,9,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.1 
Silver Bow County,43,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,192.4 
Ravalli County,65,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,188.8 
Dawson County,11,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.8 
Sheridan County,5,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.6 
Meagher County,3,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,183.4 
Fallon County,3,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,180.5 
Phillips County,6,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,179.7 
Rosebud County,9,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,179.6 
Sanders County,21,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,179.5 
Yellowstone County,160,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.9 
Cascade County,90,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,175.6 
Musselshell County,7,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,172.7 
Powell County,9,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,172.6 
Lewis and Clark County,72,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.2 
Richland County,11,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.1 
Park County,19,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,170.0 
Sweet Grass County,6,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,169.6 
Missoula County,100,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,168.1 
Flathead County,108,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,167.7 
Stillwater County,12,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,166.6 
Fergus County,15,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,166.0 
Big Horn County,10,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,162.9 
Lake County,36,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,162.0 
Beaverhead County,11,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,160.9 
Teton County,7,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,156.4 
Madison County,12,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,156.2 
Jefferson County,14,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,152.6 
Valley County,9,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,151.9 
Mineral County,6,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,150.6 
Pondera County,6,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,150.0 
Chouteau County,6,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,147.4 
Blaine County,5,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,139.9 
Carbon County,12,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,137.0 
Gallatin County,62,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,135.7 
Granite County,4,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,103.3 
Pondera County,9,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,189.1 
Sheridan County,6,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,173.9 
Big Horn County,11,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,170.6 
Deer Lodge County,13,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,169.1 
Mineral County,7,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,169.0 
Jefferson County,13,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,165.4 
Musselshell County,7,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,164.4 
Granite County,5,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.1 
Rosebud County,8,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.8 
Hill County,15,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.6 
Roosevelt County,8,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,153.4 
Powell County,8,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.0 
Lewis and Clark County,69,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.5 
Custer County,13,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.7 
Cascade County,84,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.0 
Silver Bow County,37,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.5 
Park County,19,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.3 
Yellowstone County,152,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.2 
Glacier County,10,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.7 
Stillwater County,10,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.1 
Richland County,8,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.7 
Sanders County,16,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.4 
Lake County,31,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.3 
Teton County,7,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.4 
Lincoln County,24,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.9 
Broadwater County,6,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.6 
Blaine County,5,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.1 
Missoula County,86,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,123.8 
Beaverhead County,9,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.7 
Flathead County,85,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.1 
Ravalli County,46,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,118.2 
Toole County,4,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,113.8 
Gallatin County,52,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,103.0 
Carbon County,10,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,102.3 
Phillips County,4,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,99.6 
Chouteau County,5,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,99.3 
Fergus County,10,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,97.4 
Dawson County,7,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,96.6 
Madison County,8,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,96.4 
Valley County,6,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,93.8 
Webster County,7,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,283.6 
Nance County,6,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,253.8 
Fillmore County,11,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,252.4 
Boyd County,4,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,248.7 
Thurston County,7,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.8 
Furnas County,9,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.5 
Butler County,14,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,229.6 
Perkins County,5,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,219.0 
Merrick County,12,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.4 
Johnson County,8,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.2 
Hitchcock County,5,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,215.1 
Kimball County,7,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.6 
Chase County,6,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.4 
Jefferson County,12,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.4 
Dodge County,49,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,206.9 
Sheridan County,8,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,205.6 
Dawes County,11,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,199.5 
Richardson County,14,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,198.6 
Nemaha County,10,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,197.5 
Kearney County,9,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,197.0 
Douglas County,469,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.7 
Scotts Bluff County,42,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.9 
Saline County,15,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.9 
Washington County,23,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.0 
Nuckolls County,8,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,192.3 
Hall County,60,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,187.6 
Red Willow County,14,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,187.3 
Thayer County,8,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.5 
Otoe County,19,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.7 
Franklin County,5,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.7 
Seward County,18,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,182.4 
Gage County,28,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,180.7 
Hamilton County,11,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,180.3 
Sarpy County,128,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.1 
Lincoln County,39,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,176.8 
Dakota County,17,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,176.1 
York County,17,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,176.1 
Buffalo County,41,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,175.9 
Saunders County,24,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,175.3 
Harlan County,6,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,174.8 
Lancaster County,249,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,174.6 
Keith County,12,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.5 
Boone County,7,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.2 
Box Butte County,10,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,170.4 
Cedar County,11,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,169.0 
Sherman County,5,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,168.4 
Platte County,33,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,167.3 
Cass County,26,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,166.6 
Dixon County,7,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,165.5 
Custer County,13,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,163.5 
Dawson County,22,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,163.0 
Adams County,31,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,163.0 
Cuming County,11,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,161.2 
Burt County,9,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,159.4 
Madison County,32,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,158.6 
Phelps County,10,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,156.8 
Clay County,7,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,154.1 
Cheyenne County,10,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,153.1 
Knox County,11,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,152.7 
Holt County,12,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,152.3 
Brown County,4,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,149.4 
Wayne County,8,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,143.2 
Stanton County,6,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,140.8 
Antelope County,7,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,137.8 
Pierce County,7,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,136.2 
Cherry County,6,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,134.5 
Pawnee County,3,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,129.6 
Howard County,6,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,129.3 
Colfax County,6,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,124.8 
Valley County,4,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,111.1 
Polk County,4,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,109.9 
Morrill County,4,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,105.6 
Thurston County,8,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,210.6 
Kimball County,6,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,182.6 
Dixon County,8,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,177.5 
Hitchcock County,4,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,176.9 
Butler County,12,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,176.1 
Deuel County,3,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,165.4 
Phelps County,13,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,162.0 
Nance County,4,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.8 
Pierce County,9,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.7 
Dodge County,46,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.6 
Howard County,9,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.1 
Garfield County,3,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.9 
Nemaha County,9,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.6 
Lincoln County,43,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.3 
Saline County,14,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.5 
Nuckolls County,7,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.1 
Dakota County,17,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.3 
Red Willow County,14,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.8 
Adams County,35,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.7 
Seward County,18,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.9 
Saunders County,23,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.7 
Kearney County,7,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.4 
Keith County,11,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,146.7 
Garden County,3,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,146.4 
Richardson County,11,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.2 
Furnas County,6,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.7 
Cheyenne County,10,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.2 
Colfax County,8,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.9 
Pawnee County,3,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.7 
Boone County,8,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.5 
Gage County,25,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.1 
Cass County,25,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.5 
Johnson County,5,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.8 
Polk County,6,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.3 
Douglas County,436,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.8 
Sherman County,4,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.6 
Dawes County,9,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.4 
Burt County,8,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.0 
Scotts Bluff County,39,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.2 
Chase County,5,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.5 
Thayer County,6,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.6 
Valley County,6,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.6 
Hall County,53,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.3 
Webster County,5,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.9 
Holt County,12,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.7 
Platte County,31,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.4 
Buffalo County,39,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.2 
Washington County,20,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.7 
Cedar County,10,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.5 
Harlan County,4,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.4 
Madison County,30,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.8 
Boyd County,3,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.7 
Perkins County,3,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,127.2 
Otoe County,17,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.9 
Sarpy County,114,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.3 
Dawson County,19,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.2 
Fillmore County,6,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.7 
Sheridan County,7,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.2 
Lancaster County,215,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.8 
Custer County,12,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.4 
Brown County,3,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,120.3 
Morrill County,5,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.3 
York County,14,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,117.8 
Merrick County,7,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,116.5 
Cuming County,9,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,112.2 
Jefferson County,8,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,112.2 
Antelope County,7,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,111.4 
Hamilton County,8,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,110.7 
Clay County,5,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,108.9 
Wayne County,6,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,108.5 
Franklin County,3,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,108.3 
Box Butte County,9,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,99.7 
Cherry County,5,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,98.5 
Stanton County,4,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,83.2 
Knox County,8,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,79.6 
Carson City,86,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,232.1 
Nye County,98,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,214.3 
Storey County,7,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,208.6 
Lander County,6,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.5 
Mineral County,7,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,190.1 
Lyon County,73,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,182.2 
Churchill County,28,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,180.6 
White Pine County,12,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,180.1 
Clark County,1922,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,174.0 
Washoe County,433,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,172.1 
Elko County,36,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,158.4 
Humboldt County,13,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,153.3 
Douglas County,63,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,144.0 
Lincoln County,5,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,126.5 
Pershing County,5,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,96.3 
Nye County,74,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,178.6 
Churchill County,29,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,172.4 
Mineral County,7,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.3 
Lyon County,61,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.3 
White Pine County,9,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.8 
Carson City,62,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.7 
Clark County,1731,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.1 
Washoe County,354,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.7 
Pershing County,4,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.1 
Humboldt County,10,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.8 
Lander County,4,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,113.7 
Storey County,5,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,113.7 
Douglas County,51,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,111.1 
Elko County,24,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,105.4 
Lincoln County,4,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,94.8 
Sullivan County,65,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,220.0 
Coos County,53,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.9 
Strafford County,134,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,208.1 
Belknap County,86,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,188.9 
Merrimack County,165,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.7 
Hillsborough County,394,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.9 
Cheshire County,86,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.8 
Rockingham County,313,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.6 
Grafton County,106,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,169.4 
Carroll County,73,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,168.0 
Coos County,45,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,165.6 
Strafford County,133,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,164.0 
Belknap County,74,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.6 
Sullivan County,50,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.5 
Merrimack County,152,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.5 
Carroll County,60,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.1 
Rockingham County,288,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.2 
Cheshire County,77,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.0 
Hillsborough County,344,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.8 
Grafton County,89,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.6 
Cumberland County,170,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,215.5 
Salem County,82,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,214.4 
Cape May County,161,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.7 
Camden County,506,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.1 
Gloucester County,292,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.7 
