County,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000"
Surry County,189,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,617.2 
Sampson County,146,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,616.0 
Richmond County,103,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,603.1 
Davidson County,380,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,600.3 
Pasquotank County,85,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,595.9 
Martin County,65,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,595.8 
Hyde County,13,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,594.4 
Nash County,214,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,594.3 
Randolph County,317,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,593.7 
Wayne County,255,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,590.5 
Craven County,232,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,588.8 
Anson County,57,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,588.2 
Lee County,125,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,587.9 
Tyrrell County,10,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,587.5 
Harnett County,207,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,581.4 
Gaston County,442,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,581.3 
Person County,94,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,580.2 
Rockingham County,228,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,580.0 
Cumberland County,499,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,578.9 
McDowell County,110,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,578.7 
Beaufort County,128,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,577.0 
Alamance County,345,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,576.2 
Stokes County,117,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,576.0 
Bertie County,52,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,574.4 
Mitchell County,44,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,573.6 
Lenoir County,136,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,573.0 
Davie County,106,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,571.0 
Granville County,123,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,570.2 
Burke County,217,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,569.1 
Chowan County,40,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,569.0 
Yadkin County,89,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,567.4 
Johnston County,317,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,562.1 
Columbus County,130,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,561.1 
Caldwell County,188,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,560.6 
Franklin County,132,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,559.6 
Lincoln County,172,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,556.2 
Carteret County,188,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,555.2 
Rutherford County,163,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,553.7 
Pender County,125,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,551.7 
Yancey County,49,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,546.8 
Stanly County,132,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,544.6 
Montgomery County,61,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,539.3 
Catawba County,315,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,538.9 
Ashe County,75,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,538.1 
Hoke County,65,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,537.2 
Wilkes County,162,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,536.3 
Greene County,41,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,536.2 
Forsyth County,680,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,532.5 
Dare County,82,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,531.4 
Iredell County,309,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,530.1 
Bladen County,78,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,525.6 
Warren County,53,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,525.3 
Wilson County,163,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,523.4 
Haywood County,157,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,519.3 
Cherokee County,81,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,516.5 
Guilford County,883,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,515.7 
Pamlico County,37,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,511.3 
Alexander County,78,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,510.0 
Macon County,98,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,507.4 
Cabarrus County,296,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,504.5 
Union County,316,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,504.5 
Gates County,24,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,503.4 
Buncombe County,524,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,500.8 
Pitt County,252,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,500.3 
Graham County,21,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,500.1 
Durham County,428,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,499.4 
New Hanover County,407,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,495.7 
Brunswick County,353,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,495.6 
Alleghany County,30,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,495.0 
Madison County,48,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,493.1 
Jackson County,80,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,489.8 
Currituck County,46,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,487.6 
Hertford County,49,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,480.9 
Henderson County,286,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,480.6 
Perquimans County,35,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,480.5 
Moore County,233,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,480.0 
Camden County,17,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,474.3 
Clay County,31,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,473.8 
Duplin County,108,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,472.2 
Northampton County,49,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,466.2 
Mecklenburg County,1229,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,465.5 
Jones County,21,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,465.1 
Avery County,36,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,461.9 
Wake County,1216,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,460.1 
Chatham County,158,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,451.9 
Orange County,181,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,445.1 
Transylvania County,90,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,442.7 
Polk County,55,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,425.9 
Watauga County,75,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,421.8 
Scotland County,34,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,84.5 
Vance County,39,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,79.0 
Washington County,11,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,74.9 
Robeson County,105,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,74.2 
Bertie County,17,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,73.9 
Mitchell County,13,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,72.2 
Swain County,12,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,72.0 
Halifax County,44,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.0 
Edgecombe County,45,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.0 
Onslow County,97,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.0 
Bladen County,27,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,70.1 
McDowell County,37,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,69.8 
Pasquotank County,31,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.5 
Richmond County,35,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.5 
Warren County,16,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.4 
Sampson County,48,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.9 
Anson County,19,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.7 
Nash County,73,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.4 
Northampton County,15,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.8 
Caswell County,20,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.0 
Wayne County,87,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.1 
Alexander County,27,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.7 
Hyde County,4,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.6 
Greene County,16,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.2 
Stokes County,35,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.1 
Craven County,63,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.8 
Harnett County,79,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.7 
Rockingham County,73,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.6 
Beaufort County,34,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.4 
Cumberland County,187,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.2 
Gaston County,154,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.2 
Avery County,12,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.7 
Graham County,6,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.5 
Cleveland County,68,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.2 
Duplin County,39,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.9 
Burke County,66,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.9 
Madison County,16,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.7 
Surry County,52,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.6 
Davie County,31,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.6 
Yadkin County,26,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.5 
Caldwell County,60,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.5 
Chowan County,9,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.2 
Hoke County,30,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.1 
Rutherford County,48,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.0 
Davidson County,116,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.0 
Person County,29,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.0 
Carteret County,52,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.5 
Rowan County,96,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.4 
Lenoir County,39,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.3 
Montgomery County,19,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.1 
Dare County,28,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.9 
Yancey County,13,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.8 
Alamance County,105,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.7 
Columbus County,37,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.8 
Catawba County,103,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.8 
Randolph County,96,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.5 
Cherokee County,20,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.5 
Martin County,16,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.2 
Clay County,8,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.9 
Perquimans County,8,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.8 
Franklin County,43,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.6 
Lincoln County,57,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.3 
Wilson County,52,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.1 
Pamlico County,9,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.5 
Granville County,40,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.4 
Brunswick County,91,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.9 
Pitt County,92,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.8 
Lee County,37,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.6 
Wilkes County,44,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.5 
Hertford County,15,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.1 
Johnston County,114,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.7 
Gates County,7,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.2 
Pender County,38,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.8 
Stanly County,37,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.8 
Haywood County,39,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.7 
Currituck County,18,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.3 
Ashe County,17,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.0 
Henderson County,68,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.8 
Moore County,52,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.7 
Guilford County,280,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.6 
Jackson County,21,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.4 
Iredell County,99,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.3 
Macon County,21,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.1 
Buncombe County,144,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.6 
Forsyth County,196,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.5 
Jones County,6,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.3 
Polk County,13,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,46.9 
Alleghany County,7,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.5 
New Hanover County,110,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,44.8 
Union County,111,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,44.7 
Cabarrus County,97,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,44.5 
Transylvania County,16,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,43.7 
Durham County,136,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.9 
Chatham County,35,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,40.3 
Mecklenburg County,430,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,40.0 
Wake County,393,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,35.7 
Orange County,52,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,35.0 
Watauga County,18,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,34.6 
Camden County,5,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,33.9 
Swain County,30,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,122.0 "
Onslow County,187,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,121.3 "
Hyde County,11,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,084.2 "
Rowan County,240,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,050.7 "
Cleveland County,174,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,050.4 "
Caswell County,48,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,047.9 "
Halifax County,104,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,046.6 "
Surry County,144,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,026.5 "
Vance County,79,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,020.7 "
Martin County,51,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,020.2 "
Washington County,27,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,013.9 "
Sampson County,106,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,004.8 "
Davidson County,282,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,001.6 "
Robeson County,183,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,996.5 
Edgecombe County,95,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,992.2 
Randolph County,234,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,989.8 
Lee County,93,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,984.4 
Chowan County,32,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,981.9 
Craven County,180,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,977.2 
Richmond County,74,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,974.8 
Stokes County,89,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,974.8 
Person County,69,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,972.2 
Granville County,90,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,967.0 
Lenoir County,103,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,966.6 
Nash County,153,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,965.1 
Franklin County,98,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,961.7 
Yadkin County,68,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,957.7 
Beaufort County,99,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,957.3 
Anson County,41,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,955.8 
Scotland County,57,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,955.4 
Alamance County,256,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,954.9 
Wayne County,181,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,954.1 
Pender County,94,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,951.4 
Burke County,162,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,951.2 
Pasquotank County,59,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,949.7 
Gaston County,314,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,949.5 
Johnston County,223,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,947.8 
Ashe County,61,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,947.2 
Rockingham County,164,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,941.7 
Cumberland County,344,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,941.3 
Davie County,80,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,941.3 
Harnett County,142,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,940.3 
McDowell County,80,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,927.8 
Lincoln County,123,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,925.6 
Stanly County,102,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,924.2 
Caldwell County,138,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,924.1 
Gates County,20,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,923.2 
Tyrrell County,8,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,922.4 
Carteret County,144,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,920.5 
Iredell County,231,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,919.0 
Forsyth County,517,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,917.0 
Rutherford County,123,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,914.8 
Columbus County,97,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,909.0 
Wilkes County,125,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,903.3 
Hoke County,42,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,894.8 
Catawba County,230,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,894.8 
Bertie County,37,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,894.2 
Mitchell County,32,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,893.9 
Yancey County,39,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,891.8 
Cabarrus County,221,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,879.5 
Durham County,321,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,875.2 
Dare County,59,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,874.4 
Guilford County,652,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,869.9 
Union County,227,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,869.6 
Montgomery County,44,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,859.8 
Haywood County,123,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,857.8 
New Hanover County,317,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,857.6 
Wilson County,118,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,855.4 
Macon County,79,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,855.3 
Buncombe County,405,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,847.6 
Warren County,40,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,842.8 
Jackson County,64,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,840.2 
Pamlico County,29,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,835.4 
Graham County,17,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,833.0 
Cherokee County,63,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,831.7 
Greene County,27,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,828.3 
Wake County,909,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,824.0 
Pitt County,177,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,821.2 
Bladen County,55,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,820.2 
Perquimans County,28,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,819.5 
Camden County,13,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,817.4 
Alleghany County,24,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,817.1 
Brunswick County,273,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,812.5 
Alexander County,56,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,810.8 
Mecklenburg County,889,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,810.6 
Moore County,190,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,808.4 
Hertford County,36,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,799.0 
Orange County,139,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,796.1 
Henderson County,227,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,795.8 
Jones County,16,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,785.1 
Northampton County,38,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,777.9 
Currituck County,30,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,776.1 
Chatham County,127,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,768.1 
Madison County,34,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,766.5 
Clay County,24,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,759.5 
