,County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",Recent 5-Year Trend in Incidence Rates
17,Alamance County  6,559,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,148.6 ",-0.2 
18,Franklin County  6,218,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,145.6 ",-0.3 
19,Avery County  6,76,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,140.7 ",-0.3 
20,Caswell County  6,99,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,138.7 ",-0.4 
21,Davidson County  6,602,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,134.2 ",0.0 
22,Cleveland County  6,364,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,131.3 ",0.2 
23,Lee County  6,199,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,130.2 ",-0.8 
24,Gaston County  6,703,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,122.6 ",-0.6 
25,Stanly County  6,235,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,120.9 ",-2.0 
26,Granville County  6,199,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,117.6 ",-0.1 
27,Forsyth County  6,1173,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,116.1 ",-1.2 
28,Lenoir County  6,226,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,111.7 ",-1.1 
29,Moore County  6,478,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,108.2 ",-0.5 
30,Johnston County  6,502,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,102.9 ",0.3 
31,Davie County  6,174,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,100.3 ",-3.8 
32,Wake County  6,2298,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,090.0 ",-0.4 
33,Caldwell County  6,317,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,088.3 ",-0.2 
34,Tyrrell County  6,17,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,083.6 ",2.0 
35,Chatham County  6,331,rising,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,073.8 ",0.6 
36,Stokes County  6,189,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,071.4 ",0.4 
37,Chowan County  6,67,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,069.4 ",-0.3 
38,Wayne County  6,391,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,063.0 ",0.5 
39,Iredell County  6,531,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,056.7 ",-1.7 
40,Buncombe County  6,968,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,056.1 ",-0.7 
41,Henderson County  6,574,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,050.7 ",-1.5 
42,Burke County  6,349,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,049.4 ",-0.7 
43,Cherokee County  6,156,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,040.3 ",-0.7 
44,Pasquotank County  6,129,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,037.5 ",-0.5 
45,Brunswick County  6,722,rising,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,032.4 ",1.1 
46,New Hanover County  6,735,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,027.1 ",-0.2 
47,Watauga County  6,160,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,026.8 ",-1.1 
48,Union County  6,542,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,024.9 ",-0.4 
49,Halifax County  6,200,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,021.9 ",0.2 
50,Carteret County  6,320,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,020.5 ",-1.6 
51,Rutherford County  6,275,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,018.4 ",-0.9 
52,Durham County  6,727,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,012.2 ",-0.8 
53,Washington County  6,55,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,008.9 ",0.3 
54,Person County  6,144,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,008.4 ",-0.4 
55,Mecklenburg County  6,2190,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,002.9 ",-0.8 
56,Dare County  6,139,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,001.3 ",-1.2 
57,Hoke County  6,95,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,986.9 ",-0.6 
58,Scotland County  6,118,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,981.1 ",-1.4 
59,Yancey County  6,85,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,979.5 ",-1.8 
60,Madison County  6,87,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,970.5 ",-0.5 
61,Sampson County  6,209,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,969.4 ",0.6 
62,Catawba County  6,518,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,962.4 ",-0.6 
63,Yadkin County  6,141,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,961.3 ",-0.1 
64,Cumberland County  6,718,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,952.4 ",-0.4 
65,Greene County  6,63,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,950.0 ",-0.5 
66,Anson County  6,84,rising,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,947.9 ",1.3 
67,Pender County  6,195,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,945.9 ",-0.7 
68,Orange County  6,345,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,944.2 ",-1.2 
69,Richmond County  6,149,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,940.7 ",-0.7 
70,Transylvania County  6,189,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,930.6 ",0.3 
71,Warren County  6,91,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,929.0 ",-1.3 
72,Camden County  6,31,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,922.5 ",-2.5 
73,Wilson County  6,262,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,915.0 ",-1.8 
74,Pamlico County  6,66,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,911.7 ",-0.6 
75,Ashe County  6,122,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,903.8 ",-0.7 
76,Columbus County  6,202,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,900.0 ",-0.7 
77,Pitt County  6,407,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,893.5 ",-1.2 
78,Alexander County  6,135,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,891.4 ",-0.5 
79,Alleghany County  6,53,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,886.3 ",-0.3 
80,Nash County  6,299,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,882.6 ",-1.3 
81,Mitchell County  6,68,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,871.1 ",0.4 
82,Vance County  6,143,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,868.7 ",-1.0 
83,Robeson County  6,348,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,862.1 ",-0.9 
84,Wilkes County  6,258,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,854.1 ",-1.1 
85,Jones County  6,37,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,838.4 ",-1.1 
86,Edgecombe County  6,177,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,834.6 ",-1.0 
87,Clay County  6,57,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,828.1 ",-0.8 
88,Hyde County  6,18,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,825.7 ",-1.7 
89,Montgomery County  6,96,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,825.2 ",0.8 
90,Perquimans County  6,63,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,819.7 ",-1.3 
91,Bertie County  6,73,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,804.7 ",-1.5 
92,Graham County  6,35,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,799.3 ",-0.1 
93,Beaufort County  6,189,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,793.4 ",-4.5 
94,Polk County  6,107,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,761.3 ",2.5 
95,Jackson County  6,136,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,753.5 ",-3.8 
96,Northampton County  6,84,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,729.1 ",-0.4 
97,Currituck County  6,67,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,693.7 ",-2.2 
98,Bladen County  6,115,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,663.3 ",-0.9 
99,Duplin County  6,169,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,646.6 ",-5.0 
100,Hertford County  6,71,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,578.4 ",-1.9 
101,Gates County  6,33,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,499.1 ",-14.0 
2,Sargent County  6,4,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,185.2 ,4.7 
3,Pierce County  6,3,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,158.2 ,4.4 
4,Mercer County  6,7,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,152.1 ,3.3 
5,McHenry County  6,4,*,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,130.0 ,*
6,Barnes County  6,7,rising,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,122.8 ,3.0 
7,Cass County  6,127,rising,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,120.9 ,1.3 
8,Morton County  6,22,rising,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,120.4 ,3.1 
9,Burleigh County  6,65,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,116.8 ,1.4 
10,McLean County  6,5,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.9 ,1.0 
11,Ransom County  6,3,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,108.6 ,-25.9 
12,Traill County  6,4,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,105.7 ,1.5 
13,Grand Forks County  6,38,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.6 ,0.2 
14,Benson County  6,4,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.3 ,-0.6 
15,Mountrail County  6,6,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,101.8 ,3.1 
16,Bottineau County  6,3,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,101.6 ,0.1 
17,Ward County  6,39,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.2 ,0.3 
18,Stark County  6,17,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,94.8 ,0.8 
19,Pembina County  6,3,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,92.6 ,1.2 
20,Williams County  6,19,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,91.7 ,0.6 
21,Stutsman County  6,10,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,91.0 ,0.8 
22,Richland County  6,8,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,89.9 ,0.0 
23,Rolette County  6,7,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,88.5 ,-2.1 
24,Ramsey County  6,5,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,84.4 ,2.4 
25,McKenzie County  6,6,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,81.6 ,1.6 
26,Walsh County  6,4,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,80.0 ,-1.3 
2,Renville County  6,18,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,644.7 ",1.9 
3,Mercer County  6,59,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,642.0 ",1.2 
4,Mountrail County  6,45,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,579.6 ",0.8 
5,McIntosh County  6,23,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,537.2 ",1.0 
6,Rolette County  6,61,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,534.8 ",-0.5 
7,Eddy County  6,16,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,514.5 ",0.1 
8,McLean County  6,67,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,505.5 ",0.4 
9,Morton County  6,157,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,479.7 ",0.2 
10,Bottineau County  6,45,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,478.9 ",-1.2 
11,Sargent County  6,26,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,461.0 ",-0.7 
12,Richland County  6,88,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,445.9 ",-0.4 
13,Sioux County  6,13,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,437.8 ",0.5 
14,Dickey County  6,30,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,436.4 ",-0.6 
15,Oliver County  6,12,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,422.3 ",-1.1 
16,Wells County  6,32,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,415.2 ",1.0 
17,Nelson County  6,24,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,415.1 ",0.4 
18,Ward County  6,266,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,403.1 ",-0.9 
19,Cass County  6,641,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,395.3 ",-1.4 
20,Burleigh County  6,441,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,390.8 ",-0.2 
21,Grand Forks County  6,261,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,377.8 ",-0.8 
22,Kidder County  6,16,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,364.2 ",0.3 
23,Ramsey County  6,66,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,361.4 ",-1.5 
24,Walsh County  6,66,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,352.1 ",1.0 
25,Barnes County  6,65,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,351.7 ",-1.8 
26,Burke County  6,13,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,344.6 ",-1.3 
27,Ransom County  6,32,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,344.2 ",-1.7 
28,McHenry County  6,33,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,343.0 ",8.2 
29,Traill County  6,44,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,341.4 ",-0.7 
30,Pembina County  6,45,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,340.6 ",0.6 
31,Golden Valley County  6,10,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,329.6 ",-2.1 
32,Foster County  6,20,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,315.2 ",-0.5 
33,Emmons County  6,24,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,311.7 ",0.6 
34,Hettinger County  6,15,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,297.6 ",1.5 
35,Stark County  6,118,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,291.0 ",0.0 
36,Sheridan County  6,10,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,287.3 ",-1.1 
37,Pierce County  6,25,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,279.1 ",-1.8 
38,Bowman County  6,18,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,271.5 ",-0.7 
39,Grant County  6,17,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,263.0 ",-0.4 
40,Benson County  6,25,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,262.9 ",-1.2 
41,Griggs County  6,16,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,193.7 ",-2.2 
42,Steele County  6,11,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,181.7 ",1.1 
43,Stutsman County  6,97,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,170.3 ",-1.7 
44,Cavalier County  6,24,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,170.0 ",-1.2 
45,Williams County  6,95,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,166.1 ",-1.0 
46,LaMoure County  6,23,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,097.9 ",-1.9 
47,Divide County  6,12,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,072.5 ",-1.3 
48,Logan County  6,11,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,040.2 ",-2.6 
49,Towner County  6,12,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,021.9 ",-2.4 
50,Dunn County  6,16,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,021.4 ",-2.3 
51,Adams County  6,13,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,992.7 ,-2.6 
52,McKenzie County  6,27,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,901.1 ,-2.4 
2,Renville County  6,9,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,314.7 ,1.8 
3,Sargent County  6,12,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,305.7 ,1.6 
4,Bottineau County  6,21,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,286.0 ,1.0 
5,Pierce County  6,12,rising,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,279.4 ,19.2 
6,McLean County  6,31,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,276.3 ,1.1 
7,Kidder County  6,7,*,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,275.2 ,*
8,Mercer County  6,26,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,274.0 ,2.4 
9,McIntosh County  6,8,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,265.6 ,1.6 
10,Traill County  6,22,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,257.3 ,2.0 
11,Foster County  6,8,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,252.9 ,3.3 
12,Emmons County  6,10,rising,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,251.6 ,5.1 
13,Mountrail County  6,25,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,249.7 ,1.1 
14,Dickey County  6,12,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,243.5 ,-23.6 
15,Bowman County  6,8,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,241.0 ,-0.7 
16,Barnes County  6,27,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,239.9 ,0.6 
17,Golden Valley County  6,5,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,239.3 ,-0.3 
18,Cass County  6,368,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,238.5 ,-0.2 
19,Morton County  6,74,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,238.2 ,1.0 
20,Burleigh County  6,222,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,237.6 ,0.8 
21,Hettinger County  6,6,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,233.7 ,2.4 
22,Ward County  6,138,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,230.0 ,0.4 
23,Rolette County  6,31,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,229.2 ,-0.5 
24,Cavalier County  6,10,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,228.6 ,-0.8 
25,Grant County  6,7,*,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,225.9 ,*
26,Logan County  6,4,*,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,217.3 ,*
27,Grand Forks County  6,128,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,216.9 ,-0.2 
28,Ransom County  6,13,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,216.4 ,-1.7 
29,Richland County  6,38,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,215.8 ,-0.7 
30,Burke County  6,5,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,212.8 ,-2.5 
31,Benson County  6,13,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,211.4 ,0.5 
32,Stutsman County  6,49,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,210.4 ,-0.2 
33,Ramsey County  6,27,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,209.6 ,-0.6 
34,McHenry County  6,13,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,209.6 ,-1.1 
35,Eddy County  6,6,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,205.5 ,-1.1 
36,Pembina County  6,17,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,204.8 ,0.9 
37,Wells County  6,10,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,202.5 ,-0.4 
38,Griggs County  6,5,*,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,192.9 ,*
39,Stark County  6,55,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,192.2 ,0.3 
40,Williams County  6,59,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,188.8 ,0.0 
41,Adams County  6,5,*,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,186.7 ,*
42,Oliver County  6,5,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,184.8 ,-0.6 
43,Walsh County  6,23,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,184.6 ,-0.8 
44,LaMoure County  6,9,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,174.9 ,0.1 
45,Divide County  6,5,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,174.0 ,-0.6 
46,Sioux County  6,7,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,171.7 ,-1.0 
47,Nelson County  6,8,*,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,166.0 ,*
48,McKenzie County  6,20,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,163.7 ,0.3 
49,Steele County  6,4,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,161.7 ,2.2 
50,Dunn County  6,7,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,143.9 ,-3.8 
51,Towner County  6,4,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,129.1 ,-3.4 
2,Mercer County  6,39,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,550.6 ",1.1 
3,Renville County  6,11,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,341.7 ",1.7 
4,Mountrail County  6,26,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,300.0 ",1.1 
5,Morton County  6,106,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,279.0 ",0.4 
6,Rolette County  6,36,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,269.0 ",-0.9 
