,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",County_State
1937,123,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,189.8,"Eaton County, MI"
1938,113,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.6,"Eaton County, MI"
1939,65,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,188.3,"Ionia County, MI"
1940,59,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.8,"Ionia County, MI"
1941,54,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,188.1,"Isabella County, MI"
1942,49,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.6,"Isabella County, MI"
1943,554,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.7,"Kent County, MI"
1944,466,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.0,"Kent County, MI"
1945,45,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,183.4,"Emmet County, MI"
1946,44,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.4,"Emmet County, MI"
1947,20,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,183.1,"Iron County, MI"
1948,19,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.1,"Iron County, MI"
1949,31,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,181.9,"Otsego County, MI"
1950,27,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.7,"Otsego County, MI"
1951,79,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,179.2,"Marquette County, MI"
1952,63,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.2,"Marquette County, MI"
1953,227,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,178.4,"Kalamazoo County, MI"
1954,217,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.8,"Kalamazoo County, MI"
1955,13,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,178.1,"Ontonagon County, MI"
1956,11,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.6,"Ontonagon County, MI"
1957,23,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,175.7,"Gogebic County, MI"
1958,20,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.2,"Gogebic County, MI"
1959,185,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,167.4,"Livingston County, MI"
1960,167,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.4,"Livingston County, MI"
1961,33,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,167.3,"Charlevoix County, MI"
1962,34,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.2,"Charlevoix County, MI"
1963,1144,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,166.7,"Oakland County, MI"
1964,1143,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,127.1,"Oakland County, MI"
1965,237,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,165.3,"Ottawa County, MI"
1966,199,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,113.3,"Ottawa County, MI"
1967,86,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,165.3,"Midland County, MI"
1968,81,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.3,"Midland County, MI"
1969,73,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,165.2,"Clinton County, MI"
1970,66,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.7,"Clinton County, MI"
1971,24,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,163.9,"Benzie County, MI"
1972,19,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,118.8,"Benzie County, MI"
1973,18,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,161.1,"Missaukee County, MI"
1974,14,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.2,"Missaukee County, MI"
1975,265,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,160.7,"Washtenaw County, MI"
1976,263,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.2,"Washtenaw County, MI"
1977,90,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,155.7,"Grand Traverse County, MI"
1978,93,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.1,"Grand Traverse County, MI"
1979,30,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,143.7,"Leelanau County, MI"
1980,24,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,107.8,"Leelanau County, MI"
1981,3,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,134.9,"Keweenaw County, MI"
1982,40,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,335.4,"Sunflower County, MS"
1983,32,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,211.7,"Sunflower County, MS"
1984,46,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,317.8,"Bolivar County, MS"
1985,41,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,183.8,"Bolivar County, MS"
1986,12,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,297.0,"Jefferson County, MS"
1987,7,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.9,"Jefferson County, MS"
1988,14,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,296.2,"Tunica County, MS"
1989,9,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,172.6,"Tunica County, MS"
1990,125,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,293.7,"Madison County, MS"
1991,125,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,208.8,"Madison County, MS"
1992,25,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,293.6,"Holmes County, MS"
1993,22,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,193.7,"Holmes County, MS"
1994,12,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,292.9,"Quitman County, MS"
1995,9,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.3,"Quitman County, MS"
1996,37,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,292.4,"Yazoo County, MS"
1997,30,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,184.7,"Yazoo County, MS"
1998,34,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,289.4,"Tippah County, MS"
1999,19,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.2,"Tippah County, MS"
2000,23,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,285.7,"Yalobusha County, MS"
2001,17,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.2,"Yalobusha County, MS"
2002,39,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,275.7,"Scott County, MS"
2003,24,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.3,"Scott County, MS"
2004,20,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,275.6,"Lawrence County, MS"
2005,14,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.2,"Lawrence County, MS"
2006,56,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,274.4,"Marshall County, MS"
2007,41,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.1,"Marshall County, MS"
2008,15,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,272.4,"Noxubee County, MS"
2009,10,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.7,"Noxubee County, MS"
2010,12,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,272.3,"Claiborne County, MS"
2011,12,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,192.0,"Claiborne County, MS"
2012,20,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,271.7,"Tallahatchie County, MS"
2013,14,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,160.7,"Tallahatchie County, MS"
2014,35,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,270.6,"Leflore County, MS"
2015,35,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,184.7,"Leflore County, MS"
2016,25,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,268.7,"Chickasaw County, MS"
2017,19,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.4,"Chickasaw County, MS"
2018,27,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,268.2,"Covington County, MS"
2019,21,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.2,"Covington County, MS"
2020,59,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,267.2,"Washington County, MS"
2021,57,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,180.6,"Washington County, MS"
2022,32,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,263.8,"Tishomingo County, MS"
2023,25,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,160.1,"Tishomingo County, MS"
2024,105,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,262.6,"Lee County, MS"
2025,89,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,160.3,"Lee County, MS"
2026,12,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,262.6,"Humphreys County, MS"
2027,8,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.2,"Humphreys County, MS"
2028,29,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,262.2,"Newton County, MS"
2029,16,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,109.1,"Newton County, MS"
2030,13,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,258.6,"Wilkinson County, MS"
2031,11,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,175.6,"Wilkinson County, MS"
2032,30,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,257.9,"Coahoma County, MS"
2033,27,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,175.0,"Coahoma County, MS"
2034,47,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,257.8,"Panola County, MS"
2035,37,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.1,"Panola County, MS"
2036,262,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,255.6,"Harrison County, MS"
2037,200,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.3,"Harrison County, MS"
2038,37,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,255.4,"Prentiss County, MS"
2039,23,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.9,"Prentiss County, MS"
2040,74,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,255.0,"Lowndes County, MS"
2041,69,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,167.5,"Lowndes County, MS"
2042,48,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,254.6,"Adams County, MS"
2043,44,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,186.3,"Adams County, MS"
2044,29,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,253.2,"Attala County, MS"
2045,22,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.4,"Attala County, MS"
2046,25,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.7,"Stone County, MS"
2047,16,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,146.6,"Stone County, MS"
2048,38,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.7,"Union County, MS"
2049,27,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.4,"Union County, MS"
2050,30,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.0,"Grenada County, MS"
2051,27,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,172.8,"Grenada County, MS"
2052,26,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,248.8,"Clarke County, MS"
2053,16,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.5,"Clarke County, MS"
2054,28,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,246.4,"George County, MS"
2055,24,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,174.6,"George County, MS"
2056,16,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,245.8,"Montgomery County, MS"
2057,14,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.9,"Montgomery County, MS"
2058,20,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,240.5,"Calhoun County, MS"
2059,17,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.5,"Calhoun County, MS"
2060,51,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,238.5,"Pike County, MS"
2061,42,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.9,"Pike County, MS"
2062,61,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,238.3,"Warren County, MS"
2063,46,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.0,"Warren County, MS"
2064,52,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,237.9,"Alcorn County, MS"
2065,31,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,114.1,"Alcorn County, MS"
2066,45,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,237.2,"Lincoln County, MS"
2067,38,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.1,"Lincoln County, MS"
2068,80,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,235.1,"Pearl River County, MS"
2069,65,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,169.7,"Pearl River County, MS"
2070,14,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,235.1,"Webster County, MS"
2071,9,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.3,"Webster County, MS"
2072,50,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,231.2,"Monroe County, MS"
2073,43,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.9,"Monroe County, MS"
2074,37,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,229.6,"Copiah County, MS"
2075,34,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,165.8,"Copiah County, MS"
2076,175,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,228.6,"DeSoto County, MS"
2077,158,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.3,"DeSoto County, MS"
2078,35,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,228.3,"Neshoba County, MS"
2079,29,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.0,"Neshoba County, MS"
2080,35,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,226.7,"Tate County, MS"
2081,29,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.9,"Tate County, MS"
2082,6,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,224.9,"Sharkey County, MS"
2083,8,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,242.9,"Sharkey County, MS"
2084,25,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,224.2,"Clay County, MS"
2085,21,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.9,"Clay County, MS"
2086,74,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,222.8,"Forrest County, MS"
2087,75,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,166.3,"Forrest County, MS"
2088,15,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,221.9,"Kemper County, MS"
2089,8,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,103.7,"Kemper County, MS"
2090,36,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,221.2,"Pontotoc County, MS"
2091,27,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.0,"Pontotoc County, MS"
2092,170,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,220.7,"Jackson County, MS"
2093,138,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.5,"Jackson County, MS"
2094,25,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.9,"Wayne County, MS"
2095,19,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.4,"Wayne County, MS"
2096,238,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.4,"Hinds County, MS"
2097,200,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.8,"Hinds County, MS"
2098,25,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.1,"Jasper County, MS"
2099,14,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,113.4,"Jasper County, MS"
2100,16,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,217.2,"Perry County, MS"
2101,14,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.0,"Perry County, MS"
2102,32,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.7,"Marion County, MS"
2103,26,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.6,"Marion County, MS"
2104,25,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.4,"Leake County, MS"
2105,23,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.0,"Leake County, MS"
2106,16,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.1,"Jefferson Davis County, MS"
2107,17,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,177.6,"Jefferson Davis County, MS"
2108,39,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.0,"Oktibbeha County, MS"
2109,30,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.0,"Oktibbeha County, MS"
2110,65,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.5,"Hancock County, MS"
2111,45,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.7,"Hancock County, MS"
2112,42,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.4,"Lafayette County, MS"
2113,34,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,118.6,"Lafayette County, MS"
2114,78,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.4,"Jones County, MS"
2115,61,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.7,"Jones County, MS"
2116,28,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,207.7,"Itawamba County, MS"
2117,23,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.0,"Itawamba County, MS"
2118,18,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,197.4,"Walthall County, MS"
2119,19,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.5,"Walthall County, MS"
2120,80,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.3,"Lauderdale County, MS"
2121,65,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,120.6,"Lauderdale County, MS"
2122,14,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.6,"Greene County, MS"
2123,13,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,170.3,"Greene County, MS"
2124,21,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.8,"Winston County, MS"
2125,21,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.3,"Winston County, MS"
2126,9,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.2,"Franklin County, MS"
2127,12,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,191.5,"Franklin County, MS"
2128,29,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.9,"Simpson County, MS"
2129,25,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.9,"Simpson County, MS"
2130,11,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.1,"Choctaw County, MS"
2131,10,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.6,"Choctaw County, MS"
2132,19,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,182.0,"Smith County, MS"
2133,14,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,117.6,"Smith County, MS"
2134,18,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,180.4,"Amite County, MS"
2135,15,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.9,"Amite County, MS"
2136,15,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,179.9,"Carroll County, MS"
2137,11,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.0,"Carroll County, MS"
2138,133,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,175.2,"Rankin County, MS"
2139,108,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,110.0,"Rankin County, MS"
2140,9,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,166.2,"Benton County, MS"
2141,8,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.4,"Benton County, MS"
2142,45,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,157.5,"Lamar County, MS"
2143,42,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.6,"Lamar County, MS"
2144,53,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,306.9,"Dunklin County, MO"
2145,37,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.2,"Dunklin County, MO"
2146,27,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,305.1,"Pemiscot County, MO"
2147,22,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,185.6,"Pemiscot County, MO"
2148,10,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,273.1,"Carter County, MO"
2149,7,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,162.8,"Carter County, MO"
2150,37,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,264.9,"Ray County, MO"
2151,23,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.1,"Ray County, MO"
2152,35,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,264.3,"Audrain County, MO"
2153,31,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.0,"Audrain County, MO"
2154,67,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,260.5,"Howell County, MO"
2155,45,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.0,"Howell County, MO"
2156,20,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,254.2,"Mississippi County, MO"
2157,16,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,162.4,"Mississippi County, MO"
2158,40,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,251.7,"Crawford County, MO"
2159,30,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,162.8,"Crawford County, MO"
2160,95,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.6,"St. Francois County, MO"
2161,84,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,194.4,"St. Francois County, MO"
2162,35,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.5,"Randolph County, MO"
2163,33,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,194.3,"Randolph County, MO"
2164,20,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.4,"Madison County, MO"
2165,18,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,195.3,"Madison County, MO"
2166,24,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,244.4,"Ripley County, MO"
2167,19,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.1,"Ripley County, MO"
2168,28,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,244.3,"Dallas County, MO"
2169,18,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.0,"Dallas County, MO"
2170,4,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,242.8,"Worth County, MO"
2171,4,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,192.9,"Worth County, MO"
2172,18,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,240.6,"Iron County, MO"
2173,13,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.2,"Iron County, MO"
2174,48,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,238.9,"Benton County, MO"
2175,34,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,177.6,"Benton County, MO"
2176,65,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,238.7,"Butler County, MO"
2177,58,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,175.1,"Butler County, MO"
2178,6,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,237.6,"Mercer County, MO"
2179,4,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.1,"Mercer County, MO"
2180,38,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,236.6,"Morgan County, MO"
2181,24,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.1,"Morgan County, MO"
2182,26,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,235.1,"New Madrid County, MO"
2183,25,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,185.6,"New Madrid County, MO"
2184,30,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,234.1,"McDonald County, MO"
2185,24,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,172.1,"McDonald County, MO"
2186,25,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,233.2,"Wayne County, MO"
2187,17,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.2,"Wayne County, MO"
2188,38,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,232.9,"Marion County, MO"
2189,31,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.1,"Marion County, MO"
2190,45,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,232.9,"Stoddard County, MO"
