average_annual_count,recent_trend,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,five_year_trend_rates,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
252,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,160.3 ,160.3 ,"Ontario County, NY",44.0,109271,109229,109538,109738,109777,58085,58320,65271,62930,66754
249,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,160.9 ,160.9 ,"Ontario County, NY",44.0,109271,109229,109538,109738,109777,58085,58320,65271,62930,66754
4,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,162.6 ,162.6 ,"Ontario County, NY",44.0,109271,109229,109538,109738,109777,58085,58320,65271,62930,66754
162,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,160.1 ,160.1 ,"Clinton County, NY",,80718,80500,80531,80679,80485,46747,53392,56436,55517,59069
161,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,160.7 ,160.7 ,"Clinton County, NY",,80718,80500,80531,80679,80485,46747,53392,56436,55517,59069
308,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,160.0 ,160.0 ,"Rensselaer County, NY",59.33333333,159436,159294,159200,159283,158714,60117,63174,63457,71084,70688
304,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,160.3 ,160.3 ,"Rensselaer County, NY",59.33333333,159436,159294,159200,159283,158714,60117,63174,63457,71084,70688
16,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,195.2 ,195.2 ,"Rensselaer County, NY",59.33333333,159436,159294,159200,159283,158714,60117,63174,63457,71084,70688
174,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,159.7 ,159.7 ,"Cayuga County, NY",56.66666667,78298,77674,77457,77121,76576,51925,53437,55460,52945,58055
173,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,160.8 ,160.8 ,"Cayuga County, NY",56.66666667,78298,77674,77457,77121,76576,51925,53437,55460,52945,58055
221,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,159.5 ,159.5 ,"St. Lawrence County, NY",60.0,110348,109449,108699,108327,107740,42811,50897,49607,49356,51742
219,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.4 ,159.4 ,"St. Lawrence County, NY",60.0,110348,109449,108699,108327,107740,42811,50897,49607,49356,51742
120,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,159.4 ,159.4 ,"Delaware County, NY",57.33333333,45891,45393,45028,44526,44135,42907,45381,45385,47382,51038
118,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.5 ,159.5 ,"Delaware County, NY",57.33333333,45891,45393,45028,44526,44135,42907,45381,45385,47382,51038
146,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,159.2 ,159.2 ,"Herkimer County, NY",57.0,62652,62436,62163,61713,61319,49504,49633,46733,53168,55778
145,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.2 ,159.2 ,"Herkimer County, NY",57.0,62652,62436,62163,61713,61319,49504,49633,46733,53168,55778
76,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,158.8 ,158.8 ,"Schoharie County, NY",,31405,31304,31255,31146,30999,50588,50244,51007,57757,58927
75,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.1 ,159.1 ,"Schoharie County, NY",,31405,31304,31255,31146,30999,50588,50244,51007,57757,58927
417,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,157.7 ,157.7 ,"Broome County, NY",49.0,195928,194498,193100,191925,190488,46067,49927,47910,50928,52179
410,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,156.8 ,156.8 ,"Broome County, NY",49.0,195928,194498,193100,191925,190488,46067,49927,47910,50928,52179
14,stable,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,191.1 ,191.1 ,"Broome County, NY",49.0,195928,194498,193100,191925,190488,46067,49927,47910,50928,52179
4,*,New York,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,83.7 ,83.7 ,"Broome County, NY",49.0,195928,194498,193100,191925,190488,46067,49927,47910,50928,52179
5,*,New York,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,137.0 ,137.0 ,"Broome County, NY",49.0,195928,194498,193100,191925,190488,46067,49927,47910,50928,52179
90,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,157.6 ,157.6 ,"Cortland County, NY",57.5,48290,47915,47815,47722,47581,49894,51810,52038,51751,55143
90,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.3 ,157.3 ,"Cortland County, NY",57.5,48290,47915,47815,47722,47581,49894,51810,52038,51751,55143
57,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,157.3 ,157.3 ,"Yates County, NY",,25128,25059,25002,24951,24913,46392,48820,49198,51089,60612
56,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.7 ,157.7 ,"Yates County, NY",,25128,25059,25002,24951,24913,46392,48820,49198,51089,60612
166,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,157.1 ,157.1 ,"Cattaraugus County, NY",58.5,77926,77658,77176,76726,76117,40933,46224,47875,48017,50783
165,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.2 ,157.2 ,"Cattaraugus County, NY",58.5,77926,77658,77176,76726,76117,40933,46224,47875,48017,50783
4,*,New York,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,173.4 ,173.4 ,"Cattaraugus County, NY",58.5,77926,77658,77176,76726,76117,40933,46224,47875,48017,50783
297,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,157.1 ,157.1 ,"Schenectady County, NY",68.0,154733,154475,154710,155079,155299,59432,57923,61841,63297,64960
5,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,130.1 ,130.1 ,"Schenectady County, NY",68.0,154733,154475,154710,155079,155299,59432,57923,61841,63297,64960
291,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.3 ,157.3 ,"Schenectady County, NY",68.0,154733,154475,154710,155079,155299,59432,57923,61841,63297,64960
20,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,152.6 ,152.6 ,"Schenectady County, NY",68.0,154733,154475,154710,155079,155299,59432,57923,61841,63297,64960
4,*,New York,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,60.9 ,60.9 ,"Schenectady County, NY",68.0,154733,154475,154710,155079,155299,59432,57923,61841,63297,64960
6,*,New York,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,117.3 ,117.3 ,"Schenectady County, NY",68.0,154733,154475,154710,155079,155299,59432,57923,61841,63297,64960
381,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,157.0 ,157.0 ,"Ulster County, NY",59.5,179658,179042,178635,178418,177573,58328,61421,62531,63073,64090
12,stable,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,118.4 ,118.4 ,"Ulster County, NY",59.5,179658,179042,178635,178418,177573,58328,61421,62531,63073,64090
368,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,158.5 ,158.5 ,"Ulster County, NY",59.5,179658,179042,178635,178418,177573,58328,61421,62531,63073,64090
17,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,154.5 ,154.5 ,"Ulster County, NY",59.5,179658,179042,178635,178418,177573,58328,61421,62531,63073,64090
13,stable,New York,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,111.9 ,111.9 ,"Ulster County, NY",59.5,179658,179042,178635,178418,177573,58328,61421,62531,63073,64090
57,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,156.9 ,156.9 ,"Lewis County, NY",61.0,26827,26647,26605,26486,26296,50846,48314,51857,52660,56599
56,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,155.7 ,155.7 ,"Lewis County, NY",61.0,26827,26647,26605,26486,26296,50846,48314,51857,52660,56599
765,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,156.5 ,156.5 ,"Richmond County, NY",58.5,472349,474040,475671,476260,476143,71058,75524,78466,79719,86624
57,falling,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,110.7 ,110.7 ,"Richmond County, NY",58.5,472349,474040,475671,476260,476143,71058,75524,78466,79719,86624
673,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,153.1 ,153.1 ,"Richmond County, NY",58.5,472349,474040,475671,476260,476143,71058,75524,78466,79719,86624
73,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,154.0 ,154.0 ,"Richmond County, NY",58.5,472349,474040,475671,476260,476143,71058,75524,78466,79719,86624
42,falling,New York,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,83.3 ,83.3 ,"Richmond County, NY",58.5,472349,474040,475671,476260,476143,71058,75524,78466,79719,86624
58,falling,New York,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,98.2 ,98.2 ,"Richmond County, NY",58.5,472349,474040,475671,476260,476143,71058,75524,78466,79719,86624
536,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,154.9 ,154.9 ,"Albany County, NY",53.0,307433,307597,307717,306585,305506,57312,61634,65659,64536,69408
9,stable,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,121.9 ,121.9 ,"Albany County, NY",53.0,307433,307597,307717,306585,305506,57312,61634,65659,64536,69408
525,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,155.2 ,155.2 ,"Albany County, NY",53.0,307433,307597,307717,306585,305506,57312,61634,65659,64536,69408
64,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,180.1 ,180.1 ,"Albany County, NY",53.0,307433,307597,307717,306585,305506,57312,61634,65659,64536,69408
10,stable,New York,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,82.1 ,82.1 ,"Albany County, NY",53.0,307433,307597,307717,306585,305506,57312,61634,65659,64536,69408
10,stable,New York,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,106.6 ,106.6 ,"Albany County, NY",53.0,307433,307597,307717,306585,305506,57312,61634,65659,64536,69408
561,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,154.7 ,154.7 ,"Orange County, NY",54.5,375803,377799,379758,382126,384940,71162,71963,77606,75048,83188
43,falling,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,109.6 ,109.6 ,"Orange County, NY",54.5,375803,377799,379758,382126,384940,71162,71963,77606,75048,83188
514,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.1 ,159.1 ,"Orange County, NY",54.5,375803,377799,379758,382126,384940,71162,71963,77606,75048,83188
57,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,141.6 ,141.6 ,"Orange County, NY",54.5,375803,377799,379758,382126,384940,71162,71963,77606,75048,83188
10,*,New York,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,99.4 ,99.4 ,"Orange County, NY",54.5,375803,377799,379758,382126,384940,71162,71963,77606,75048,83188
45,falling,New York,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,99.1 ,99.1 ,"Orange County, NY",54.5,375803,377799,379758,382126,384940,71162,71963,77606,75048,83188
459,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,154.4 ,154.4 ,"Saratoga County, NY",,226078,227122,229276,230170,229863,75029,75904,82732,83210,89071
456,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,155.1 ,155.1 ,"Saratoga County, NY",,226078,227122,229276,230170,229863,75029,75904,82732,83210,89071
4,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,125.9 ,125.9 ,"Saratoga County, NY",,226078,227122,229276,230170,229863,75029,75904,82732,83210,89071
5,*,New York,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,92.8 ,92.8 ,"Saratoga County, NY",,226078,227122,229276,230170,229863,75029,75904,82732,83210,89071
821,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,151.6 ,151.6 ,"Onondaga County, NY",55.0,466277,464109,461795,461649,460528,57114,56853,57641,59786,61597
9,stable,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,111.1 ,111.1 ,"Onondaga County, NY",55.0,466277,464109,461795,461649,460528,57114,56853,57641,59786,61597
809,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,151.8 ,151.8 ,"Onondaga County, NY",55.0,466277,464109,461795,461649,460528,57114,56853,57641,59786,61597
73,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,171.8 ,171.8 ,"Onondaga County, NY",55.0,466277,464109,461795,461649,460528,57114,56853,57641,59786,61597
4,falling,New York,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,96.7 ,96.7 ,"Onondaga County, NY",55.0,466277,464109,461795,461649,460528,57114,56853,57641,59786,61597
9,stable,New York,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,80.6 ,80.6 ,"Onondaga County, NY",55.0,466277,464109,461795,461649,460528,57114,56853,57641,59786,61597
10,stable,New York,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,93.2 ,93.2 ,"Onondaga County, NY",55.0,466277,464109,461795,461649,460528,57114,56853,57641,59786,61597
1273,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,150.3 ,150.3 ,"Monroe County, NY",54.0,745577,743770,742724,742864,741770,54204,54684,57660,60240,62159
47,stable,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,160.9 ,160.9 ,"Monroe County, NY",54.0,745577,743770,742724,742864,741770,54204,54684,57660,60240,62159
1224,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,149.4 ,149.4 ,"Monroe County, NY",54.0,745577,743770,742724,742864,741770,54204,54684,57660,60240,62159
187,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,185.3 ,185.3 ,"Monroe County, NY",54.0,745577,743770,742724,742864,741770,54204,54684,57660,60240,62159
21,stable,New York,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,100.7 ,100.7 ,"Monroe County, NY",54.0,745577,743770,742724,742864,741770,54204,54684,57660,60240,62159
48,stable,New York,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,132.3 ,132.3 ,"Monroe County, NY",54.0,745577,743770,742724,742864,741770,54204,54684,57660,60240,62159
147,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,150.3 ,150.3 ,"Columbia County, NY",61.0,61434,60835,60338,59785,59461,58335,57579,60629,64916,71563
144,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,149.7 ,149.7 ,"Columbia County, NY",61.0,61434,60835,60338,59785,59461,58335,57579,60629,64916,71563
5,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,141.5 ,141.5 ,"Columbia County, NY",61.0,61434,60835,60338,59785,59461,58335,57579,60629,64916,71563
141,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,150.3 ,150.3 ,"Madison County, NY",,71636,71387,70942,71117,70941,58094,57703,56477,59114,61713
140,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,150.1 ,150.1 ,"Madison County, NY",,71636,71387,70942,71117,70941,58094,57703,56477,59114,61713
132,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,149.6 ,149.6 ,"Otsego County, NY",38.66666667,60504,60132,59920,59810,59493,47942,50034,51561,54321,52414
131,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,151.0 ,151.0 ,"Otsego County, NY",38.66666667,60504,60132,59920,59810,59493,47942,50034,51561,54321,52414
149,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,147.8 ,147.8 ,"Tompkins County, NY",50.0,103006,102942,102664,102419,102180,55839,55778,56539,57383,59176
148,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,148.7 ,148.7 ,"Tompkins County, NY",50.0,103006,102942,102664,102419,102180,55839,55778,56539,57383,59176
4,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,119.0 ,119.0 ,"Tompkins County, NY",50.0,103006,102942,102664,102419,102180,55839,55778,56539,57383,59176
184,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,147.1 ,147.1 ,"Putnam County, NY",,99185,98761,98856,98814,98320,90497,96267,98765,100887,105600
9,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,102.2 ,102.2 ,"Putnam County, NY",,99185,98761,98856,98814,98320,90497,96267,98765,100887,105600
173,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,147.9 ,147.9 ,"Putnam County, NY",,99185,98761,98856,98814,98320,90497,96267,98765,100887,105600
3,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,103.5 ,103.5 ,"Putnam County, NY",,99185,98761,98856,98814,98320,90497,96267,98765,100887,105600
9,*,New York,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,103.3 ,103.3 ,"Putnam County, NY",,99185,98761,98856,98814,98320,90497,96267,98765,100887,105600
104,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.3 ,144.3 ,"Tioga County, NY",,49355,48824,48609,48441,48203,57541,55643,57190,60309,60699
103,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,144.6 ,144.6 ,"Tioga County, NY",,49355,48824,48609,48441,48203,57541,55643,57190,60309,60699
2535,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.1 ,144.1 ,"Suffolk County, NY",56.0,1491967,1486406,1483358,1480830,1476601,87634,92310,94108,100075,105241
144,rising,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,96.4 ,96.4 ,"Suffolk County, NY",56.0,1491967,1486406,1483358,1480830,1476601,87634,92310,94108,100075,105241
2379,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,147.8 ,147.8 ,"Suffolk County, NY",56.0,1491967,1486406,1483358,1480830,1476601,87634,92310,94108,100075,105241
163,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,142.6 ,142.6 ,"Suffolk County, NY",56.0,1491967,1486406,1483358,1480830,1476601,87634,92310,94108,100075,105241
3,*,New York,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,47.4 ,47.4 ,"Suffolk County, NY",56.0,1491967,1486406,1483358,1480830,1476601,87634,92310,94108,100075,105241
47,stable,New York,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,83.4 ,83.4 ,"Suffolk County, NY",56.0,1491967,1486406,1483358,1480830,1476601,87634,92310,94108,100075,105241
149,falling,New York,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,90.8 ,90.8 ,"Suffolk County, NY",56.0,1491967,1486406,1483358,1480830,1476601,87634,92310,94108,100075,105241
510,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.0 ,144.0 ,"Dutchess County, NY",34.33333333,294039,293029,293545,293939,294218,71348,73680,76955,79604,84564
19,stable,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,101.2 ,101.2 ,"Dutchess County, NY",34.33333333,294039,293029,293545,293939,294218,71348,73680,76955,79604,84564
488,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,145.6 ,145.6 ,"Dutchess County, NY",34.33333333,294039,293029,293545,293939,294218,71348,73680,76955,79604,84564
46,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,148.9 ,148.9 ,"Dutchess County, NY",34.33333333,294039,293029,293545,293939,294218,71348,73680,76955,79604,84564
6,*,New York,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,48.6 ,48.6 ,"Dutchess County, NY",34.33333333,294039,293029,293545,293939,294218,71348,73680,76955,79604,84564
20,stable,New York,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,95.7 ,95.7 ,"Dutchess County, NY",34.33333333,294039,293029,293545,293939,294218,71348,73680,76955,79604,84564
1914,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,133.3 ,133.3 ,"Kings County, NY",54.6,2608794,2608423,2594676,2578074,2559903,51026,54793,56548,60862,66501
419,falling,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,138.0 ,138.0 ,"Kings County, NY",54.6,2608794,2608423,2594676,2578074,2559903,51026,54793,56548,60862,66501
1463,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,128.7 ,128.7 ,"Kings County, NY",54.6,2608794,2608423,2594676,2578074,2559903,51026,54793,56548,60862,66501
1381,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,135.9 ,135.9 ,"Kings County, NY",54.6,2608794,2608423,2594676,2578074,2559903,51026,54793,56548,60862,66501
334,stable,New York,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,106.7 ,106.7 ,"Kings County, NY",54.6,2608794,2608423,2594676,2578074,2559903,51026,54793,56548,60862,66501
471,falling,New York,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,113.5 ,113.5 ,"Kings County, NY",54.6,2608794,2608423,2594676,2578074,2559903,51026,54793,56548,60862,66501
2072,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,132.4 ,132.4 ,"Nassau County, NY",0.0,1354840,1355952,1357293,1357534,1356924,101568,105486,107465,115301,117767
126,falling,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,88.7 ,88.7 ,"Nassau County, NY",0.0,1354840,1355952,1357293,1357534,1356924,101568,105486,107465,115301,117767
1933,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,135.7 ,135.7 ,"Nassau County, NY",0.0,1354840,1355952,1357293,1357534,1356924,101568,105486,107465,115301,117767
227,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,122.9 ,122.9 ,"Nassau County, NY",0.0,1354840,1355952,1357293,1357534,1356924,101568,105486,107465,115301,117767
104,stable,New York,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,77.6 ,77.6 ,"Nassau County, NY",0.0,1354840,1355952,1357293,1357534,1356924,101568,105486,107465,115301,117767
130,falling,New York,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,81.7 ,81.7 ,"Nassau County, NY",0.0,1354840,1355952,1357293,1357534,1356924,101568,105486,107465,115301,117767
2015,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,132.0 ,132.0 ,"Queens County, NY",56.42857143,2305838,2306830,2295808,2274605,2253858,60241,61844,64046,68432,72975
464,falling,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,99.0 ,99.0 ,"Queens County, NY",56.42857143,2305838,2306830,2295808,2274605,2253858,60241,61844,64046,68432,72975
1510,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,143.2 ,143.2 ,"Queens County, NY",56.42857143,2305838,2306830,2295808,2274605,2253858,60241,61844,64046,68432,72975
736,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,131.2 ,131.2 ,"Queens County, NY",56.42857143,2305838,2306830,2295808,2274605,2253858,60241,61844,64046,68432,72975
617,falling,New York,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,91.3 ,91.3 ,"Queens County, NY",56.42857143,2305838,2306830,2295808,2274605,2253858,60241,61844,64046,68432,72975
485,falling,New York,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,88.7 ,88.7 ,"Queens County, NY",56.42857143,2305838,2306830,2295808,2274605,2253858,60241,61844,64046,68432,72975
415,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,129.8 ,129.8 ,"Rockland County, NY",53.0,322919,323258,324622,325522,325789,84249,84358,87873,88960,99831
25,falling,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,81.2 ,81.2 ,"Rockland County, NY",53.0,322919,323258,324622,325522,325789,84249,84358,87873,88960,99831
388,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,133.9 ,133.9 ,"Rockland County, NY",53.0,322919,323258,324622,325522,325789,84249,84358,87873,88960,99831
52,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,114.0 ,114.0 ,"Rockland County, NY",53.0,322919,323258,324622,325522,325789,84249,84358,87873,88960,99831
16,stable,New York,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,57.5 ,57.5 ,"Rockland County, NY",53.0,322919,323258,324622,325522,325789,84249,84358,87873,88960,99831
27,falling,New York,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,76.8 ,76.8 ,"Rockland County, NY",53.0,322919,323258,324622,325522,325789,84249,84358,87873,88960,99831
1351,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,127.1 ,127.1 ,"Westchester County, NY",35.66666667,968773,970267,969689,968213,967506,85688,89380,90483,94521,101741
138,falling,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,101.2 ,101.2 ,"Westchester County, NY",35.66666667,968773,970267,969689,968213,967506,85688,89380,90483,94521,101741
1199,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,128.5 ,128.5 ,"Westchester County, NY",35.66666667,968773,970267,969689,968213,967506,85688,89380,90483,94521,101741
233,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,133.0 ,133.0 ,"Westchester County, NY",35.66666667,968773,970267,969689,968213,967506,85688,89380,90483,94521,101741
46,stable,New York,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,69.0 ,69.0 ,"Westchester County, NY",35.66666667,968773,970267,969689,968213,967506,85688,89380,90483,94521,101741
145,falling,New York,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,90.6 ,90.6 ,"Westchester County, NY",35.66666667,968773,970267,969689,968213,967506,85688,89380,90483,94521,101741
1686,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,120.5 ,120.5 ,"New York County, NY",55.5,1636063,1635443,1630698,1629055,1628706,75136,77214,84133,84610,93007
469,falling,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,139.4 ,139.4 ,"New York County, NY",55.5,1636063,1635443,1630698,1629055,1628706,75136,77214,84133,84610,93007
1154,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,107.9 ,107.9 ,"New York County, NY",55.5,1636063,1635443,1630698,1629055,1628706,75136,77214,84133,84610,93007
544,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,143.3 ,143.3 ,"New York County, NY",55.5,1636063,1635443,1630698,1629055,1628706,75136,77214,84133,84610,93007
219,falling,New York,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,93.4 ,93.4 ,"New York County, NY",55.5,1636063,1635443,1630698,1629055,1628706,75136,77214,84133,84610,93007
