Average Annual Count,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",County_State
227,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,178.4,"Kalamazoo County, MI"
217,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.8,"Kalamazoo County, MI"
13,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,178.1,"Ontonagon County, MI"
11,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.6,"Ontonagon County, MI"
23,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,175.7,"Gogebic County, MI"
20,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.2,"Gogebic County, MI"
185,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,167.4,"Livingston County, MI"
167,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.4,"Livingston County, MI"
33,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,167.3,"Charlevoix County, MI"
34,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.2,"Charlevoix County, MI"
1144,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,166.7,"Oakland County, MI"
1143,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,127.1,"Oakland County, MI"
237,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,165.3,"Ottawa County, MI"
199,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,113.3,"Ottawa County, MI"
86,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,165.3,"Midland County, MI"
81,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.3,"Midland County, MI"
73,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,165.2,"Clinton County, MI"
66,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.7,"Clinton County, MI"
24,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,163.9,"Benzie County, MI"
19,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,118.8,"Benzie County, MI"
18,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,161.1,"Missaukee County, MI"
14,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.2,"Missaukee County, MI"
265,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,160.7,"Washtenaw County, MI"
263,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.2,"Washtenaw County, MI"
90,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,155.7,"Grand Traverse County, MI"
93,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.1,"Grand Traverse County, MI"
30,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,143.7,"Leelanau County, MI"
24,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,107.8,"Leelanau County, MI"
3,Michigan,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,134.9,"Keweenaw County, MI"
40,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,335.4,"Sunflower County, MS"
32,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,211.7,"Sunflower County, MS"
46,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,317.8,"Bolivar County, MS"
41,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,183.8,"Bolivar County, MS"
12,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,297.0,"Jefferson County, MS"
7,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.9,"Jefferson County, MS"
14,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,296.2,"Tunica County, MS"
9,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,172.6,"Tunica County, MS"
125,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,293.7,"Madison County, MS"
125,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,208.8,"Madison County, MS"
25,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,293.6,"Holmes County, MS"
22,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,193.7,"Holmes County, MS"
12,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,292.9,"Quitman County, MS"
9,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.3,"Quitman County, MS"
37,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,292.4,"Yazoo County, MS"
30,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,184.7,"Yazoo County, MS"
34,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,289.4,"Tippah County, MS"
19,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.2,"Tippah County, MS"
23,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,285.7,"Yalobusha County, MS"
17,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.2,"Yalobusha County, MS"
39,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,275.7,"Scott County, MS"
24,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.3,"Scott County, MS"
20,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,275.6,"Lawrence County, MS"
14,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.2,"Lawrence County, MS"
56,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,274.4,"Marshall County, MS"
41,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.1,"Marshall County, MS"
15,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,272.4,"Noxubee County, MS"
10,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.7,"Noxubee County, MS"
12,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,272.3,"Claiborne County, MS"
12,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,192.0,"Claiborne County, MS"
20,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,271.7,"Tallahatchie County, MS"
14,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,160.7,"Tallahatchie County, MS"
35,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,270.6,"Leflore County, MS"
35,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,184.7,"Leflore County, MS"
25,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,268.7,"Chickasaw County, MS"
19,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.4,"Chickasaw County, MS"
27,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,268.2,"Covington County, MS"
21,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.2,"Covington County, MS"
59,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,267.2,"Washington County, MS"
57,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,180.6,"Washington County, MS"
32,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,263.8,"Tishomingo County, MS"
25,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,160.1,"Tishomingo County, MS"
105,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,262.6,"Lee County, MS"
89,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,160.3,"Lee County, MS"
12,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,262.6,"Humphreys County, MS"
8,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.2,"Humphreys County, MS"
29,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,262.2,"Newton County, MS"
16,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,109.1,"Newton County, MS"
13,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,258.6,"Wilkinson County, MS"
11,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,175.6,"Wilkinson County, MS"
30,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,257.9,"Coahoma County, MS"
27,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,175.0,"Coahoma County, MS"
47,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,257.8,"Panola County, MS"
37,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.1,"Panola County, MS"
262,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,255.6,"Harrison County, MS"
200,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.3,"Harrison County, MS"
37,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,255.4,"Prentiss County, MS"
23,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.9,"Prentiss County, MS"
74,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,255.0,"Lowndes County, MS"
69,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,167.5,"Lowndes County, MS"
48,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,254.6,"Adams County, MS"
44,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,186.3,"Adams County, MS"
29,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,253.2,"Attala County, MS"
22,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.4,"Attala County, MS"
25,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.7,"Stone County, MS"
16,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,146.6,"Stone County, MS"
38,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.7,"Union County, MS"
27,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.4,"Union County, MS"
30,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.0,"Grenada County, MS"
27,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,172.8,"Grenada County, MS"
26,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,248.8,"Clarke County, MS"
16,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.5,"Clarke County, MS"
28,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,246.4,"George County, MS"
24,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,174.6,"George County, MS"
16,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,245.8,"Montgomery County, MS"
14,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.9,"Montgomery County, MS"
20,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,240.5,"Calhoun County, MS"
17,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.5,"Calhoun County, MS"
51,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,238.5,"Pike County, MS"
42,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.9,"Pike County, MS"
61,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,238.3,"Warren County, MS"
46,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.0,"Warren County, MS"
52,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,237.9,"Alcorn County, MS"
31,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,114.1,"Alcorn County, MS"
45,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,237.2,"Lincoln County, MS"
38,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.1,"Lincoln County, MS"
80,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,235.1,"Pearl River County, MS"
65,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,169.7,"Pearl River County, MS"
14,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,235.1,"Webster County, MS"
9,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.3,"Webster County, MS"
50,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,231.2,"Monroe County, MS"
43,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.9,"Monroe County, MS"
37,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,229.6,"Copiah County, MS"
34,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,165.8,"Copiah County, MS"
175,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,228.6,"DeSoto County, MS"
158,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.3,"DeSoto County, MS"
35,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,228.3,"Neshoba County, MS"
29,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.0,"Neshoba County, MS"
35,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,226.7,"Tate County, MS"
29,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.9,"Tate County, MS"
6,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,224.9,"Sharkey County, MS"
8,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,242.9,"Sharkey County, MS"
25,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,224.2,"Clay County, MS"
21,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.9,"Clay County, MS"
74,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,222.8,"Forrest County, MS"
75,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,166.3,"Forrest County, MS"
15,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,221.9,"Kemper County, MS"
8,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,103.7,"Kemper County, MS"
36,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,221.2,"Pontotoc County, MS"
27,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.0,"Pontotoc County, MS"
170,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,220.7,"Jackson County, MS"
138,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.5,"Jackson County, MS"
25,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.9,"Wayne County, MS"
19,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.4,"Wayne County, MS"
238,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.4,"Hinds County, MS"
200,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.8,"Hinds County, MS"
25,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.1,"Jasper County, MS"
14,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,113.4,"Jasper County, MS"
16,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,217.2,"Perry County, MS"
14,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.0,"Perry County, MS"
32,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.7,"Marion County, MS"
26,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.6,"Marion County, MS"
25,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.4,"Leake County, MS"
23,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.0,"Leake County, MS"
16,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.1,"Jefferson Davis County, MS"
17,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,177.6,"Jefferson Davis County, MS"
39,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.0,"Oktibbeha County, MS"
30,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.0,"Oktibbeha County, MS"
65,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.5,"Hancock County, MS"
45,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.7,"Hancock County, MS"
42,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.4,"Lafayette County, MS"
34,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,118.6,"Lafayette County, MS"
78,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.4,"Jones County, MS"
61,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.7,"Jones County, MS"
28,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,207.7,"Itawamba County, MS"
23,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.0,"Itawamba County, MS"
18,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,197.4,"Walthall County, MS"
19,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.5,"Walthall County, MS"
80,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.3,"Lauderdale County, MS"
65,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,120.6,"Lauderdale County, MS"
14,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.6,"Greene County, MS"
13,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,170.3,"Greene County, MS"
21,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.8,"Winston County, MS"
21,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.3,"Winston County, MS"
9,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.2,"Franklin County, MS"
12,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,191.5,"Franklin County, MS"
29,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.9,"Simpson County, MS"
25,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.9,"Simpson County, MS"
11,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.1,"Choctaw County, MS"
10,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.6,"Choctaw County, MS"
19,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,182.0,"Smith County, MS"
14,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,117.6,"Smith County, MS"
18,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,180.4,"Amite County, MS"
15,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.9,"Amite County, MS"
15,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,179.9,"Carroll County, MS"
11,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.0,"Carroll County, MS"
133,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,175.2,"Rankin County, MS"
108,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,110.0,"Rankin County, MS"
9,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,166.2,"Benton County, MS"
8,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.4,"Benton County, MS"
45,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,157.5,"Lamar County, MS"
42,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.6,"Lamar County, MS"
53,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,306.9,"Dunklin County, MO"
37,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.2,"Dunklin County, MO"
27,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,305.1,"Pemiscot County, MO"
22,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,185.6,"Pemiscot County, MO"
10,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,273.1,"Carter County, MO"
7,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,162.8,"Carter County, MO"
37,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,264.9,"Ray County, MO"
23,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.1,"Ray County, MO"
35,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,264.3,"Audrain County, MO"
31,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.0,"Audrain County, MO"
67,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,260.5,"Howell County, MO"
45,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.0,"Howell County, MO"
20,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,254.2,"Mississippi County, MO"
16,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,162.4,"Mississippi County, MO"
40,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,251.7,"Crawford County, MO"
30,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,162.8,"Crawford County, MO"
95,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.6,"St. Francois County, MO"
84,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,194.4,"St. Francois County, MO"
35,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.5,"Randolph County, MO"
33,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,194.3,"Randolph County, MO"
20,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.4,"Madison County, MO"
18,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,195.3,"Madison County, MO"
24,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,244.4,"Ripley County, MO"
19,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.1,"Ripley County, MO"
28,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,244.3,"Dallas County, MO"
18,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.0,"Dallas County, MO"
4,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,242.8,"Worth County, MO"
4,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,192.9,"Worth County, MO"
18,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,240.6,"Iron County, MO"
13,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.2,"Iron County, MO"
48,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,238.9,"Benton County, MO"
34,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,177.6,"Benton County, MO"
65,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,238.7,"Butler County, MO"
58,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,175.1,"Butler County, MO"
6,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,237.6,"Mercer County, MO"
4,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.1,"Mercer County, MO"
38,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,236.6,"Morgan County, MO"
24,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.1,"Morgan County, MO"
26,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,235.1,"New Madrid County, MO"
25,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,185.6,"New Madrid County, MO"
30,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,234.1,"McDonald County, MO"
24,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,172.1,"McDonald County, MO"
25,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,233.2,"Wayne County, MO"
17,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.2,"Wayne County, MO"
38,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,232.9,"Marion County, MO"
31,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.1,"Marion County, MO"
45,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,232.9,"Stoddard County, MO"
42,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,183.9,"Stoddard County, MO"
19,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,232.3,"DeKalb County, MO"
10,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.3,"DeKalb County, MO"
24,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,231.3,"Bates County, MO"
20,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.0,"Bates County, MO"
14,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.5,"Dade County, MO"
9,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.7,"Dade County, MO"
49,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.0,"Laclede County, MO"
42,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,164.5,"Laclede County, MO"
14,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,228.3,"Chariton County, MO"
10,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.5,"Chariton County, MO"
14,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,227.3,"Harrison County, MO"
9,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.3,"Harrison County, MO"
21,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,225.7,"Livingston County, MO"
21,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,164.2,"Livingston County, MO"
24,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,224.6,"Macon County, MO"
21,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.1,"Macon County, MO"
56,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,224.1,"Callaway County, MO"
42,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.2,"Callaway County, MO"
35,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,224.0,"Washington County, MO"
25,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.7,"Washington County, MO"
139,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,223.8,"Jasper County, MO"
120,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.2,"Jasper County, MO"
14,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,223.6,"Shannon County, MO"
9,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.7,"Shannon County, MO"
35,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,222.5,"Henry County, MO"
27,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.3,"Henry County, MO"
19,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,222.4,"Linn County, MO"
16,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.8,"Linn County, MO"
19,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,221.9,"Bollinger County, MO"
12,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,127.9,"Bollinger County, MO"
