Average Annual Count,Recent Trend,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",Recent 5-Year Trend in Incidence Rates,County_State
60,rising,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,198.4 ,0.9 ,"San Miguel County, NM"
75,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,366.5 ",-1.1 ,"San Miguel County, NM"
403,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,95.9 ,0.2 ,"Bernalillo County, NM"
2672,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,152.7 ",-0.9 ,"Bernalillo County, NM"
1389,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,202.3 ,-1.1 ,"Bernalillo County, NM"
1686,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,671.3 ",-1.3 ,"Bernalillo County, NM"
81,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,94.7 ,-0.1 ,"Sandoval County, NM"
632,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,233.6 ",-0.7 ,"Sandoval County, NM"
312,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,208.3 ,-0.1 ,"Sandoval County, NM"
401,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,799.8 ",-1.2 ,"Sandoval County, NM"
31,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,92.3 ,0.6 ,"Eddy County, NM"
211,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,115.3 ",-0.9 ,"Eddy County, NM"
118,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,207.0 ,0.2 ,"Eddy County, NM"
124,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,535.9 ",-2.4 ,"Eddy County, NM"
40,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,92.3 ,0.9 ,"Lea County, NM"
187,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,039.8 ",-2.4 ,"Lea County, NM"
112,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,181.6 ,0.2 ,"Lea County, NM"
115,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,546.8 ",-2.8 ,"Lea County, NM"
15,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,90.5 ,0.4 ,"Cibola County, NM"
99,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,067.9 ",-0.3 ,"Cibola County, NM"
56,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,207.2 ,0.5 ,"Cibola County, NM"
57,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,421.0 ",-0.7 ,"Cibola County, NM"
25,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,86.2 ,2.4 ,"Curry County, NM"
148,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,077.4 ",-0.7 ,"Curry County, NM"
78,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,182.3 ,0.0 ,"Curry County, NM"
95,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,589.4 ",-0.9 ,"Curry County, NM"
11,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,86.1 ,1.1 ,"Luna County, NM"
127,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,273.6 ",0.1 ,"Luna County, NM"
43,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,199.0 ,1.1 ,"Luna County, NM"
94,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,902.1 ",-0.3 ,"Luna County, NM"
64,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,85.1 ,0.6 ,"San Juan County, NM"
392,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,982.1 ,-0.9 ,"San Juan County, NM"
214,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,171.4 ,-0.1 ,"San Juan County, NM"
243,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,450.3 ",-1.0 ,"San Juan County, NM"
69,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,82.4 ,7.9 ,"Santa Fe County, NM"
670,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,976.6 ,-3.0 ,"Santa Fe County, NM"
290,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,173.2 ,6.4 ,"Santa Fe County, NM"
448,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,410.0 ",-3.4 ,"Santa Fe County, NM"
34,rising,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,80.0 ,1.2 ,"McKinley County, NM"
183,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,912.1 ,-0.4 ,"McKinley County, NM"
115,rising,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,173.5 ,0.7 ,"McKinley County, NM"
102,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,253.1 ",-2.9 ,"McKinley County, NM"
3,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,77.0 ,0.8 ,"Quay County, NM"
53,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,271.3 ",-1.6 ,"Quay County, NM"
19,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,200.3 ,0.7 ,"Quay County, NM"
38,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,836.2 ",-2.4 ,"Quay County, NM"
17,rising,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,76.9 ,1.1 ,"Rio Arriba County, NM"
140,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,895.2 ,-1.0 ,"Rio Arriba County, NM"
70,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,166.0 ,0.2 ,"Rio Arriba County, NM"
88,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,250.2 ",-1.4 ,"Rio Arriba County, NM"
10,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,76.4 ,1.1 ,"Grant County, NM"
134,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,937.6 ,-1.3 ,"Grant County, NM"
53,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,174.7 ,0.2 ,"Grant County, NM"
92,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,279.8 ",-1.8 ,"Grant County, NM"
28,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,76.4 ,-2.4 ,"Chaves County, NM"
232,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,059.8 ",-2.9 ,"Chaves County, NM"
111,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,178.2 ,-1.5 ,"Chaves County, NM"
149,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,522.6 ",-1.4 ,"Chaves County, NM"
6,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,66.8 ,-0.2 ,"Lincoln County, NM"
109,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,003.2 ",-2.0 ,"Lincoln County, NM"
37,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,157.3 ,-13.0 ,"Lincoln County, NM"
78,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,488.7 ",-2.2 ,"Lincoln County, NM"
4,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,65.7 ,0.0 ,"Colfax County, NM"
61,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,980.7 ,-7.4 ,"Colfax County, NM"
22,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,160.6 ,0.2 ,"Colfax County, NM"
43,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,410.0 ",-1.1 ,"Colfax County, NM"
15,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,593.3 ",1.0 ,"De Baca County, NM"
5,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,259.3 ,2.4 ,"De Baca County, NM"
10,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,999.3 ",0.2 ,"De Baca County, NM"
96,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,319.1 ",-0.3 ,"Sierra County, NM"
27,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,202.8 ,-0.6 ,"Sierra County, NM"
71,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,824.1 ",-0.3 ,"Sierra County, NM"
6,rising,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,306.8 ",2.3 ,"Harding County, NM"
4,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,598.8 ",1.4 ,"Harding County, NM"
22,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,229.7 ",-0.6 ,"Guadalupe County, NM"
12,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,244.7 ,-0.3 ,"Guadalupe County, NM"
12,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,508.8 ",-1.0 ,"Guadalupe County, NM"
18,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,030.4 ",-0.5 ,"Union County, NM"
8,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,196.4 ,0.0 ,"Union County, NM"
11,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,327.7 ",-6.4 ,"Union County, NM"
18,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,959.6 ,0.5 ,"Hidalgo County, NM"
7,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,142.8 ,0.0 ,"Hidalgo County, NM"
13,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,526.5 ",0.9 ,"Hidalgo County, NM"
20,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,800.1 ,-7.4 ,"Catron County, NM"
6,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,106.0 ,-2.1 ,"Catron County, NM"
15,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,189.0 ",-8.5 ,"Catron County, NM"
18,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,772.2 ,-1.0 ,"Mora County, NM"
9,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,209.4 ,1.1 ,"Mora County, NM"
12,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,026.5 ",-1.8 ,"Mora County, NM"
31,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,150.6 ,3.0 ,"Seneca County, NY"
211,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,512.3 ",-0.7 ,"Seneca County, NY"
101,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,276.4 ,1.2 ,"Seneca County, NY"
141,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,258.4 ",-1.0 ,"Seneca County, NY"
39,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,142.1 ,1.7 ,"Chenango County, NY"
325,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,563.2 ",0.3 ,"Chenango County, NY"
148,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,275.4 ,1.2 ,"Chenango County, NY"
217,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,327.7 ",0.0 ,"Chenango County, NY"
40,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,141.8 ,2.4 ,"Tioga County, NY"
305,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,453.0 ",-0.7 ,"Tioga County, NY"
150,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,274.2 ,1.0 ,"Tioga County, NY"
194,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,093.4 ",-1.1 ,"Tioga County, NY"
71,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,140.8 ,1.9 ,"Chemung County, NY"
538,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,576.0 ",2.2 ,"Chemung County, NY"
265,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,286.4 ,0.6 ,"Chemung County, NY"
344,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,272.4 ",3.2 ,"Chemung County, NY"
15,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,140.3 ,2.6 ,"Schuyler County, NY"
125,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,576.7 ",-0.5 ,"Schuyler County, NY"
58,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,275.8 ,0.7 ,"Schuyler County, NY"
81,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,344.7 ",-0.6 ,"Schuyler County, NY"
42,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,138.0 ,1.5 ,"Otsego County, NY"
361,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,403.1 ",-0.4 ,"Otsego County, NY"
159,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,260.1 ,0.9 ,"Otsego County, NY"
244,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,059.8 ",-0.9 ,"Otsego County, NY"
414,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,137.4 ,1.3 ,"Richmond County, NY"
2585,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,544.5 ",-0.2 ,"Richmond County, NY"
1369,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,273.0 ,0.3 ,"Richmond County, NY"
1630,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,276.7 ",-0.1 ,"Richmond County, NY"
167,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,135.1 ,1.3 ,"Niagara County, NY"
1419,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,638.2 ",-0.2 ,"Niagara County, NY"
681,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,282.9 ,1.7 ,"Niagara County, NY"
904,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,400.2 ",-0.2 ,"Niagara County, NY"
50,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,134.1 ,1.8 ,"Warren County, NY"
469,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,605.3 ",-0.2 ,"Warren County, NY"
199,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,269.4 ,0.6 ,"Warren County, NY"
319,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,415.3 ",-0.3 ,"Warren County, NY"
96,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,133.8 ,2.2 ,"Chautauqua County, NY"
846,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,567.9 ",-0.4 ,"Chautauqua County, NY"
405,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,286.8 ,1.3 ,"Chautauqua County, NY"
536,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,212.0 ",-2.8 ,"Chautauqua County, NY"
34,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,131.8 ,2.3 ,"Orleans County, NY"
259,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,623.3 ",0.2 ,"Orleans County, NY"
125,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,267.2 ,0.8 ,"Orleans County, NY"
168,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,457.2 ",0.3 ,"Orleans County, NY"
30,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,130.8 ,0.5 ,"Delaware County, NY"
304,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,372.4 ",-0.8 ,"Delaware County, NY"
122,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,248.8 ,-0.3 ,"Delaware County, NY"
212,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,030.5 ",-0.8 ,"Delaware County, NY"
175,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,128.2 ,0.7 ,"Oneida County, NY"
1391,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,528.7 ",-0.5 ,"Oneida County, NY"
657,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,269.1 ,0.1 ,"Oneida County, NY"
908,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,216.7 ",-0.7 ,"Oneida County, NY"
60,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,127.9 ,1.0 ,"Cayuga County, NY"
489,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,556.2 ",0.8 ,"Cayuga County, NY"
239,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,271.0 ,0.2 ,"Cayuga County, NY"
310,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,261.7 ",-0.1 ,"Cayuga County, NY"
79,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,126.4 ,0.1 ,"Putnam County, NY"
564,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,480.6 ",-1.2 ,"Putnam County, NY"
306,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,260.6 ,-0.3 ,"Putnam County, NY"
337,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,159.9 ",-1.4 ,"Putnam County, NY"
133,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,126.4 ,2.1 ,"Broome County, NY"
1154,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,488.4 ",2.4 ,"Broome County, NY"
540,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,268.7 ,0.8 ,"Broome County, NY"
748,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,121.4 ",0.9 ,"Broome County, NY"
89,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,126.3 ,1.6 ,"Oswego County, NY"
698,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,630.0 ",-0.6 ,"Oswego County, NY"
362,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,274.9 ,0.4 ,"Oswego County, NY"
425,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,387.0 ",-0.8 ,"Oswego County, NY"
295,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,125.8 ,1.0 ,"Orange County, NY"
1742,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,466.3 ",-0.9 ,"Orange County, NY"
965,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,253.4 ,-0.2 ,"Orange County, NY"
1072,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,174.7 ",-0.9 ,"Orange County, NY"
41,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,125.3 ,-0.6 ,"Fulton County, NY"
361,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,632.6 ",-0.2 ,"Fulton County, NY"
159,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,265.0 ,0.0 ,"Fulton County, NY"
243,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,455.2 ",0.0 ,"Fulton County, NY"
1041,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,125.2 ,0.8 ,"Nassau County, NY"
7850,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,502.5 ",-1.0 ,"Nassau County, NY"
3754,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,255.6 ,0.0 ,"Nassau County, NY"
5137,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,235.3 ",-1.1 ,"Nassau County, NY"
34,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,124.9 ,0.9 ,"Greene County, NY"
326,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,522.1 ",-0.8 ,"Greene County, NY"
145,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,265.9 ,0.1 ,"Greene County, NY"
215,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,205.7 ",-1.0 ,"Greene County, NY"
1163,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,124.3 ,0.9 ,"Suffolk County, NY"
8691,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,594.0 ",-0.6 ,"Suffolk County, NY"
4195,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,257.7 ,-0.1 ,"Suffolk County, NY"
5659,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,416.2 ",-0.5 ,"Suffolk County, NY"
16,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,124.3 ,0.5 ,"Yates County, NY"
154,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,466.6 ",-0.5 ,"Yates County, NY"
69,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,260.9 ,0.4 ,"Yates County, NY"
101,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,114.7 ",-0.9 ,"Yates County, NY"
675,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,124.3 ,0.1 ,"Erie County, NY"
5783,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,634.0 ",-0.7 ,"Erie County, NY"
2707,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,271.8 ,-0.3 ,"Erie County, NY"
3752,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,405.7 ",-0.8 ,"Erie County, NY"
84,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,122.3 ,1.5 ,"Jefferson County, NY"
569,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,726.7 ",0.1 ,"Jefferson County, NY"
286,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,279.7 ,0.7 ,"Jefferson County, NY"
367,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,542.6 ",0.0 ,"Jefferson County, NY"
178,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,122.2 ,1.0 ,"Saratoga County, NY"
1367,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,583.6 ",-0.4 ,"Saratoga County, NY"
649,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,255.9 ,0.1 ,"Saratoga County, NY"
896,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,393.5 ",-0.4 ,"Saratoga County, NY"
228,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,121.3 ,0.6 ,"Rockland County, NY"
1557,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,414.6 ",-1.8 ,"Rockland County, NY"
755,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,243.9 ,-0.5 ,"Rockland County, NY"
1030,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,102.0 ",-1.1 ,"Rockland County, NY"
32,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,121.3 ,2.4 ,"Wyoming County, NY"
253,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,655.1 ",-0.4 ,"Wyoming County, NY"
124,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,266.4 ,0.7 ,"Wyoming County, NY"
161,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,472.0 ",-0.5 ,"Wyoming County, NY"
215,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,119.5 ,1.1 ,"Albany County, NY"
1743,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,577.2 ",0.0 ,"Albany County, NY"
845,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,266.4 ,0.5 ,"Albany County, NY"
1112,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,291.6 ",-0.1 ,"Albany County, NY"
64,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,119.5 ,1.4 ,"Wayne County, NY"
571,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,562.6 ",-0.2 ,"Wayne County, NY"
281,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,266.6 ,1.0 ,"Wayne County, NY"
354,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,258.4 ",-0.7 ,"Wayne County, NY"
40,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,119.0 ,0.9 ,"Columbia County, NY"
427,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,482.5 ",-0.4 ,"Columbia County, NY"
181,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,253.7 ,0.5 ,"Columbia County, NY"
286,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,169.2 ",-0.7 ,"Columbia County, NY"
42,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,118.6 ,1.4 ,"Herkimer County, NY"
414,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,567.7 ",-0.4 ,"Herkimer County, NY"
