Average Annual Count,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",County_State
46,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,444.9 ,"Seward County, NE"
47,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,423.6 ,"Seward County, NE"
28,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,444.8 ,"Cheyenne County, NE"
28,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,429.7 ,"Cheyenne County, NE"
22,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,443.7 ,"Pierce County, NE"
18,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,411.6 ,"Pierce County, NE"
5,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,442.6 ,"Rock County, NE"
5,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,344.3 ,"Rock County, NE"
34,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,441.8 ,"Holt County, NE"
31,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.1 ,"Holt County, NE"
33,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,436.9 ,"Red Willow County, NE"
34,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,421.3 ,"Red Willow County, NE"
26,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,434.3 ,"Phelps County, NE"
34,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,507.5 ,"Phelps County, NE"
23,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,427.0 ,"Wayne County, NE"
20,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,403.9 ,"Wayne County, NE"
13,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,415.9 ,"Harlan County, NE"
11,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,376.9 ,"Harlan County, NE"
41,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,405.7 ,"Dakota County, NE"
46,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,421.1 ,"Dakota County, NE"
22,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,400.8 ,"Colfax County, NE"
22,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,410.8 ,"Colfax County, NE"
8,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,383.0 ,"Frontier County, NE"
6,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,342.5 ,"Frontier County, NE"
16,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,377.4 ,"Cherry County, NE"
17,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,392.8 ,"Cherry County, NE"
10,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,364.9 ,"Kimball County, NE"
12,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.7 ,"Kimball County, NE"
8,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,307.0 ,"Brown County, NE"
9,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,352.1 ,"Brown County, NE"
11,Nebraska,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,278.6 ,"Stanton County, NE"
10,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,266.7 ,"Stanton County, NE"
364,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,546.0 ,"Strafford County, NH"
366,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,480.2 ,"Strafford County, NH"
245,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,541.7 ,"Belknap County, NH"
233,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,502.0 ,"Belknap County, NH"
1011,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,526.6 ,"Rockingham County, NH"
981,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,473.9 ,"Rockingham County, NH"
467,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,510.8 ,"Merrimack County, NH"
478,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,472.2 ,"Merrimack County, NH"
154,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,508.5 ,"Sullivan County, NH"
152,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,475.1 ,"Sullivan County, NH"
130,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,507.9 ,"Coos County, NH"
117,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,478.4 ,"Coos County, NH"
214,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,500.8 ,"Carroll County, NH"
178,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,430.9 ,"Carroll County, NH"
241,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,496.8 ,"Cheshire County, NH"
245,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,455.3 ,"Cheshire County, NH"
1143,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,491.3 ,"Hillsborough County, NH"
1147,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,444.0 ,"Hillsborough County, NH"
292,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.3 ,"Grafton County, NH"
275,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,424.1 ,"Grafton County, NH"
476,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,633.6 ,"Cape May County, NJ"
424,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,523.7 ,"Cape May County, NJ"
233,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,597.8 ,"Salem County, NJ"
221,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,507.8 ,"Salem County, NJ"
939,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,591.4 ,"Gloucester County, NJ"
950,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,510.1 ,"Gloucester County, NJ"
1577,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,583.0 ,"Camden County, NJ"
1601,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,492.3 ,"Camden County, NJ"
1513,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,581.9 ,"Burlington County, NJ"
1493,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,495.3 ,"Burlington County, NJ"
2119,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,572.6 ,"Monmouth County, NJ"
2120,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,493.5 ,"Monmouth County, NJ"
2293,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,572.1 ,"Ocean County, NJ"
2346,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,501.5 ,"Ocean County, NJ"
1091,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,565.4 ,"Mercer County, NJ"
1061,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,461.3 ,"Mercer County, NJ"
457,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,560.1 ,"Cumberland County, NJ"
430,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,466.3 ,"Cumberland County, NJ"
489,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,555.2 ,"Sussex County, NJ"
455,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,472.8 ,"Sussex County, NJ"
876,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,542.8 ,"Atlantic County, NJ"
853,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,459.8 ,"Atlantic County, NJ"
351,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,533.2 ,"Warren County, NJ"
365,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,487.0 ,"Warren County, NJ"
1523,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,523.9 ,"Morris County, NJ"
1545,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,464.6 ,"Morris County, NJ"
1923,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,512.3 ,"Essex County, NJ"
2068,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.6 ,"Essex County, NJ"
2771,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,509.9 ,"Bergen County, NJ"
2874,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.8 ,"Bergen County, NJ"
1282,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.8 ,"Passaic County, NJ"
1276,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,423.1 ,"Passaic County, NJ"
405,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,502.6 ,"Hunterdon County, NJ"
429,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,487.2 ,"Hunterdon County, NJ"
1391,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,496.7 ,"Union County, NJ"
1447,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,426.5 ,"Union County, NJ"
2135,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,495.7 ,"Middlesex County, NJ"
2193,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.2 ,"Middlesex County, NJ"
890,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,491.8 ,"Somerset County, NJ"
952,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,442.7 ,"Somerset County, NJ"
1266,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,440.6 ,"Hudson County, NJ"
1400,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,389.7 ,"Hudson County, NJ"
8,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,497.0 ,"De Baca County, NM"
7,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.3 ,"De Baca County, NM"
3,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,461.1 ,"Harding County, NM"
56,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,459.9 ,"Sierra County, NM"
42,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,355.2 ,"Sierra County, NM"
75,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,452.8 ,"Luna County, NM"
62,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,381.9 ,"Luna County, NM"
167,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,434.8 ,"Otero County, NM"
150,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,376.2 ,"Otero County, NM"
97,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,434.7 ,"Curry County, NM"
76,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,303.3 ,"Curry County, NM"
53,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,434.7 ,"Los Alamos County, NM"
48,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,406.7 ,"Los Alamos County, NM"
49,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,425.6 ,"Torrance County, NM"
55,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,552.2 ,"Torrance County, NM"
349,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,424.5 ,"Sandoval County, NM"
364,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,401.4 ,"Sandoval County, NM"
13,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,412.9 ,"Guadalupe County, NM"
11,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.5 ,"Guadalupe County, NM"
185,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,406.3 ,"Valencia County, NM"
190,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,400.1 ,"Valencia County, NM"
127,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,404.5 ,"Eddy County, NM"
115,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,356.5 ,"Eddy County, NM"
27,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,403.8 ,"Quay County, NM"
30,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.6 ,"Quay County, NM"
1455,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,397.9 ,"Bernalillo County, NM"
1620,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,386.5 ,"Bernalillo County, NM"
44,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,396.4 ,"Socorro County, NM"
42,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,385.8 ,"Socorro County, NM"
139,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,392.8 ,"Chaves County, NM"
122,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,313.6 ,"Chaves County, NM"
58,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,390.9 ,"Cibola County, NM"
55,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,338.0 ,"Cibola County, NM"
11,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,382.4 ,"Union County, NM"
9,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,309.9 ,"Union County, NM"
35,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,380.3 ,"Roosevelt County, NM"
34,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,334.5 ,"Roosevelt County, NM"
116,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,377.0 ,"Lea County, NM"
111,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,341.2 ,"Lea County, NM"
11,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,360.1 ,"Hidalgo County, NM"
9,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,290.6 ,"Hidalgo County, NM"
224,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,352.2 ,"San Juan County, NM"
232,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,321.4 ,"San Juan County, NM"
79,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,348.9 ,"Grant County, NM"
65,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,284.6 ,"Grant County, NM"
106,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,347.5 ,"McKinley County, NM"
111,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,287.3 ,"McKinley County, NM"
67,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,346.9 ,"San Miguel County, NM"
68,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,347.1 ,"San Miguel County, NM"
85,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,346.1 ,"Taos County, NM"
85,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,316.3 ,"Taos County, NM"
60,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,332.0 ,"Lincoln County, NM"
55,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,319.3 ,"Lincoln County, NM"
351,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,326.1 ,"Santa Fe County, NM"
387,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,337.0 ,"Santa Fe County, NM"
33,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,319.0 ,"Colfax County, NM"
32,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,325.5 ,"Colfax County, NM"
78,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,316.1 ,"Rio Arriba County, NM"
79,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,295.8 ,"Rio Arriba County, NM"
10,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,274.9 ,"Mora County, NM"
11,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,354.4 ,"Mora County, NM"
11,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,261.7 ,"Catron County, NM"
9,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,213.7 ,"Catron County, NM"
346,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,639.6 ,"Jefferson County, NY"
307,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,514.6 ,"Jefferson County, NY"
827,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,615.2 ,"Niagara County, NY"
759,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,506.1 ,"Niagara County, NY"
155,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,604.5 ,"Orleans County, NY"
138,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,498.6 ,"Orleans County, NY"
3226,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,597.3 ,"Erie County, NY"
3233,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,506.4 ,"Erie County, NY"
501,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,587.2 ,"Chautauqua County, NY"
440,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,486.4 ,"Chautauqua County, NY"
204,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,585.3 ,"Fulton County, NY"
198,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,514.0 ,"Fulton County, NY"
4975,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,583.7 ,"Suffolk County, NY"
4878,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,496.0 ,"Suffolk County, NY"
311,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,583.3 ,"Chemung County, NY"
298,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,507.9 ,"Chemung County, NY"
801,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,583.1 ,"Saratoga County, NY"
744,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,486.5 ,"Saratoga County, NY"
294,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,581.8 ,"Cayuga County, NY"
255,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,476.8 ,"Cayuga County, NY"
177,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,580.2 ,"Montgomery County, NY"
171,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,491.3 ,"Montgomery County, NY"
129,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,575.4 ,"Seneca County, NY"
113,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,495.7 ,"Seneca County, NY"
149,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,572.7 ,"Wyoming County, NY"
136,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,541.0 ,"Wyoming County, NY"
1521,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,571.7 ,"Onondaga County, NY"
1484,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,481.8 ,"Onondaga County, NY"
404,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,570.9 ,"Oswego County, NY"
383,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,520.7 ,"Oswego County, NY"
527,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,570.5 ,"Rensselaer County, NY"
513,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,489.5 ,"Rensselaer County, NY"
402,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,568.9 ,"Ontario County, NY"
375,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,473.7 ,"Ontario County, NY"
240,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,568.3 ,"Herkimer County, NY"
216,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,478.8 ,"Herkimer County, NY"
154,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,567.5 ,"Cortland County, NY"
148,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,504.1 ,"Cortland County, NY"
224,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,567.1 ,"Livingston County, NY"
185,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,442.1 ,"Livingston County, NY"
964,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,566.7 ,"Albany County, NY"
993,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,496.4 ,"Albany County, NY"
815,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,566.6 ,"Oneida County, NY"
750,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,480.6 ,"Oneida County, NY"
259,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,566.4 ,"Warren County, NY"
259,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,522.4 ,"Warren County, NY"
1463,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,565.0 ,"Richmond County, NY"
1536,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,501.8 ,"Richmond County, NY"
177,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,562.6 ,"Franklin County, NY"
136,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,442.2 ,"Franklin County, NY"
230,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,556.7 ,"Washington County, NY"
203,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,475.7 ,"Washington County, NY"
170,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,556.2 ,"Allegany County, NY"
141,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,463.5 ,"Allegany County, NY"
326,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,554.8 ,"Wayne County, NY"
309,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,490.0 ,"Wayne County, NY"
204,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,552.1 ,"Genesee County, NY"
196,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,483.1 ,"Genesee County, NY"
2320,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,551.7 ,"Monroe County, NY"
2350,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,475.1 ,"Monroe County, NY"
271,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,551.7 ,"Clinton County, NY"
252,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,493.8 ,"Clinton County, NY"
70,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,550.9 ,"Schuyler County, NY"
70,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,536.7 ,"Schuyler County, NY"
25,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,547.4 ,"Hamilton County, NY"
21,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,515.7 ,"Hamilton County, NY"
4386,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,546.2 ,"Nassau County, NY"
4504,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,481.2 ,"Nassau County, NY"
272,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,544.9 ,"Cattaraugus County, NY"
249,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,467.8 ,"Cattaraugus County, NY"
244,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,544.2 ,"Madison County, NY"
211,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.9 ,"Madison County, NY"
191,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,538.7 ,"Greene County, NY"
169,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,491.5 ,"Greene County, NY"
182,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,537.3 ,"Chenango County, NY"
183,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,540.7 ,"Chenango County, NY"
354,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,535.2 ,"St. Lawrence County, NY"
306,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,438.0 ,"St. Lawrence County, NY"
178,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,533.7 ,"Tioga County, NY"
166,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,482.0 ,"Tioga County, NY"
643,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,533.5 ,"Broome County, NY"
644,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,484.8 ,"Broome County, NY"
341,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,529.5 ,"Steuben County, NY"
301,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.6 ,"Steuben County, NY"
1007,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,528.3 ,"Orange County, NY"
1030,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,479.9 ,"Orange County, NY"
92,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,527.1 ,"Lewis County, NY"
84,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,479.7 ,"Lewis County, NY"
896,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,524.7 ,"Rockland County, NY"
889,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.5 ,"Rockland County, NY"
466,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,521.0 ,"Schenectady County, NY"
506,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,484.8 ,"Schenectady County, NY"
88,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,520.6 ,"Yates County, NY"
81,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,480.3 ,"Yates County, NY"
2831,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.7 ,"Westchester County, NY"
2950,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.0 ,"Westchester County, NY"
241,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.0 ,"Columbia County, NY"
226,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,481.2 ,"Columbia County, NY"
203,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,513.6 ,"Otsego County, NY"
200,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,474.1 ,"Otsego County, NY"
315,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,513.0 ,"Putnam County, NY"
329,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,500.5 ,"Putnam County, NY"
3100,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.2 ,"Bronx County, NY"
