average_annual_count,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019
5,New Hampshire,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,314.5 ,"Merrimack County, NH",48.0,148649,149063,149830,150650,151391
5,New Hampshire,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,254.5 ,"Merrimack County, NH",48.0,148649,149063,149830,150650,151391
301,New Hampshire,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,482.2 ,"Sullivan County, NH",17.0,43148,43084,43027,43114,43146
299,New Hampshire,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,482.3 ,"Sullivan County, NH",17.0,43148,43084,43027,43114,43146
240,New Hampshire,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,476.0 ,"Coos County, NH",0.0,32343,31916,31396,31486,31563
240,New Hampshire,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,479.1 ,"Coos County, NH",0.0,32343,31916,31396,31486,31563
478,New Hampshire,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,470.6 ,"Cheshire County, NH",0.0,76288,75975,75963,75901,76085
477,New Hampshire,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,472.8 ,"Cheshire County, NH",0.0,76288,75975,75963,75901,76085
4,New Hampshire,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,478.3 ,"Cheshire County, NH",0.0,76288,75975,75963,75901,76085
2194,New Hampshire,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,464.4 ,"Hillsborough County, NH",56.5,408985,411333,413204,414630,417025
49,New Hampshire,All Cancer Sites,  White Hispanic,All Sexes,All Ages,357.2 ,"Hillsborough County, NH",56.5,408985,411333,413204,414630,417025
2145,New Hampshire,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,467.2 ,"Hillsborough County, NH",56.5,408985,411333,413204,414630,417025
25,New Hampshire,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,331.9 ,"Hillsborough County, NH",56.5,408985,411333,413204,414630,417025
29,New Hampshire,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,203.1 ,"Hillsborough County, NH",56.5,408985,411333,413204,414630,417025
60,New Hampshire,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,388.9 ,"Hillsborough County, NH",56.5,408985,411333,413204,414630,417025
385,New Hampshire,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,462.7 ,"Carroll County, NH",48.0,47399,47497,48132,48754,48910
384,New Hampshire,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,465.5 ,"Carroll County, NH",48.0,47399,47497,48132,48754,48910
552,New Hampshire,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,447.2 ,"Grafton County, NH",20.4,89439,90004,89853,89701,89886
549,New Hampshire,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,449.1 ,"Grafton County, NH",20.4,89439,90004,89853,89701,89886
5,New Hampshire,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,276.8 ,"Grafton County, NH",20.4,89439,90004,89853,89701,89886
852,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,566.1 ,"Cape May County, NJ",57.0,94160,93655,93129,92446,92039
19,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,622.2 ,"Cape May County, NJ",57.0,94160,93655,93129,92446,92039
833,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,565.1 ,"Cape May County, NJ",57.0,94160,93655,93129,92446,92039
30,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,559.6 ,"Cape May County, NJ",57.0,94160,93655,93129,92446,92039
3,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,242.8 ,"Cape May County, NJ",57.0,94160,93655,93129,92446,92039
20,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,572.8 ,"Cape May County, NJ",57.0,94160,93655,93129,92446,92039
1656,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,542.2 ,"Gloucester County, NJ",59.0,290943,290761,290961,291525,291636
34,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,394.6 ,"Gloucester County, NJ",59.0,290943,290761,290961,291525,291636
1623,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,547.0 ,"Gloucester County, NJ",59.0,290943,290761,290961,291525,291636
166,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,503.4 ,"Gloucester County, NJ",59.0,290943,290761,290961,291525,291636
34,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,356.8 ,"Gloucester County, NJ",59.0,290943,290761,290961,291525,291636
40,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,398.6 ,"Gloucester County, NJ",59.0,290943,290761,290961,291525,291636
2447,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,540.9 ,"Burlington County, NJ",0.0,446832,445972,445610,444745,445349
91,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,505.3 ,"Burlington County, NJ",0.0,446832,445972,445610,444745,445349
2356,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,543.3 ,"Burlington County, NJ",0.0,446832,445972,445610,444745,445349
431,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,490.0 ,"Burlington County, NJ",0.0,446832,445972,445610,444745,445349
72,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,303.2 ,"Burlington County, NJ",0.0,446832,445972,445610,444745,445349
105,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,469.8 ,"Burlington County, NJ",0.0,446832,445972,445610,444745,445349
2446,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,532.0 ,"Camden County, NJ",48.0,507638,507002,506224,506353,506471
201,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,478.0 ,"Camden County, NJ",48.0,507638,507002,506224,506353,506471
2244,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,539.4 ,"Camden County, NJ",48.0,507638,507002,506224,506353,506471
581,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,541.2 ,"Camden County, NJ",48.0,507638,507002,506224,506353,506471
102,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,314.5 ,"Camden County, NJ",48.0,507638,507002,506224,506353,506471
223,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,431.5 ,"Camden County, NJ",48.0,507638,507002,506224,506353,506471
3778,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,530.5 ,"Monmouth County, NJ",52.0,624079,622971,621990,620459,618795
176,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,449.5 ,"Monmouth County, NJ",52.0,624079,622971,621990,620459,618795
3602,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,537.4 ,"Monmouth County, NJ",52.0,624079,622971,621990,620459,618795
246,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,454.0 ,"Monmouth County, NJ",52.0,624079,622971,621990,620459,618795
122,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,309.3 ,"Monmouth County, NJ",52.0,624079,622971,621990,620459,618795
195,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,454.4 ,"Monmouth County, NJ",52.0,624079,622971,621990,620459,618795
376,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,524.3 ,"Salem County, NJ",57.0,63732,63203,62883,62746,62385
11,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,442.1 ,"Salem County, NJ",57.0,63732,63203,62883,62746,62385
365,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,528.6 ,"Salem County, NJ",57.0,63732,63203,62883,62746,62385
66,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,626.7 ,"Salem County, NJ",57.0,63732,63203,62883,62746,62385
13,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,421.3 ,"Salem County, NJ",57.0,63732,63203,62883,62746,62385
4404,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,523.0 ,"Ocean County, NJ",59.0,587091,590897,595424,601478,607186
170,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,481.7 ,"Ocean County, NJ",59.0,587091,590897,595424,601478,607186
4234,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,525.4 ,"Ocean County, NJ",59.0,587091,590897,595424,601478,607186
101,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,469.9 ,"Ocean County, NJ",59.0,587091,590897,595424,601478,607186
43,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,285.5 ,"Ocean County, NJ",59.0,587091,590897,595424,601478,607186
183,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,484.2 ,"Ocean County, NJ",59.0,587091,590897,595424,601478,607186
726,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,513.7 ,"Cumberland County, NJ",39.66666667,154712,153233,151423,150635,149527
111,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,426.7 ,"Cumberland County, NJ",39.66666667,154712,153233,151423,150635,149527
615,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,533.3 ,"Cumberland County, NJ",39.66666667,154712,153233,151423,150635,149527
136,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,466.4 ,"Cumberland County, NJ",39.66666667,154712,153233,151423,150635,149527
8,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,316.3 ,"Cumberland County, NJ",39.66666667,154712,153233,151423,150635,149527
120,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,397.2 ,"Cumberland County, NJ",39.66666667,154712,153233,151423,150635,149527
1384,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,506.8 ,"Atlantic County, NJ",57.5,270153,267217,265498,263989,263670
117,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,429.3 ,"Atlantic County, NJ",57.5,270153,267217,265498,263989,263670
1267,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,517.0 ,"Atlantic County, NJ",57.5,270153,267217,265498,263989,263670
233,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,468.1 ,"Atlantic County, NJ",57.5,270153,267217,265498,263989,263670
68,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,273.6 ,"Atlantic County, NJ",57.5,270153,267217,265498,263989,263670
137,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,411.1 ,"Atlantic County, NJ",57.5,270153,267217,265498,263989,263670
1581,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,506.4 ,"Mercer County, NJ",43.0,368124,367699,368168,368188,367430
140,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,421.2 ,"Mercer County, NJ",43.0,368124,367699,368168,368188,367430
1441,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,515.3 ,"Mercer County, NJ",43.0,368124,367699,368168,368188,367430
413,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,523.0 ,"Mercer County, NJ",43.0,368124,367699,368168,368188,367430
114,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,314.8 ,"Mercer County, NJ",43.0,368124,367699,368168,368188,367430
153,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,393.4 ,"Mercer County, NJ",43.0,368124,367699,368168,368188,367430
676,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,506.3 ,"Warren County, NJ",62.0,106742,106059,105715,105528,105267
27,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,444.5 ,"Warren County, NJ",62.0,106742,106059,105715,105528,105267
649,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,507.4 ,"Warren County, NJ",62.0,106742,106059,105715,105528,105267
19,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,418.4 ,"Warren County, NJ",62.0,106742,106059,105715,105528,105267
9,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,309.7 ,"Warren County, NJ",62.0,106742,106059,105715,105528,105267
29,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,435.7 ,"Warren County, NJ",62.0,106742,106059,105715,105528,105267
903,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,503.9 ,"Sussex County, NJ",61.0,143004,141925,141197,140801,140488
33,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,445.8 ,"Sussex County, NJ",61.0,143004,141925,141197,140801,140488
870,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,508.1 ,"Sussex County, NJ",61.0,143004,141925,141197,140801,140488
14,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,379.5 ,"Sussex County, NJ",61.0,143004,141925,141197,140801,140488
10,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,304.0 ,"Sussex County, NJ",61.0,143004,141925,141197,140801,140488
34,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,443.7 ,"Sussex County, NJ",61.0,143004,141925,141197,140801,140488
2768,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,497.0 ,"Morris County, NJ",61.5,494259,493801,493920,493070,491845
176,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,402.5 ,"Morris County, NJ",61.5,494259,493801,493920,493070,491845
2592,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,506.2 ,"Morris County, NJ",61.5,494259,493801,493920,493070,491845
90,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,451.6 ,"Morris County, NJ",61.5,494259,493801,493920,493070,491845
149,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,279.6 ,"Morris County, NJ",61.5,494259,493801,493920,493070,491845
191,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,406.9 ,"Morris County, NJ",61.5,494259,493801,493920,493070,491845
4717,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,494.4 ,"Bergen County, NJ",62.0,926391,928120,932420,932816,932202
507,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,389.4 ,"Bergen County, NJ",62.0,926391,928120,932420,932816,932202
4211,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,514.6 ,"Bergen County, NJ",62.0,926391,928120,932420,932816,932202
283,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,399.2 ,"Bergen County, NJ",62.0,926391,928120,932420,932816,932202
471,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,283.8 ,"Bergen County, NJ",62.0,926391,928120,932420,932816,932202
574,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,394.9 ,"Bergen County, NJ",62.0,926391,928120,932420,932816,932202
792,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,492.4 ,"Hunterdon County, NJ",,125452,124775,124712,124807,124371
27,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,631.2 ,"Hunterdon County, NJ",,125452,124775,124712,124807,124371
764,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,491.3 ,"Hunterdon County, NJ",,125452,124775,124712,124807,124371
14,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,436.4 ,"Hunterdon County, NJ",,125452,124775,124712,124807,124371
13,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,231.3 ,"Hunterdon County, NJ",,125452,124775,124712,124807,124371
29,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,628.6 ,"Hunterdon County, NJ",,125452,124775,124712,124807,124371
3323,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,491.1 ,"Middlesex County, NJ",27.0,825546,825457,827363,826172,825062
409,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,389.8 ,"Middlesex County, NJ",27.0,825546,825457,827363,826172,825062
2914,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,512.9 ,"Middlesex County, NJ",27.0,825546,825457,827363,826172,825062
394,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,445.1 ,"Middlesex County, NJ",27.0,825546,825457,827363,826172,825062
471,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,259.3 ,"Middlesex County, NJ",27.0,825546,825457,827363,826172,825062
491,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,407.8 ,"Middlesex County, NJ",27.0,825546,825457,827363,826172,825062
1487,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,478.1 ,"Somerset County, NJ",,329626,329875,330573,330181,328934
113,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,393.9 ,"Somerset County, NJ",,329626,329875,330573,330181,328934
1374,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,491.2 ,"Somerset County, NJ",,329626,329875,330573,330181,328934
155,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,445.6 ,"Somerset County, NJ",,329626,329875,330573,330181,328934
157,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,292.4 ,"Somerset County, NJ",,329626,329875,330573,330181,328934
133,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,421.8 ,"Somerset County, NJ",,329626,329875,330573,330181,328934
2219,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,471.1 ,"Essex County, NJ",36.25,790439,792689,796349,798570,798975
474,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,422.0 ,"Essex County, NJ",36.25,790439,792689,796349,798570,798975
1745,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,485.2 ,"Essex County, NJ",36.25,790439,792689,796349,798570,798975
1494,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,439.4 ,"Essex County, NJ",36.25,790439,792689,796349,798570,798975
143,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,305.6 ,"Essex County, NJ",36.25,790439,792689,796349,798570,798975
562,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,414.6 ,"Essex County, NJ",36.25,790439,792689,796349,798570,798975
2071,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,459.3 ,"Passaic County, NJ",57.5,504629,504147,504402,503183,501826
504,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,364.9 ,"Passaic County, NJ",57.5,504629,504147,504402,503183,501826
1567,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,499.5 ,"Passaic County, NJ",57.5,504629,504147,504402,503183,501826
280,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,375.0 ,"Passaic County, NJ",57.5,504629,504147,504402,503183,501826
85,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,276.3 ,"Passaic County, NJ",57.5,504629,504147,504402,503183,501826
579,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,350.4 ,"Passaic County, NJ",57.5,504629,504147,504402,503183,501826
2032,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,449.1 ,"Union County, NJ",57.0,549905,552781,554738,556402,556341
457,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,382.5 ,"Union County, NJ",57.0,549905,552781,554738,556402,556341
1575,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,475.3 ,"Union County, NJ",57.0,549905,552781,554738,556402,556341
599,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,430.2 ,"Union County, NJ",57.0,549905,552781,554738,556402,556341
97,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,307.5 ,"Union County, NJ",57.0,549905,552781,554738,556402,556341
521,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,391.6 ,"Union County, NJ",57.0,549905,552781,554738,556402,556341
1972,New Jersey,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,420.1 ,"Hudson County, NJ",57.0,664492,668588,672826,671931,672391
882,New Jersey,All Cancer Sites,  White Hispanic,All Sexes,All Ages,364.6 ,"Hudson County, NJ",57.0,664492,668588,672826,671931,672391
1090,New Jersey,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,478.0 ,"Hudson County, NJ",57.0,664492,668588,672826,671931,672391
347,New Jersey,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,369.0 ,"Hudson County, NJ",57.0,664492,668588,672826,671931,672391
228,New Jersey,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,259.8 ,"Hudson County, NJ",57.0,664492,668588,672826,671931,672391
971,New Jersey,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,351.5 ,"Hudson County, NJ",57.0,664492,668588,672826,671931,672391
98,New Mexico,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,490.3 ,"Torrance County, NM",46.0,15596,15491,15535,15512,15461
30,New Mexico,All Cancer Sites,  White Hispanic,All Sexes,All Ages,469.3 ,"Torrance County, NM",46.0,15596,15491,15535,15512,15461
69,New Mexico,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,509.3 ,"Torrance County, NM",46.0,15596,15491,15535,15512,15461
30,New Mexico,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,445.9 ,"Torrance County, NM",46.0,15596,15491,15535,15512,15461
15,New Mexico,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,485.3 ,"De Baca County, NM",0.0,1873,1835,1805,1779,1748
4,New Mexico,All Cancer Sites,  White Hispanic,All Sexes,All Ages,436.5 ,"De Baca County, NM",0.0,1873,1835,1805,1779,1748
10,New Mexico,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,520.7 ,"De Baca County, NM",0.0,1873,1835,1805,1779,1748
5,New Mexico,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,451.3 ,"De Baca County, NM",0.0,1873,1835,1805,1779,1748
6,New Mexico,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,454.1 ,"Harding County, NM",24.0,719,687,684,650,625
4,New Mexico,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,561.0 ,"Harding County, NM",24.0,719,687,684,650,625
133,New Mexico,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,418.1 ,"Luna County, NM",49.0,24367,24362,24100,23877,23709
53,New Mexico,All Cancer Sites,  White Hispanic,All Sexes,All Ages,361.8 ,"Luna County, NM",49.0,24367,24362,24100,23877,23709
80,New Mexico,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,470.9 ,"Luna County, NM",49.0,24367,24362,24100,23877,23709
54,New Mexico,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,352.9 ,"Luna County, NM",49.0,24367,24362,24100,23877,23709
79,New Mexico,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,413.0 ,"Socorro County, NM",50.0,17152,16964,16832,16704,16637
32,New Mexico,All Cancer Sites,  White Hispanic,All Sexes,All Ages,347.5 ,"Socorro County, NM",50.0,17152,16964,16832,16704,16637
48,New Mexico,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,472.6 ,"Socorro County, NM",50.0,17152,16964,16832,16704,16637
3,New Mexico,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,173.1 ,"Socorro County, NM",50.0,17152,16964,16832,16704,16637
32,New Mexico,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,340.6 ,"Socorro County, NM",50.0,17152,16964,16832,16704,16637
23,New Mexico,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,411.3 ,"Guadalupe County, NM",59.0,4350,4369,4410,4334,4300
18,New Mexico,All Cancer Sites,  White Hispanic,All Sexes,All Ages,420.1 ,"Guadalupe County, NM",59.0,4350,4369,4410,4334,4300
5,New Mexico,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,368.7 ,"Guadalupe County, NM",59.0,4350,4369,4410,4334,4300
18,New Mexico,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,405.7 ,"Guadalupe County, NM",59.0,4350,4369,4410,4334,4300
54,New Mexico,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,409.2 ,"Quay County, NM",55.0,8445,8390,8299,8242,8253
19,New Mexico,All Cancer Sites,  White Hispanic,All Sexes,All Ages,449.1 ,"Quay County, NM",55.0,8445,8390,8299,8242,8253
35,New Mexico,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,396.4 ,"Quay County, NM",55.0,8445,8390,8299,8242,8253
20,New Mexico,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,440.8 ,"Quay County, NM",55.0,8445,8390,8299,8242,8253
95,New Mexico,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,409.0 ,"Sierra County, NM",18.0,11236,11117,11064,10949,10791
15,New Mexico,All Cancer Sites,  White Hispanic,All Sexes,All Ages,385.5 ,"Sierra County, NM",18.0,11236,11117,11064,10949,10791
80,New Mexico,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,416.9 ,"Sierra County, NM",18.0,11236,11117,11064,10949,10791
16,New Mexico,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,377.9 ,"Sierra County, NM",18.0,11236,11117,11064,10949,10791
613,New Mexico,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,408.5 ,"Sandoval County, NM",34.0,138521,140464,142689,145096,146748
171,New Mexico,All Cancer Sites,  White Hispanic,All Sexes,All Ages,386.1 ,"Sandoval County, NM",34.0,138521,140464,142689,145096,146748
441,New Mexico,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,414.6 ,"Sandoval County, NM",34.0,138521,140464,142689,145096,146748
11,New Mexico,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,280.2 ,"Sandoval County, NM",34.0,138521,140464,142689,145096,146748
60,New Mexico,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,360.7 ,"Sandoval County, NM",34.0,138521,140464,142689,145096,146748
13,New Mexico,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,440.2 ,"Sandoval County, NM",34.0,138521,140464,142689,145096,146748
181,New Mexico,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,384.0 ,"Sandoval County, NM",34.0,138521,140464,142689,145096,146748
289,New Mexico,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,406.1 ,"Otero County, NM",53.5,64768,65647,66121,66659,67490
66,New Mexico,All Cancer Sites,  White Hispanic,All Sexes,All Ages,338.1 ,"Otero County, NM",53.5,64768,65647,66121,66659,67490
