Average Annual Count,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",County_State
135,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,495.5 ,"Pike County, MS"
134,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,497.2 ,"Pike County, MS"
102,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,479.8 ,"Pike County, MS"
373,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,494.8 ,"Lee County, MS"
371,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,498.2 ,"Lee County, MS"
97,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,486.7 ,"Lee County, MS"
140,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,493.5 ,"Prentiss County, MS"
140,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,496.8 ,"Prentiss County, MS"
17,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,493.4 ,"Prentiss County, MS"
68,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,492.0 ,"Chickasaw County, MS"
67,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,503.1 ,"Chickasaw County, MS"
39,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,500.1 ,"Chickasaw County, MS"
44,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,490.8 ,"Coahoma County, MS"
44,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,493.4 ,"Coahoma County, MS"
91,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,509.8 ,"Coahoma County, MS"
88,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,489.9 ,"Newton County, MS"
88,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,490.5 ,"Newton County, MS"
32,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,467.0 ,"Newton County, MS"
37,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,486.1 ,"Franklin County, MS"
37,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,489.4 ,"Franklin County, MS"
18,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,626.9 ,"Franklin County, MS"
62,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,486.1 ,"Perry County, MS"
62,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,490.4 ,"Perry County, MS"
14,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,507.0 ,"Perry County, MS"
17,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,485.9 ,"Quitman County, MS"
17,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,493.1 ,"Quitman County, MS"
26,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,471.7 ,"Quitman County, MS"
353,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,485.9 ,"Madison County, MS"
350,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,490.7 ,"Madison County, MS"
166,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,490.6 ,"Madison County, MS"
6,Mississippi,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,242.3 ,"Madison County, MS"
22,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,485.1 ,"Wilkinson County, MS"
22,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,488.7 ,"Wilkinson County, MS"
36,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,536.0 ,"Wilkinson County, MS"
111,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,485.0 ,"Tippah County, MS"
110,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,490.6 ,"Tippah County, MS"
20,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,557.8 ,"Tippah County, MS"
88,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,484.4 ,"Stone County, MS"
88,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,489.6 ,"Stone County, MS"
12,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,414.3 ,"Stone County, MS"
24,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,483.8 ,"Holmes County, MS"
24,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,488.5 ,"Holmes County, MS"
88,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,568.1 ,"Holmes County, MS"
10,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,483.6 ,"Sharkey County, MS"
10,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,491.8 ,"Sharkey County, MS"
18,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,438.3 ,"Sharkey County, MS"
148,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,483.3 ,"Pontotoc County, MS"
146,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,489.4 ,"Pontotoc County, MS"
24,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,489.4 ,"Pontotoc County, MS"
140,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,482.0 ,"Union County, MS"
139,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,487.4 ,"Union County, MS"
21,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,481.1 ,"Union County, MS"
55,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,481.4 ,"Carroll County, MS"
54,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,482.3 ,"Carroll County, MS"
18,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,406.0 ,"Carroll County, MS"
101,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,481.2 ,"Scott County, MS"
5,Mississippi,All Cancer Sites,  White Hispanic,All Sexes,All Ages,315.4 ,"Scott County, MS"
96,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,487.4 ,"Scott County, MS"
53,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,485.7 ,"Scott County, MS"
5,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,288.1 ,"Scott County, MS"
52,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,477.6 ,"Leflore County, MS"
52,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,488.8 ,"Leflore County, MS"
107,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,519.4 ,"Leflore County, MS"
459,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,476.6 ,"Hinds County, MS"
3,Mississippi,All Cancer Sites,  White Hispanic,All Sexes,All Ages,367.1 ,"Hinds County, MS"
455,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,480.9 ,"Hinds County, MS"
793,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,487.4 ,"Hinds County, MS"
6,Mississippi,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,"1,547.2 ","Hinds County, MS"
4,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,252.4 ,"Hinds County, MS"
36,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,476.4 ,"Jefferson Davis County, MS"
36,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,482.0 ,"Jefferson Davis County, MS"
46,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,536.9 ,"Jefferson Davis County, MS"
690,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,476.3 ,"DeSoto County, MS"
12,Mississippi,All Cancer Sites,  White Hispanic,All Sexes,All Ages,299.4 ,"DeSoto County, MS"
678,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,480.7 ,"DeSoto County, MS"
152,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,450.2 ,"DeSoto County, MS"
8,Mississippi,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,326.5 ,"DeSoto County, MS"
13,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,292.9 ,"DeSoto County, MS"
638,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,474.5 ,"Jackson County, MS"
6,Mississippi,All Cancer Sites,  White Hispanic,All Sexes,All Ages,155.0 ,"Jackson County, MS"
632,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,486.2 ,"Jackson County, MS"
138,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,436.8 ,"Jackson County, MS"
11,Mississippi,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,335.8 ,"Jackson County, MS"
9,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,217.3 ,"Jackson County, MS"
56,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,474.3 ,"Yalobusha County, MS"
56,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,479.7 ,"Yalobusha County, MS"
35,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,616.1 ,"Yalobusha County, MS"
75,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,473.0 ,"Yazoo County, MS"
74,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,489.6 ,"Yazoo County, MS"
73,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,523.7 ,"Yazoo County, MS"
56,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,472.7 ,"Jasper County, MS"
56,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,477.5 ,"Jasper County, MS"
53,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,491.2 ,"Jasper County, MS"
55,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,470.8 ,"Lawrence County, MS"
54,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,472.8 ,"Lawrence County, MS"
23,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,471.9 ,"Lawrence County, MS"
132,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,468.9 ,"Itawamba County, MS"
131,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,472.1 ,"Itawamba County, MS"
9,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,656.8 ,"Itawamba County, MS"
50,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,466.3 ,"Webster County, MS"
50,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,470.7 ,"Webster County, MS"
11,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,554.2 ,"Webster County, MS"
78,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,465.0 ,"Leake County, MS"
77,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,471.5 ,"Leake County, MS"
40,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,459.3 ,"Leake County, MS"
95,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,464.7 ,"Copiah County, MS"
94,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,467.9 ,"Copiah County, MS"
73,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,479.3 ,"Copiah County, MS"
200,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,464.1 ,"Lowndes County, MS"
200,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,469.0 ,"Lowndes County, MS"
130,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,488.4 ,"Lowndes County, MS"
296,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,462.4 ,"Jones County, MS"
294,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,468.0 ,"Jones County, MS"
90,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,481.4 ,"Jones County, MS"
75,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,462.3 ,"Attala County, MS"
75,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,468.6 ,"Attala County, MS"
40,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,461.0 ,"Attala County, MS"
47,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,462.0 ,"Sunflower County, MS"
47,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,465.3 ,"Sunflower County, MS"
98,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,558.3 ,"Sunflower County, MS"
109,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,456.6 ,"Simpson County, MS"
109,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,458.4 ,"Simpson County, MS"
48,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,460.0 ,"Simpson County, MS"
38,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,455.8 ,"Tallahatchie County, MS"
37,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,466.0 ,"Tallahatchie County, MS"
44,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,557.9 ,"Tallahatchie County, MS"
654,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,454.9 ,"Rankin County, MS"
4,Mississippi,All Cancer Sites,  White Hispanic,All Sexes,All Ages,192.8 ,"Rankin County, MS"
650,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,458.8 ,"Rankin County, MS"
120,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,456.6 ,"Rankin County, MS"
5,Mississippi,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,278.4 ,"Rankin County, MS"
4,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,179.4 ,"Rankin County, MS"
101,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,451.8 ,"Adams County, MS"
99,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,489.4 ,"Adams County, MS"
94,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,452.4 ,"Adams County, MS"
66,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,451.3 ,"Calhoun County, MS"
65,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,455.8 ,"Calhoun County, MS"
25,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,555.8 ,"Calhoun County, MS"
144,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,451.0 ,"Lincoln County, MS"
143,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,453.6 ,"Lincoln County, MS"
55,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,493.0 ,"Lincoln County, MS"
150,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,451.0 ,"Warren County, MS"
149,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,455.0 ,"Warren County, MS"
97,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,441.7 ,"Warren County, MS"
193,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,448.8 ,"Alcorn County, MS"
192,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,452.4 ,"Alcorn County, MS"
18,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,390.5 ,"Alcorn County, MS"
111,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,448.7 ,"Tate County, MS"
110,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,451.8 ,"Tate County, MS"
42,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,475.0 ,"Tate County, MS"
70,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,438.3 ,"Clarke County, MS"
70,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,440.2 ,"Clarke County, MS"
29,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,453.0 ,"Clarke County, MS"
261,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,437.9 ,"Lauderdale County, MS"
258,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,440.3 ,"Lauderdale County, MS"
142,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,419.8 ,"Lauderdale County, MS"
57,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,437.7 ,"Clay County, MS"
57,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,438.8 ,"Clay County, MS"
61,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,493.5 ,"Clay County, MS"
73,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,435.7 ,"Smith County, MS"
73,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,440.7 ,"Smith County, MS"
21,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,513.9 ,"Smith County, MS"
239,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,433.0 ,"Lamar County, MS"
237,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,435.2 ,"Lamar County, MS"
38,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,479.7 ,"Lamar County, MS"
19,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,431.5 ,"Noxubee County, MS"
19,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,441.7 ,"Noxubee County, MS"
43,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,529.6 ,"Noxubee County, MS"
106,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,430.4 ,"Neshoba County, MS"
106,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,434.6 ,"Neshoba County, MS"
24,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,398.8 ,"Neshoba County, MS"
39,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,427.2 ,"Choctaw County, MS"
39,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,431.0 ,"Choctaw County, MS"
15,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,470.5 ,"Choctaw County, MS"
53,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,427.1 ,"Greene County, MS"
53,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,429.9 ,"Greene County, MS"
10,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,362.5 ,"Greene County, MS"
74,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,425.7 ,"Wayne County, MS"
73,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,424.4 ,"Wayne County, MS"
40,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,481.2 ,"Wayne County, MS"
65,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,422.0 ,"Winston County, MS"
65,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,425.0 ,"Winston County, MS"
42,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,440.0 ,"Winston County, MS"
105,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,419.2 ,"Oktibbeha County, MS"
105,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,421.5 ,"Oktibbeha County, MS"
69,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,432.2 ,"Oktibbeha County, MS"
100,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,410.0 ,"George County, MS"
100,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,414.3 ,"George County, MS"
5,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,255.8 ,"George County, MS"
51,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,404.3 ,"Amite County, MS"
51,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,407.7 ,"Amite County, MS"
36,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,513.1 ,"Amite County, MS"
153,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,394.5 ,"Lafayette County, MS"
152,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,397.4 ,"Lafayette County, MS"
49,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,461.7 ,"Lafayette County, MS"
31,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,387.6 ,"Benton County, MS"
31,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,391.7 ,"Benton County, MS"
15,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,457.1 ,"Benton County, MS"
22,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,374.9 ,"Kemper County, MS"
22,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,378.0 ,"Kemper County, MS"
28,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,389.7 ,"Kemper County, MS"
14,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,370.9 ,"Humphreys County, MS"
14,Mississippi,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,389.8 ,"Humphreys County, MS"
37,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,541.4 ,"Humphreys County, MS"
3,Mississippi,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,393.3 ,"Issaquena County, MS"
190,Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,556.7 ,"Marion County, MO"
188,Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,556.4 ,"Marion County, MO"
8,Missouri,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,578.6 ,"Marion County, MO"
89,Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,540.1 ,"Montgomery County, MO"
88,Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,542.2 ,"Montgomery County, MO"
79,Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,533.0 ,"Mississippi County, MO"
79,Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,537.1 ,"Mississippi County, MO"
17,Missouri,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,599.5 ,"Mississippi County, MO"
86,Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,531.7 ,"Madison County, MO"
86,Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,536.2 ,"Madison County, MO"
411,Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,524.3 ,"St. Francois County, MO"
410,Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,527.9 ,"St. Francois County, MO"
7,Missouri,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,462.6 ,"St. Francois County, MO"
77,Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,517.3 ,"Iron County, MO"
77,Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,522.1 ,"Iron County, MO"
166,Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,514.9 ,"Crawford County, MO"
166,Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,519.3 ,"Crawford County, MO"
44,Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,513.3 ,"Shelby County, MO"
43,Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,514.7 ,"Shelby County, MO"
230,Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,510.2 ,"Scott County, MO"
229,Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,513.2 ,"Scott County, MO"
18,Missouri,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,437.3 ,"Scott County, MO"
155,Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,508.7 ,"Morgan County, MO"
155,Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,512.1 ,"Morgan County, MO"
168,Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,501.5 ,"Pulaski County, MO"
4,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,231.5 ,"Pulaski County, MO"
164,Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,510.5 ,"Pulaski County, MO"
9,Missouri,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,304.6 ,"Pulaski County, MO"
4,Missouri,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,258.0 ,"Pulaski County, MO"
5,Missouri,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,258.8 ,"Pulaski County, MO"
156,Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,499.4 ,"Henry County, MO"
155,Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,500.5 ,"Henry County, MO"
199,Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,497.1 ,"Stoddard County, MO"
199,Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,500.8 ,"Stoddard County, MO"
129,Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,494.5 ,"Clinton County, MO"
129,Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,497.1 ,"Clinton County, MO"
632,Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,489.7 ,"Franklin County, MO"
631,Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,493.3 ,"Franklin County, MO"
8,Missouri,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,640.3 ,"Franklin County, MO"
284,Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,486.2 ,"Lincoln County, MO"
283,Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,489.4 ,"Lincoln County, MO"
6,Missouri,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,475.9 ,"Lincoln County, MO"
633,Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,485.2 ,"Jasper County, MO"
10,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,329.9 ,"Jasper County, MO"
