Average Annual Count,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",County_State
92,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,890.2 ,"Barry County, MI"
18,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.0 ,"Saginaw County, MI"
417,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,536.3 ,"Saginaw County, MI"
119,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.8 ,"Saginaw County, MI"
316,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,898.1 ,"Saginaw County, MI"
16,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.9 ,"Jackson County, MI"
374,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,622.7 ,"Jackson County, MI"
118,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.9 ,"Jackson County, MI"
271,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,030.3 ","Jackson County, MI"
27,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.8 ,"Ingham County, MI"
438,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,526.3 ,"Ingham County, MI"
152,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.6 ,"Ingham County, MI"
312,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,869.7 ,"Ingham County, MI"
25,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.5 ,"Kalamazoo County, MI"
419,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,501.7 ,"Kalamazoo County, MI"
130,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.0 ,"Kalamazoo County, MI"
314,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,846.1 ,"Kalamazoo County, MI"
90,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.4 ,"Macomb County, MI"
1829,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,570.9 ,"Macomb County, MI"
542,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.6 ,"Macomb County, MI"
1377,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,978.2 ,"Macomb County, MI"
5,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.2 ,"Cass County, MI"
128,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,583.5 ,"Cass County, MI"
36,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.3 ,"Cass County, MI"
97,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,993.4 ,"Cass County, MI"
7,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.0 ,"Van Buren County, MI"
163,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,581.1 ,"Van Buren County, MI"
43,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.8 ,"Van Buren County, MI"
127,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,032.0 ","Van Buren County, MI"
11,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.0 ,"Allegan County, MI"
225,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,555.8 ,"Allegan County, MI"
72,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.0 ,"Allegan County, MI"
163,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,947.0 ,"Allegan County, MI"
5,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.4 ,"St. Joseph County, MI"
136,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,592.1 ,"St. Joseph County, MI"
39,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.4 ,"St. Joseph County, MI"
102,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,993.0 ,"St. Joseph County, MI"
10,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.1 ,"Eaton County, MI"
226,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,539.5 ,"Eaton County, MI"
64,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.9 ,"Eaton County, MI"
172,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,928.4 ,"Eaton County, MI"
6,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.0 ,"Montcalm County, MI"
135,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,565.2 ,"Montcalm County, MI"
41,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.7 ,"Montcalm County, MI"
100,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,944.2 ,"Montcalm County, MI"
6,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.9 ,"Shiawassee County, MI"
151,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,567.4 ,"Shiawassee County, MI"
46,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.9 ,"Shiawassee County, MI"
111,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,953.2 ,"Shiawassee County, MI"
3,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.6 ,"Chippewa County, MI"
83,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,584.9 ,"Chippewa County, MI"
23,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.6 ,"Chippewa County, MI"
64,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,998.5 ,"Chippewa County, MI"
5,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.3 ,"Isabella County, MI"
99,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,532.2 ,"Isabella County, MI"
31,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.8 ,"Isabella County, MI"
73,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,907.8 ,"Isabella County, MI"
13,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.2 ,"St. Clair County, MI"
366,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,580.1 ,"St. Clair County, MI"
111,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.7 ,"St. Clair County, MI"
268,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,978.8 ,"St. Clair County, MI"
12,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.0 ,"Berrien County, MI"
364,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,565.3 ,"Berrien County, MI"
102,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.4 ,"Berrien County, MI"
274,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,933.5 ,"Berrien County, MI"
107,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.5 ,"Oakland County, MI"
2180,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,482.5 ,"Oakland County, MI"
613,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,41.0 ,"Oakland County, MI"
1674,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,848.8 ,"Oakland County, MI"
22,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.4 ,"Ottawa County, MI"
414,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,454.9 ,"Ottawa County, MI"
113,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,39.2 ,"Ottawa County, MI"
323,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,800.6 ,"Ottawa County, MI"
16,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.3 ,"Livingston County, MI"
336,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,494.7 ,"Livingston County, MI"
101,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,41.2 ,"Livingston County, MI"
251,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,873.3 ,"Livingston County, MI"
52,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.3 ,"Kent County, MI"
968,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,500.7 ,"Kent County, MI"
292,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.8 ,"Kent County, MI"
728,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,875.3 ,"Kent County, MI"
7,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.3 ,"Lapeer County, MI"
195,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,588.2 ,"Lapeer County, MI"
60,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.8 ,"Lapeer County, MI"
143,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,011.2 ","Lapeer County, MI"
6,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.4 ,"Clinton County, MI"
132,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,478.1 ,"Clinton County, MI"
37,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,39.6 ,"Clinton County, MI"
101,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,843.0 ,"Clinton County, MI"
25,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.8 ,"Washtenaw County, MI"
502,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,475.1 ,"Washtenaw County, MI"
146,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,40.2 ,"Washtenaw County, MI"
381,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,828.2 ,"Washtenaw County, MI"
6,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.6 ,"Grand Traverse County, MI"
177,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,467.0 ,"Grand Traverse County, MI"
48,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,40.9 ,"Grand Traverse County, MI"
136,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,804.9 ,"Grand Traverse County, MI"
4,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.5 ,"Marquette County, MI"
138,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,527.8 ,"Marquette County, MI"
39,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.6 ,"Marquette County, MI"
103,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,877.1 ,"Marquette County, MI"
5,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.4 ,"Ionia County, MI"
119,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,588.7 ,"Ionia County, MI"
39,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.1 ,"Ionia County, MI"
85,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,991.9 ,"Ionia County, MI"
37,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,656.1 ,"Montmorency County, MI"
10,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,82.4 ,"Montmorency County, MI"
29,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,051.6 ","Montmorency County, MI"
46,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,649.9 ,"Kalkaska County, MI"
14,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.8 ,"Kalkaska County, MI"
34,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,094.9 ","Kalkaska County, MI"
81,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,647.4 ,"Manistee County, MI"
18,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.1 ,"Manistee County, MI"
64,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,099.8 ","Manistee County, MI"
72,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,644.7 ,"Ogemaw County, MI"
18,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.4 ,"Ogemaw County, MI"
56,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,098.1 ","Ogemaw County, MI"
28,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,633.3 ,"Schoolcraft County, MI"
7,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.3 ,"Schoolcraft County, MI"
22,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,115.2 ","Schoolcraft County, MI"
37,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,619.8 ,"Mackinac County, MI"
9,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.2 ,"Mackinac County, MI"
28,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,013.2 ","Mackinac County, MI"
86,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,617.0 ,"Alpena County, MI"
23,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.6 ,"Alpena County, MI"
65,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,013.4 ","Alpena County, MI"
44,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,611.5 ,"Alcona County, MI"
10,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.5 ,"Alcona County, MI"
35,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,974.6 ,"Alcona County, MI"
23,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,607.8 ,"Baraga County, MI"
6,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.6 ,"Baraga County, MI"
18,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,033.0 ","Baraga County, MI"
41,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,601.1 ,"Lake County, MI"
12,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,69.6 ,"Lake County, MI"
31,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,992.5 ,"Lake County, MI"
61,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,600.5 ,"Osceola County, MI"
16,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.9 ,"Osceola County, MI"
46,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,007.9 ","Osceola County, MI"
106,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,598.8 ,"Delta County, MI"
19,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,41.6 ,"Delta County, MI"
90,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,090.0 ","Delta County, MI"
28,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,592.7 ,"Alger County, MI"
7,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.3 ,"Alger County, MI"
22,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,034.6 ","Alger County, MI"
17,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,587.8 ,"Luce County, MI"
5,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.8 ,"Luce County, MI"
12,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,951.8 ,"Luce County, MI"
76,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,587.1 ,"Houghton County, MI"
19,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.7 ,"Houghton County, MI"
59,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,975.8 ,"Houghton County, MI"
66,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,584.9 ,"Oceana County, MI"
16,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.5 ,"Oceana County, MI"
52,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,009.5 ","Oceana County, MI"
78,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,584.0 ,"Wexford County, MI"
21,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.6 ,"Wexford County, MI"
59,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,993.2 ,"Wexford County, MI"
85,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,581.5 ,"Iosco County, MI"
18,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.9 ,"Iosco County, MI"
69,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,974.5 ,"Iosco County, MI"
43,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,581.1 ,"Crawford County, MI"
10,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.9 ,"Crawford County, MI"
34,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,015.9 ","Crawford County, MI"
24,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,571.2 ,"Ontonagon County, MI"
3,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,36.3 ,"Ontonagon County, MI"
20,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,033.6 ","Ontonagon County, MI"
44,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,568.9 ,"Arenac County, MI"
14,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.8 ,"Arenac County, MI"
32,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,920.0 ,"Arenac County, MI"
86,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,564.4 ,"Emmet County, MI"
22,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.1 ,"Emmet County, MI"
66,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,949.4 ,"Emmet County, MI"
92,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,560.0 ,"Huron County, MI"
22,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.9 ,"Huron County, MI"
72,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,949.4 ,"Huron County, MI"
25,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,559.1 ,"Oscoda County, MI"
6,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.5 ,"Oscoda County, MI"
20,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,944.2 ,"Oscoda County, MI"
66,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,554.0 ,"Menominee County, MI"
16,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.0 ,"Menominee County, MI"
52,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,954.1 ,"Menominee County, MI"
76,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,553.6 ,"Cheboygan County, MI"
17,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.4 ,"Cheboygan County, MI"
62,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,976.6 ,"Cheboygan County, MI"
43,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,547.5 ,"Gogebic County, MI"
9,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.0 ,"Gogebic County, MI"
34,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,926.1 ,"Gogebic County, MI"
56,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,533.4 ,"Otsego County, MI"
16,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.7 ,"Otsego County, MI"
42,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,891.6 ,"Otsego County, MI"
74,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,532.7 ,"Mason County, MI"
16,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,44.4 ,"Mason County, MI"
60,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,953.7 ,"Mason County, MI"
38,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,523.2 ,"Iron County, MI"
7,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.1 ,"Iron County, MI"
32,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,937.6 ,"Iron County, MI"
42,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,517.3 ,"Presque Isle County, MI"
8,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.3 ,"Presque Isle County, MI"
35,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,919.3 ,"Presque Isle County, MI"
64,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,514.1 ,"Antrim County, MI"
16,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.2 ,"Antrim County, MI"
50,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,842.6 ,"Antrim County, MI"
63,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,510.6 ,"Dickinson County, MI"
15,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,43.2 ,"Dickinson County, MI"
50,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,896.4 ,"Dickinson County, MI"
65,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,509.0 ,"Charlevoix County, MI"
17,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.5 ,"Charlevoix County, MI"
51,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,858.0 ,"Charlevoix County, MI"
31,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,476.9 ,"Missaukee County, MI"
11,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.8 ,"Missaukee County, MI"
22,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,745.3 ,"Missaukee County, MI"
41,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,439.0 ,"Benzie County, MI"
12,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.3 ,"Benzie County, MI"
31,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,715.6 ,"Benzie County, MI"
52,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,393.6 ,"Leelanau County, MI"
12,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,43.0 ,"Leelanau County, MI"
42,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,682.5 ,"Leelanau County, MI"
6,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,375.6 ,"Keweenaw County, MI"
5,Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,676.6 ,"Keweenaw County, MI"
5,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,32.6 ,"Sunflower County, MS"
67,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,862.6 ,"Sunflower County, MS"
27,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,100.3 ,"Sunflower County, MS"
45,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,379.6 ","Sunflower County, MS"
7,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,31.8 ,"Monroe County, MS"
86,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,588.2 ,"Monroe County, MS"
30,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,75.6 ,"Monroe County, MS"
63,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,945.9 ,"Monroe County, MS"
4,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,31.4 ,"Coahoma County, MS"
54,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,683.1 ,"Coahoma County, MS"
25,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,103.3 ,"Coahoma County, MS"
32,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,959.3 ,"Coahoma County, MS"
4,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,31.1 ,"Tippah County, MS"
50,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,643.9 ,"Tippah County, MS"
17,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,76.7 ,"Tippah County, MS"
36,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,055.9 ","Tippah County, MS"
9,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,29.4 ,"Pearl River County, MS"
135,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,640.4 ,"Pearl River County, MS"
40,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.9 ,"Pearl River County, MS"
105,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,105.6 ","Pearl River County, MS"
3,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,29.3 ,"Tishomingo County, MS"
54,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,655.7 ,"Tishomingo County, MS"
19,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,85.6 ,"Tishomingo County, MS"
38,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,009.8 ","Tishomingo County, MS"
3,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,28.8 ,"Stone County, MS"
37,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,625.8 ,"Stone County, MS"
11,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.9 ,"Stone County, MS"
29,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,105.7 ","Stone County, MS"
4,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,28.1 ,"Leflore County, MS"
65,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,716.1 ,"Leflore County, MS"
25,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,87.7 ,"Leflore County, MS"
44,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,120.4 ","Leflore County, MS"
6,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,27.9 ,"Oktibbeha County, MS"
63,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,515.7 ,"Oktibbeha County, MS"
25,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.3 ,"Oktibbeha County, MS"
