average_annual_count,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019
842,New Jersey,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,450.8 ,"Morris County, NJ",61.5,494259,493801,493920,493070,491845
206,New Jersey,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,33.7 ,"Morris County, NJ",61.5,494259,493801,493920,493070,491845
669,New Jersey,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,811.4 ,"Morris County, NJ",61.5,494259,493801,493920,493070,491845
10,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,24.3 ,"Lea County, NM",57.0,71476,70249,69046,69543,71070
93,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,525.3 ,"Lea County, NM",57.0,71476,70249,69046,69543,71070
36,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.7 ,"Lea County, NM",57.0,71476,70249,69046,69543,71070
67,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,889.3 ,"Lea County, NM",57.0,71476,70249,69046,69543,71070
4,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,23.7 ,"Taos County, NM",59.33333333,32797,32922,32790,32699,32723
63,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,373.2 ,"Taos County, NM",59.33333333,32797,32922,32790,32699,32723
19,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.4 ,"Taos County, NM",59.33333333,32797,32922,32790,32699,32723
48,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,617.0 ,"Taos County, NM",59.33333333,32797,32922,32790,32699,32723
7,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.2 ,"McKinley County, NM",37.0,73462,73028,72423,71911,71367
94,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,492.3 ,"McKinley County, NM",37.0,73462,73028,72423,71911,71367
35,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.8 ,"McKinley County, NM",37.0,73462,73028,72423,71911,71367
66,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,823.6 ,"McKinley County, NM",37.0,73462,73028,72423,71911,71367
4,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.5 ,"Curry County, NM",61.0,50290,50283,49794,49338,48954
72,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,531.4 ,"Curry County, NM",61.0,50290,50283,49794,49338,48954
23,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.8 ,"Curry County, NM",61.0,50290,50283,49794,49338,48954
54,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,891.3 ,"Curry County, NM",61.0,50290,50283,49794,49338,48954
6,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.4 ,"Chaves County, NM",61.0,65825,65646,65080,64554,64615
108,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,494.1 ,"Chaves County, NM",61.0,65825,65646,65080,64554,64615
33,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.9 ,"Chaves County, NM",61.0,65825,65646,65080,64554,64615
81,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,822.3 ,"Chaves County, NM",61.0,65825,65646,65080,64554,64615
12,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.7 ,"San Juan County, NM",48.0,128246,127954,126917,125499,123958
178,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,454.9 ,"San Juan County, NM",48.0,128246,127954,126917,125499,123958
56,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,43.5 ,"San Juan County, NM",48.0,128246,127954,126917,125499,123958
134,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,784.0 ,"San Juan County, NM",48.0,128246,127954,126917,125499,123958
63,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.3 ,"Bernalillo County, NM",59.0,676248,677683,678203,678034,679121
1061,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,461.1 ,"Bernalillo County, NM",59.0,676248,677683,678203,678034,679121
314,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,43.4 ,"Bernalillo County, NM",59.0,676248,677683,678203,678034,679121
810,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,796.1 ,"Bernalillo County, NM",59.0,676248,677683,678203,678034,679121
6,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.5 ,"Valencia County, NM",61.0,75661,75599,75884,76305,76688
137,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,492.6 ,"Valencia County, NM",61.0,75661,75599,75884,76305,76688
42,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.0 ,"Valencia County, NM",61.0,75661,75599,75884,76305,76688
101,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,828.7 ,"Valencia County, NM",61.0,75661,75599,75884,76305,76688
3,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.1 ,"Rio Arriba County, NM",61.0,39370,39245,39235,39023,38921
65,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,420.5 ,"Rio Arriba County, NM",61.0,39370,39245,39235,39023,38921
19,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.6 ,"Rio Arriba County, NM",61.0,39370,39245,39235,39023,38921
50,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,705.3 ,"Rio Arriba County, NM",61.0,39370,39245,39235,39023,38921
4,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.4 ,"Eddy County, NM",54.0,57715,57650,57108,57729,58460
99,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,531.6 ,"Eddy County, NM",54.0,57715,57650,57108,57729,58460
30,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.8 ,"Eddy County, NM",54.0,57715,57650,57108,57729,58460
73,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,895.3 ,"Eddy County, NM",54.0,57715,57650,57108,57729,58460
11,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.9 ,"Santa Fe County, NM",38.66666667,148098,148758,149491,149761,150358
261,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,390.5 ,"Santa Fe County, NM",38.66666667,148098,148758,149491,149761,150358
68,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,37.0 ,"Santa Fe County, NM",38.66666667,148098,148758,149491,149761,150358
203,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,672.1 ,"Santa Fe County, NM",38.66666667,148098,148758,149491,149761,150358
10,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.7 ,"Sandoval County, NM",34.0,138521,140464,142689,145096,146748
227,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,448.6 ,"Sandoval County, NM",34.0,138521,140464,142689,145096,146748
65,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,38.7 ,"Sandoval County, NM",34.0,138521,140464,142689,145096,146748
173,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,779.9 ,"Sandoval County, NM",34.0,138521,140464,142689,145096,146748
4,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,10.7 ,"Otero County, NM",53.5,64768,65647,66121,66659,67490
129,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,543.6 ,"Otero County, NM",53.5,64768,65647,66121,66659,67490
33,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.9 ,"Otero County, NM",53.5,64768,65647,66121,66659,67490
100,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,918.7 ,"Otero County, NM",53.5,64768,65647,66121,66659,67490
47,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,597.4 ,"Sierra County, NM",18.0,11236,11117,11064,10949,10791
7,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.7 ,"Sierra County, NM",18.0,11236,11117,11064,10949,10791
40,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,022.5 ","Sierra County, NM",18.0,11236,11117,11064,10949,10791
61,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,594.4 ,"Luna County, NM",49.0,24367,24362,24100,23877,23709
12,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.7 ,"Luna County, NM",49.0,24367,24362,24100,23877,23709
51,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,040.6 ","Luna County, NM",49.0,24367,24362,24100,23877,23709
24,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,570.8 ,"Quay County, NM",55.0,8445,8390,8299,8242,8253
6,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.0 ,"Quay County, NM",55.0,8445,8390,8299,8242,8253
19,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,937.5 ,"Quay County, NM",55.0,8445,8390,8299,8242,8253
10,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,548.6 ,"Guadalupe County, NM",59.0,4350,4369,4410,4334,4300
4,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,73.0 ,"Guadalupe County, NM",59.0,4350,4369,4410,4334,4300
7,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,801.0 ,"Guadalupe County, NM",59.0,4350,4369,4410,4334,4300
5,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,534.5 ,"De Baca County, NM",0.0,1873,1835,1805,1779,1748
5,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,921.2 ,"De Baca County, NM",0.0,1873,1835,1805,1779,1748
33,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,499.6 ,"Torrance County, NM",46.0,15596,15491,15535,15512,15461
10,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.1 ,"Torrance County, NM",46.0,15596,15491,15535,15512,15461
25,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,858.5 ,"Torrance County, NM",46.0,15596,15491,15535,15512,15461
10,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,482.8 ,"Hidalgo County, NM",52.0,4436,4324,4298,4231,4198
9,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,941.0 ,"Hidalgo County, NM",52.0,4436,4324,4298,4231,4198
70,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,470.8 ,"Grant County, NM",57.0,28364,28040,27642,27303,26998
15,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.2 ,"Grant County, NM",57.0,28364,28040,27642,27303,26998
58,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,815.2 ,"Grant County, NM",57.0,28364,28040,27642,27303,26998
27,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,468.0 ,"Roosevelt County, NM",59.0,19137,19145,18900,18759,18500
8,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.6 ,"Roosevelt County, NM",59.0,19137,19145,18900,18759,18500
20,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,781.3 ,"Roosevelt County, NM",59.0,19137,19145,18900,18759,18500
31,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,464.4 ,"Socorro County, NM",50.0,17152,16964,16832,16704,16637
9,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,46.2 ,"Socorro County, NM",50.0,17152,16964,16832,16704,16637
22,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,747.0 ,"Socorro County, NM",50.0,17152,16964,16832,16704,16637
55,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,461.8 ,"San Miguel County, NM",59.0,28215,28005,27715,27480,27277
14,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,40.5 ,"San Miguel County, NM",59.0,28215,28005,27715,27480,27277
43,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,795.1 ,"San Miguel County, NM",59.0,28215,28005,27715,27480,27277
8,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,450.8 ,"Union County, NM",42.0,4163,4154,4180,4108,4059
7,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,782.1 ,"Union County, NM",42.0,4163,4154,4180,4108,4059
29,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,450.7 ,"Colfax County, NM",54.0,12429,12250,12151,12071,11941
6,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,36.5 ,"Colfax County, NM",54.0,12429,12250,12151,12071,11941
24,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,796.5 ,"Colfax County, NM",54.0,12429,12250,12151,12071,11941
39,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,433.0 ,"Cibola County, NM",51.0,27044,27049,26921,26766,26675
15,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.5 ,"Cibola County, NM",51.0,27044,27049,26921,26766,26675
28,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,686.2 ,"Cibola County, NM",51.0,27044,27049,26921,26766,26675
30,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,408.6 ,"Los Alamos County, NM",,17817,18209,18742,18988,19369
6,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,23.9 ,"Los Alamos County, NM",,17817,18209,18742,18988,19369
24,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,738.6 ,"Los Alamos County, NM",,17817,18209,18742,18988,19369
43,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,389.6 ,"Lincoln County, NM",57.0,19352,19397,19468,19518,19572
11,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,44.5 ,"Lincoln County, NM",57.0,19352,19397,19468,19518,19572
33,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,648.4 ,"Lincoln County, NM",57.0,19352,19397,19468,19518,19572
10,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,376.9 ,"Catron County, NM",44.0,3476,3518,3553,3554,3527
8,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,665.8 ,"Catron County, NM",44.0,3476,3518,3553,3554,3527
9,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,341.5 ,"Mora County, NM",47.0,4609,4533,4530,4487,4521
7,New Mexico,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,556.8 ,"Mora County, NM",47.0,4609,4533,4530,4487,4521
5,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.2 ,"Orleans County, NY",60.0,41481,41247,40786,40655,40352
93,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,594.1 ,"Orleans County, NY",60.0,41481,41247,40786,40655,40352
29,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.5 ,"Orleans County, NY",60.0,41481,41247,40786,40655,40352
70,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,022.0 ","Orleans County, NY",60.0,41481,41247,40786,40655,40352
7,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.6 ,"Otsego County, NY",38.66666667,60504,60132,59920,59810,59493
126,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,477.7 ,"Otsego County, NY",38.66666667,60504,60132,59920,59810,59493
32,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.8 ,"Otsego County, NY",38.66666667,60504,60132,59920,59810,59493
101,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,830.8 ,"Otsego County, NY",38.66666667,60504,60132,59920,59810,59493
8,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.5 ,"Warren County, NY",27.0,64420,64438,64365,64215,63944
167,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,564.1 ,"Warren County, NY",27.0,64420,64438,64365,64215,63944
45,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.9 ,"Warren County, NY",27.0,64420,64438,64365,64215,63944
129,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,963.3 ,"Warren County, NY",27.0,64420,64438,64365,64215,63944
4,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.9 ,"Seneca County, NY",61.0,34801,34710,34246,34179,34016
78,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,556.1 ,"Seneca County, NY",61.0,34801,34710,34246,34179,34016
22,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.9 ,"Seneca County, NY",61.0,34801,34710,34246,34179,34016
60,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,956.1 ,"Seneca County, NY",61.0,34801,34710,34246,34179,34016
6,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.5 ,"Montgomery County, NY",57.0,49564,49169,49163,49394,49221
109,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,547.5 ,"Montgomery County, NY",57.0,49564,49169,49163,49394,49221
34,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.6 ,"Montgomery County, NY",57.0,49564,49169,49163,49394,49221
81,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,895.3 ,"Montgomery County, NY",57.0,49564,49169,49163,49394,49221
6,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.3 ,"Greene County, NY",61.0,47616,47494,47442,47381,47188
122,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,563.1 ,"Greene County, NY",61.0,47616,47494,47442,47381,47188
39,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.1 ,"Greene County, NY",61.0,47616,47494,47442,47381,47188
89,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,897.5 ,"Greene County, NY",61.0,47616,47494,47442,47381,47188
6,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.8 ,"Fulton County, NY",60.0,53801,53610,53802,53633,53383
122,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,542.7 ,"Fulton County, NY",60.0,53801,53610,53802,53633,53383
38,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.1 ,"Fulton County, NY",60.0,53801,53610,53802,53633,53383
90,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,898.5 ,"Fulton County, NY",60.0,53801,53610,53802,53633,53383
7,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.2 ,"Herkimer County, NY",57.0,62652,62436,62163,61713,61319
140,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,523.1 ,"Herkimer County, NY",57.0,62652,62436,62163,61713,61319
40,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.9 ,"Herkimer County, NY",57.0,62652,62436,62163,61713,61319
107,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,880.9 ,"Herkimer County, NY",57.0,62652,62436,62163,61713,61319
4,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.9 ,"Essex County, NY",18.0,37965,37671,37487,37288,36885
107,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,583.2 ,"Essex County, NY",18.0,37965,37671,37487,37288,36885
25,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.9 ,"Essex County, NY",18.0,37965,37671,37487,37288,36885
86,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,031.1 ","Essex County, NY",18.0,37965,37671,37487,37288,36885
13,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.7 ,"Chautauqua County, NY",61.0,130529,129206,128372,127472,126903
300,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,549.0 ,"Chautauqua County, NY",61.0,130529,129206,128372,127472,126903
82,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.4 ,"Chautauqua County, NY",61.0,130529,129206,128372,127472,126903
231,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,931.7 ,"Chautauqua County, NY",61.0,130529,129206,128372,127472,126903
23,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.6 ,"Niagara County, NY",56.0,212358,211554,210848,210060,209281
486,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,560.5 ,"Niagara County, NY",56.0,212358,211554,210848,210060,209281
138,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.5 ,"Niagara County, NY",56.0,212358,211554,210848,210060,209281
371,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,969.0 ,"Niagara County, NY",56.0,212358,211554,210848,210060,209281
4,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.0 ,"Delaware County, NY",57.33333333,45891,45393,45028,44526,44135
117,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,526.7 ,"Delaware County, NY",57.33333333,45891,45393,45028,44526,44135
28,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.7 ,"Delaware County, NY",57.33333333,45891,45393,45028,44526,44135
94,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,897.6 ,"Delaware County, NY",57.33333333,45891,45393,45028,44526,44135
10,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.9 ,"Steuben County, NY",59.0,97551,96958,96360,95860,95379
224,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,564.1 ,"Steuben County, NY",59.0,97551,96958,96360,95860,95379
63,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.9 ,"Steuben County, NY",59.0,97551,96958,96360,95860,95379
171,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,956.6 ,"Steuben County, NY",59.0,97551,96958,96360,95860,95379
6,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.5 ,"Washington County, NY",29.0,62246,61795,61559,61274,61204
147,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,576.9 ,"Washington County, NY",29.0,62246,61795,61559,61274,61204
42,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.1 ,"Washington County, NY",29.0,62246,61795,61559,61274,61204
111,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,980.4 ,"Washington County, NY",29.0,62246,61795,61559,61274,61204
156,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.4 ,"Bronx County, NY",54.66666667,1440005,1444417,1440625,1432087,1418207
1903,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,463.7 ,"Bronx County, NY",54.66666667,1440005,1444417,1440625,1432087,1418207
713,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.2 ,"Bronx County, NY",54.66666667,1440005,1444417,1440625,1432087,1418207
1346,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,759.3 ,"Bronx County, NY",54.66666667,1440005,1444417,1440625,1432087,1418207
18,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.4 ,"Broome County, NY",49.0,195928,194498,193100,191925,190488
417,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,522.8 ,"Broome County, NY",49.0,195928,194498,193100,191925,190488
119,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.9 ,"Broome County, NY",49.0,195928,194498,193100,191925,190488
316,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,863.2 ,"Broome County, NY",49.0,195928,194498,193100,191925,190488
6,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.0 ,"Genesee County, NY",,58462,58013,57798,57487,57280
130,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,545.4 ,"Genesee County, NY",,58462,58013,57798,57487,57280
39,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.0 ,"Genesee County, NY",,58462,58013,57798,57487,57280
97,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,910.3 ,"Genesee County, NY",,58462,58013,57798,57487,57280
22,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.7 ,"Oneida County, NY",56.66666667,231264,230375,230011,229474,228671
515,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,557.7 ,"Oneida County, NY",56.66666667,231264,230375,230011,229474,228671
139,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.1 ,"Oneida County, NY",56.66666667,231264,230375,230011,229474,228671
398,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,948.0 ,"Oneida County, NY",56.66666667,231264,230375,230011,229474,228671
5,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.7 ,"Chenango County, NY",,48772,48315,47805,47445,47207
110,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,535.1 ,"Chenango County, NY",,48772,48315,47805,47445,47207
29,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.2 ,"Chenango County, NY",,48772,48315,47805,47445,47207
86,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,925.6 ,"Chenango County, NY",,48772,48315,47805,47445,47207
16,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.7 ,"Rensselaer County, NY",59.33333333,159436,159294,159200,159283,158714
310,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,536.4 ,"Rensselaer County, NY",59.33333333,159436,159294,159200,159283,158714
92,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.7 ,"Rensselaer County, NY",59.33333333,159436,159294,159200,159283,158714
234,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,925.4 ,"Rensselaer County, NY",59.33333333,159436,159294,159200,159283,158714
12,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.7 ,"Oswego County, NY",55.0,119735,118895,118427,117515,117124
238,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,573.3 ,"Oswego County, NY",55.0,119735,118895,118427,117515,117124
80,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.0 ,"Oswego County, NY",55.0,119735,118895,118427,117515,117124
170,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,962.6 ,"Oswego County, NY",55.0,119735,118895,118427,117515,117124
5,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.6 ,"Franklin County, NY",59.0,50540,51081,50465,50279,50022
102,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,558.2 ,"Franklin County, NY",59.0,50540,51081,50465,50279,50022
31,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.7 ,"Franklin County, NY",59.0,50540,51081,50465,50279,50022
76,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,958.3 ,"Franklin County, NY",59.0,50540,51081,50465,50279,50022
