,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",County_State
2283,71,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,567.4 ,"Tippah County, MS"
2284,61,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,437.8 ,"Tippah County, MS"
2285,175,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,566.6 ,"Hancock County, MS"
2286,140,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,437.2 ,"Hancock County, MS"
2287,598,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,564.0 ,"Harrison County, MS"
2288,533,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,446.4 ,"Harrison County, MS"
2289,196,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,562.6 ,"Pearl River County, MS"
2290,174,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,471.9 ,"Pearl River County, MS"
2291,43,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,562.3 ,"Carroll County, MS"
2292,30,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,362.6 ,"Carroll County, MS"
2293,62,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,559.5 ,"Jasper County, MS"
2294,46,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,406.1 ,"Jasper County, MS"
2295,172,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,553.7 ,"Lowndes County, MS"
2296,160,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,418.5 ,"Lowndes County, MS"
2297,85,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,553.2 ,"Union County, MS"
2298,76,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,429.4 ,"Union County, MS"
2299,267,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,552.6 ,"Madison County, MS"
2300,259,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,439.3 ,"Madison County, MS"
2301,211,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,552.4 ,"Jones County, MS"
2302,177,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,397.5 ,"Jones County, MS"
2303,38,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,552.4 ,"Montgomery County, MS"
2304,34,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,437.9 ,"Montgomery County, MS"
2305,43,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,551.6 ,"Lawrence County, MS"
2306,34,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,418.4 ,"Lawrence County, MS"
2307,56,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,549.9 ,"Smith County, MS"
2308,39,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,363.3 ,"Smith County, MS"
2309,65,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,549.1 ,"Wayne County, MS"
2310,49,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,368.7 ,"Wayne County, MS"
2311,77,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,546.5 ,"Itawamba County, MS"
2312,64,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,426.1 ,"Itawamba County, MS"
2313,76,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,546.1 ,"Leflore County, MS"
2314,84,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,475.6 ,"Leflore County, MS"
2315,57,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,545.4 ,"Clarke County, MS"
2316,42,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,358.7 ,"Clarke County, MS"
2317,47,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,545.3 ,"Calhoun County, MS"
2318,43,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,427.5 ,"Calhoun County, MS"
2319,41,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,545.2 ,"Jefferson Davis County, MS"
2320,42,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,474.8 ,"Jefferson Davis County, MS"
2321,57,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,538.4 ,"Stone County, MS"
2322,43,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.7 ,"Stone County, MS"
2323,32,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,537.5 ,"Webster County, MS"
2324,28,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.6 ,"Webster County, MS"
2325,106,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,531.0 ,"Adams County, MS"
2326,91,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,410.6 ,"Adams County, MS"
2327,89,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,530.7 ,"Copiah County, MS"
2328,79,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,423.0 ,"Copiah County, MS"
2329,438,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,529.7 ,"DeSoto County, MS"
2330,415,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,422.4 ,"DeSoto County, MS"
2331,62,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,528.1 ,"Attala County, MS"
2332,54,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.0 ,"Attala County, MS"
2333,421,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,522.4 ,"Jackson County, MS"
2334,368,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,419.4 ,"Jackson County, MS"
2335,103,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,521.2 ,"Lincoln County, MS"
2336,96,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,415.3 ,"Lincoln County, MS"
2337,83,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,520.5 ,"Simpson County, MS"
2338,75,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.3 ,"Simpson County, MS"
2339,96,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,513.8 ,"Oktibbeha County, MS"
2340,79,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,356.4 ,"Oktibbeha County, MS"
2341,81,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,513.0 ,"Tate County, MS"
2342,72,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.9 ,"Tate County, MS"
2343,400,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,511.1 ,"Rankin County, MS"
2344,380,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.3 ,"Rankin County, MS"
2345,15,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,507.9 ,"Sharkey County, MS"
2346,13,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,401.4 ,"Sharkey County, MS"
2347,219,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,507.4 ,"Lauderdale County, MS"
2348,185,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,369.2 ,"Lauderdale County, MS"
2349,79,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.8 ,"Neshoba County, MS"
2350,71,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,392.1 ,"Neshoba County, MS"
2351,147,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,500.8 ,"Lamar County, MS"
2352,132,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,387.1 ,"Lamar County, MS"
2353,46,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,494.6 ,"Amite County, MS"
2354,41,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,402.3 ,"Amite County, MS"
2355,127,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.2 ,"Warren County, MS"
2356,121,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,397.7 ,"Warren County, MS"
2357,109,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,490.1 ,"Alcorn County, MS"
2358,102,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,416.0 ,"Alcorn County, MS"
2359,112,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,489.6 ,"Lafayette County, MS"
2360,92,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,344.1 ,"Lafayette County, MS"
2361,29,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.0 ,"Choctaw County, MS"
2362,26,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.6 ,"Choctaw County, MS"
2363,56,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,483.5 ,"Winston County, MS"
2364,52,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,388.2 ,"Winston County, MS"
2365,59,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,478.8 ,"Leake County, MS"
2366,64,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,446.1 ,"Leake County, MS"
2367,26,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,470.0 ,"Benton County, MS"
2368,20,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,344.6 ,"Benton County, MS"
2369,30,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,467.5 ,"Kemper County, MS"
2370,20,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,304.7 ,"Kemper County, MS"
2371,33,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,423.2 ,"Greene County, MS"
2372,30,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,421.2 ,"Greene County, MS"
2373,54,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,418.7 ,"George County, MS"
2374,52,Mississippi,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,382.1 ,"George County, MS"
2375,53,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,640.5 ,"Mississippi County, MO"
2376,43,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,472.1 ,"Mississippi County, MO"
2377,49,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,601.9 ,"Montgomery County, MO"
2378,43,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,504.3 ,"Montgomery County, MO"
2379,44,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,594.4 ,"Iron County, MO"
2380,35,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,457.9 ,"Iron County, MO"
2381,99,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,592.3 ,"Marion County, MO"
2382,100,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,536.0 ,"Marion County, MO"
2383,46,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,582.1 ,"Madison County, MO"
2384,41,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,480.8 ,"Madison County, MO"
2385,132,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,579.7 ,"Scott County, MO"
2386,117,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,448.1 ,"Scott County, MO"
2387,101,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,568.3 ,"Dunklin County, MO"
2388,85,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.9 ,"Dunklin County, MO"
2389,66,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,568.2 ,"Dallas County, MO"
2390,47,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,397.1 ,"Dallas County, MO"
2391,220,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,563.7 ,"St. Francois County, MO"
2392,202,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,499.7 ,"St. Francois County, MO"
2393,37,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,558.7 ,"Monroe County, MO"
2394,25,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,383.2 ,"Monroe County, MO"
2395,87,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,548.9 ,"Morgan County, MO"
2396,70,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,459.4 ,"Morgan County, MO"
2397,32,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,548.2 ,"Harrison County, MO"
2398,27,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,422.0 ,"Harrison County, MO"
2399,76,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,545.7 ,"Audrain County, MO"
2400,80,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,446.5 ,"Audrain County, MO"
2401,104,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,544.9 ,"Stoddard County, MO"
2402,98,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,466.6 ,"Stoddard County, MO"
2403,334,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,534.9 ,"Jasper County, MO"
2404,324,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.7 ,"Jasper County, MO"
2405,84,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,534.1 ,"Crawford County, MO"
2406,84,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,512.9 ,"Crawford County, MO"
2407,59,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,532.7 ,"New Madrid County, MO"
2408,54,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,427.7 ,"New Madrid County, MO"
2409,127,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,531.8 ,"Pettis County, MO"
2410,119,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,435.1 ,"Pettis County, MO"
2411,14,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,530.2 ,"Mercer County, MO"
2412,11,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,388.9 ,"Mercer County, MO"
2413,82,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,528.0 ,"Henry County, MO"
2414,76,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,475.3 ,"Henry County, MO"
2415,93,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,527.7 ,"Pulaski County, MO"
2416,92,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,448.4 ,"Pulaski County, MO"
2417,22,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,524.4 ,"Shelby County, MO"
2418,23,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,513.6 ,"Shelby County, MO"
2419,75,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.0 ,"Ray County, MO"
2420,63,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.4 ,"Ray County, MO"
2421,44,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,518.1 ,"Osage County, MO"
2422,38,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,439.0 ,"Osage County, MO"
2423,322,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,517.8 ,"Franklin County, MO"
2424,321,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,476.3 ,"Franklin County, MO"
2425,97,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,515.2 ,"Benton County, MO"
2426,75,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,424.9 ,"Benton County, MO"
2427,634,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,514.1 ,"Jefferson County, MO"
2428,608,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,451.0 ,"Jefferson County, MO"
2429,61,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,511.6 ,"Perry County, MO"
2430,54,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,415.3 ,"Perry County, MO"
2431,110,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,510.9 ,"Laclede County, MO"
2432,97,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.5 ,"Laclede County, MO"
2433,148,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,508.6 ,"Lincoln County, MO"
2434,144,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,468.6 ,"Lincoln County, MO"
2435,247,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,507.2 ,"Buchanan County, MO"
2436,250,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,457.9 ,"Buchanan County, MO"
2437,2909,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,506.6 ,"St. Louis County, MO"
2438,3168,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.5 ,"St. Louis County, MO"
2439,217,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,504.8 ,"Cole County, MO"
2440,198,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,415.6 ,"Cole County, MO"
2441,53,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,501.7 ,"Macon County, MO"
2442,49,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,439.8 ,"Macon County, MO"
2443,67,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,498.4 ,"Clinton County, MO"
2444,65,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,490.0 ,"Clinton County, MO"
2445,40,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,497.7 ,"Barton County, MO"
2446,33,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,402.5 ,"Barton County, MO"
2447,56,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,496.1 ,"Andrew County, MO"
2448,46,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,395.8 ,"Andrew County, MO"
2449,132,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,495.3 ,"Butler County, MO"
2450,128,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,425.3 ,"Butler County, MO"
2451,1020,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,495.1 ,"St. Charles County, MO"
2452,1027,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,435.8 ,"St. Charles County, MO"
2453,41,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,490.2 ,"Linn County, MO"
2454,38,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.7 ,"Linn County, MO"
2455,71,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,489.6 ,"Randolph County, MO"
2456,66,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,421.3 ,"Randolph County, MO"
2457,104,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,489.2 ,"Webster County, MO"
2458,91,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,396.6 ,"Webster County, MO"
2459,129,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.7 ,"Callaway County, MO"
2460,115,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,426.2 ,"Callaway County, MO"
2461,103,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.6 ,"Lafayette County, MO"
2462,102,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.3 ,"Lafayette County, MO"
2463,581,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,487.6 ,"Clay County, MO"
2464,629,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.6 ,"Clay County, MO"
2465,207,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,487.1 ,"Cape Girardeau County, MO"
2466,215,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,435.5 ,"Cape Girardeau County, MO"
2467,60,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,485.7 ,"Ste. Genevieve County, MO"
2468,49,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.6 ,"Ste. Genevieve County, MO"
2469,27,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,478.6 ,"Dade County, MO"
2470,20,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,362.6 ,"Dade County, MO"
2471,77,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,477.9 ,"Miller County, MO"
2472,73,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,435.2 ,"Miller County, MO"
2473,16,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,477.5 ,"Holt County, MO"
2474,14,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,379.6 ,"Holt County, MO"
2475,51,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.4 ,"Wayne County, MO"
2476,44,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,438.4 ,"Wayne County, MO"
2477,24,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.1 ,"Clark County, MO"
2478,18,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,386.2 ,"Clark County, MO"
2479,74,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.0 ,"Washington County, MO"
2480,70,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,443.8 ,"Washington County, MO"
2481,1689,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,475.4 ,"Jackson County, MO"
2482,1862,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,436.5 ,"Jackson County, MO"
2483,56,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,475.1 ,"Wright County, MO"
2484,58,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,454.3 ,"Wright County, MO"
2485,56,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,474.3 ,"Pike County, MO"
2486,52,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,465.5 ,"Pike County, MO"
2487,36,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,473.5 ,"Ralls County, MO"
2488,31,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,430.3 ,"Ralls County, MO"
2489,42,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,471.6 ,"Livingston County, MO"
2490,44,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,397.9 ,"Livingston County, MO"
2491,116,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,467.7 ,"Phelps County, MO"
2492,118,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,441.6 ,"Phelps County, MO"
2493,28,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,464.9 ,"Chariton County, MO"
2494,26,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,438.9 ,"Chariton County, MO"
2495,349,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,464.7 ,"Boone County, MO"
2496,358,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.1 ,"Boone County, MO"
2497,39,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,464.4 ,"St. Clair County, MO"
2498,26,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,320.8 ,"St. Clair County, MO"
2499,29,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,463.9 ,"Carroll County, MO"
2500,28,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.9 ,"Carroll County, MO"
2501,62,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,463.8 ,"McDonald County, MO"
2502,54,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,399.1 ,"McDonald County, MO"
2503,49,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,462.6 ,"Cooper County, MO"
2504,54,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,488.3 ,"Cooper County, MO"
2505,19,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,462.1 ,"Carter County, MO"
2506,19,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,427.4 ,"Carter County, MO"
2507,29,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,460.3 ,"Howard County, MO"
2508,23,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,344.2 ,"Howard County, MO"
2509,116,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,460.1 ,"Johnson County, MO"
2510,116,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,446.7 ,"Johnson County, MO"
2511,697,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,457.6 ,"Greene County, MO"
2512,697,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,388.6 ,"Greene County, MO"
2513,51,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,457.1 ,"Gasconade County, MO"
2514,51,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,457.8 ,"Gasconade County, MO"
2515,98,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,455.7 ,"Warren County, MO"
2516,99,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,448.4 ,"Warren County, MO"
2517,135,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,454.9 ,"Stone County, MO"
2518,100,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,347.8 ,"Stone County, MO"
2519,38,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,453.6 ,"Bollinger County, MO"
2520,31,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,379.0 ,"Bollinger County, MO"
2521,18,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,453.2 ,"Atchison County, MO"
2522,12,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,319.3 ,"Atchison County, MO"
2523,109,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,452.9 ,"Lawrence County, MO"
2524,108,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,430.7 ,"Lawrence County, MO"
2525,205,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,451.9 ,"Christian County, MO"
2526,202,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,394.8 ,"Christian County, MO"
2527,113,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,451.8 ,"Barry County, MO"
2528,94,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,365.8 ,"Barry County, MO"
2529,42,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,451.3 ,"Pemiscot County, MO"
