,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",Recent 5-Year Trend in Incidence Rates,County_State
4884,103,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,444.9 ",0.2 ,"Dallas County, MO"
4885,47,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,249.2 ,1.9 ,"Dallas County, MO"
4886,66,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,047.8 ",-0.5 ,"Dallas County, MO"
4887,7,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,108.3 ,1.1 ,"Montgomery County, MO"
4888,85,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,685.3 ",0.2 ,"Montgomery County, MO"
4889,39,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,286.4 ,1.7 ,"Montgomery County, MO"
4890,53,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,331.3 ",-0.3 ,"Montgomery County, MO"
4891,67,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,108.3 ,0.6 ,"Cass County, MO"
4892,486,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,303.6 ",-0.7 ,"Cass County, MO"
4893,243,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,226.1 ,-5.0 ,"Cass County, MO"
4894,310,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,897.9 ",-0.8 ,"Cass County, MO"
4895,151,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,108.0 ,0.6 ,"Jefferson County, MO"
4896,1092,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,447.6 ",-0.5 ,"Jefferson County, MO"
4897,594,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,237.9 ,0.0 ,"Jefferson County, MO"
4898,648,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,127.3 ",-2.1 ,"Jefferson County, MO"
4899,45,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.9 ,1.9 ,"St. Francois County, MO"
4900,376,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,607.6 ",0.4 ,"St. Francois County, MO"
4901,185,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,263.2 ,-2.6 ,"St. Francois County, MO"
4902,237,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,305.1 ",0.2 ,"St. Francois County, MO"
4903,12,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.7 ,2.1 ,"Adair County, MO"
4904,98,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,266.1 ",-0.8 ,"Adair County, MO"
4905,46,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,229.7 ,1.2 ,"Adair County, MO"
4906,64,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,785.6 ",-1.4 ,"Adair County, MO"
4907,7,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.1 ,2.1 ,"Wayne County, MO"
4908,88,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,364.1 ",-9.4 ,"Wayne County, MO"
4909,39,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,252.6 ,0.5 ,"Wayne County, MO"
4910,56,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,838.0 ",-15.5 ,"Wayne County, MO"
4911,16,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,106.6 ,1.2 ,"Washington County, MO"
4912,128,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,379.7 ",-0.6 ,"Washington County, MO"
4913,68,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,243.9 ,0.8 ,"Washington County, MO"
4914,76,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,937.5 ",-1.2 ,"Washington County, MO"
4915,448,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,106.6 ,0.1 ,"Jackson County, MO"
4916,3099,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,352.1 ",-3.0 ,"Jackson County, MO"
4917,1681,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,236.5 ,-0.2 ,"Jackson County, MO"
4918,1870,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,924.8 ",-0.8 ,"Jackson County, MO"
4919,11,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,106.0 ,1.4 ,"Ste. Genevieve County, MO"
4920,99,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,319.5 ",0.9 ,"Ste. Genevieve County, MO"
4921,50,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,236.2 ,1.5 ,"Ste. Genevieve County, MO"
4922,60,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,859.1 ",0.4 ,"Ste. Genevieve County, MO"
4923,19,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,105.3 ,0.6 ,"Lafayette County, MO"
4924,186,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,413.9 ",0.3 ,"Lafayette County, MO"
4925,86,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,243.8 ,0.5 ,"Lafayette County, MO"
4926,119,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,998.0 ",0.2 ,"Lafayette County, MO"
4927,74,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,105.1 ,0.1 ,"Jasper County, MO"
4928,584,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,482.1 ",0.7 ,"Jasper County, MO"
4929,286,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,246.4 ,0.7 ,"Jasper County, MO"
4930,372,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,129.4 ",0.5 ,"Jasper County, MO"
4931,8,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.9 ,1.1 ,"Gasconade County, MO"
4932,93,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,349.0 ",-1.0 ,"Gasconade County, MO"
4933,42,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,246.5 ,0.6 ,"Gasconade County, MO"
4934,59,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,849.4 ",-1.8 ,"Gasconade County, MO"
4935,31,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.6 ,1.4 ,"Taney County, MO"
4936,285,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,215.5 ",2.5 ,"Taney County, MO"
4937,119,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,215.1 ,-0.1 ,"Taney County, MO"
4938,197,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,758.1 ",-1.7 ,"Taney County, MO"
4939,8,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.5 ,-1.2 ,"Ripley County, MO"
4940,81,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,378.1 ",-0.5 ,"Ripley County, MO"
4941,35,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,232.1 ,-0.9 ,"Ripley County, MO"
4942,54,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,995.8 ",-0.2 ,"Ripley County, MO"
4943,20,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.0 ,1.0 ,"Warren County, MO"
4944,177,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,349.4 ",-0.2 ,"Warren County, MO"
4945,90,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,240.1 ,1.0 ,"Warren County, MO"
4946,107,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,885.5 ",-0.9 ,"Warren County, MO"
4947,4,*,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.7 ,*,"Gentry County, MO"
4948,33,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,206.4 ",-0.5 ,"Gentry County, MO"
4949,14,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,210.2 ,0.9 ,"Gentry County, MO"
4950,23,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,767.3 ",-1.0 ,"Gentry County, MO"
4951,105,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.4 ,0.0 ,"Boone County, MO"
4952,602,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,291.9 ",-1.1 ,"Boone County, MO"
4953,332,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,213.6 ,-0.5 ,"Boone County, MO"
4954,376,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,931.6 ",-1.2 ,"Boone County, MO"
4955,11,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.0 ,-0.6 ,"New Madrid County, MO"
4956,103,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,443.3 ",-0.3 ,"New Madrid County, MO"
4957,50,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,253.3 ,-0.6 ,"New Madrid County, MO"
4958,63,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,983.3 ",-0.2 ,"New Madrid County, MO"
4959,24,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,101.9 ,-0.5 ,"Pettis County, MO"
4960,222,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,460.6 ",-0.4 ,"Pettis County, MO"
4961,105,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,239.4 ,0.2 ,"Pettis County, MO"
4962,142,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,114.5 ",-0.8 ,"Pettis County, MO"
4963,25,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,101.7 ,0.1 ,"Butler County, MO"
4964,235,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,389.1 ",-0.6 ,"Butler County, MO"
4965,114,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,250.2 ,0.0 ,"Butler County, MO"
4966,146,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,883.1 ",-1.0 ,"Butler County, MO"
4967,28,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,101.4 ,0.7 ,"Johnson County, MO"
4968,203,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,367.2 ",-0.2 ,"Johnson County, MO"
4969,104,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,225.5 ,0.5 ,"Johnson County, MO"
4970,127,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,003.4 ",-0.6 ,"Johnson County, MO"
4971,23,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.8 ,-0.1 ,"Phelps County, MO"
4972,211,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,370.5 ",-0.7 ,"Phelps County, MO"
4973,100,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,237.5 ,-0.6 ,"Phelps County, MO"
4974,134,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,925.7 ",-0.7 ,"Phelps County, MO"
4975,10,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.7 ,0.7 ,"Andrew County, MO"
4976,92,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,328.0 ",0.2 ,"Andrew County, MO"
4977,44,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,229.1 ,0.7 ,"Andrew County, MO"
4978,58,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,897.5 ",-0.2 ,"Andrew County, MO"
4979,3,*,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.4 ,*,"Reynolds County, MO"
4980,36,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,176.8 ",-1.0 ,"Reynolds County, MO"
4981,14,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,195.4 ,-0.1 ,"Reynolds County, MO"
4982,25,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,786.0 ",-1.2 ,"Reynolds County, MO"
4983,53,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.2 ,-1.3 ,"Christian County, MO"
4984,355,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,258.5 ",-1.3 ,"Christian County, MO"
4985,175,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,206.0 ,-1.2 ,"Christian County, MO"
4986,233,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,891.0 ",-1.4 ,"Christian County, MO"
4987,6,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.7 ,0.2 ,"Oregon County, MO"
4988,46,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,911.9 ,-1.2 ,"Oregon County, MO"
4989,21,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,185.7 ,-0.3 ,"Oregon County, MO"
4990,31,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,270.4 ",-1.3 ,"Oregon County, MO"
4991,29,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.2 ,-1.0 ,"Pulaski County, MO"
4992,156,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,475.2 ",-1.1 ,"Pulaski County, MO"
4993,97,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,254.0 ,-0.2 ,"Pulaski County, MO"
4994,88,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,024.5 ",-1.9 ,"Pulaski County, MO"
4995,16,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.9 ,-0.3 ,"Randolph County, MO"
4996,121,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,372.3 ",-0.6 ,"Randolph County, MO"
4997,63,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,240.9 ,0.0 ,"Randolph County, MO"
4998,74,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,885.3 ",-1.0 ,"Randolph County, MO"
4999,163,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.7 ,-0.4 ,"Greene County, MO"
5000,1230,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,246.8 ",-1.3 ,"Greene County, MO"
5001,581,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,212.4 ,-0.6 ,"Greene County, MO"
5002,813,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,810.1 ",-1.6 ,"Greene County, MO"
5003,4,*,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.5 ,*,"Sullivan County, MO"
5004,28,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,074.7 ",-1.3 ,"Sullivan County, MO"
5005,13,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,196.0 ,-1.6 ,"Sullivan County, MO"
5006,19,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,543.1 ",8.5 ,"Sullivan County, MO"
5007,22,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,96.3 ,0.9 ,"Webster County, MO"
5008,173,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,343.2 ",-0.3 ,"Webster County, MO"
5009,87,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,223.6 ,0.4 ,"Webster County, MO"
5010,108,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,931.9 ",-0.6 ,"Webster County, MO"
5011,61,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,96.2 ,-0.3 ,"Platte County, MO"
5012,424,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,329.7 ",-0.6 ,"Platte County, MO"
5013,230,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,217.7 ,-0.2 ,"Platte County, MO"
5014,256,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,944.8 ",-0.8 ,"Platte County, MO"
5015,20,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,95.4 ,-0.5 ,"Lawrence County, MO"
5016,197,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,343.9 ",-0.3 ,"Lawrence County, MO"
5017,83,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,214.9 ,-0.4 ,"Lawrence County, MO"
5018,134,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,988.9 ",-0.4 ,"Lawrence County, MO"
5019,26,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,95.0 ,-0.7 ,"Callaway County, MO"
5020,219,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,392.6 ",-0.4 ,"Callaway County, MO"
5021,109,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,227.6 ,0.2 ,"Callaway County, MO"
5022,135,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,005.3 ",-0.9 ,"Callaway County, MO"
5023,14,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,94.7 ,-1.7 ,"Stone County, MO"
5024,221,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,195.4 ",1.5 ,"Stone County, MO"
5025,74,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,201.0 ,-0.7 ,"Stone County, MO"
5026,161,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,765.5 ",-1.8 ,"Stone County, MO"
5027,8,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,94.3 ,0.8 ,"Bates County, MO"
5028,81,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,206.6 ",-1.6 ,"Bates County, MO"
5029,36,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,206.9 ,-0.5 ,"Bates County, MO"
5030,54,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,749.6 ",-1.7 ,"Bates County, MO"
5031,15,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,93.7 ,-0.2 ,"Polk County, MO"
5032,131,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,084.1 ",-2.2 ,"Polk County, MO"
5033,55,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,183.2 ,-2.1 ,"Polk County, MO"
5034,92,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,641.8 ",-1.8 ,"Polk County, MO"
5035,4,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,93.4 ,0.2 ,"Ozark County, MO"
5036,55,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,091.4 ",-1.2 ,"Ozark County, MO"
5037,21,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,201.3 ,0.4 ,"Ozark County, MO"
5038,38,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,519.5 ",-1.9 ,"Ozark County, MO"
5039,9,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,93.0 ,2.3 ,"Pemiscot County, MO"
5040,77,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,253.8 ",0.4 ,"Pemiscot County, MO"
5041,36,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,209.7 ,2.0 ,"Pemiscot County, MO"
5042,50,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,814.5 ",-0.3 ,"Pemiscot County, MO"
5043,11,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,91.1 ,-0.1 ,"Saline County, MO"
5044,120,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,349.3 ",-1.7 ,"Saline County, MO"
5045,57,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,236.1 ,-0.1 ,"Saline County, MO"
5046,74,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,830.1 ",-2.4 ,"Saline County, MO"
5047,4,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,91.0 ,-1.0 ,"Shannon County, MO"
5048,34,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,916.5 ,-1.9 ,"Shannon County, MO"
5049,15,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,173.6 ,-1.6 ,"Shannon County, MO"
5050,23,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,314.8 ",-2.3 ,"Shannon County, MO"
5051,21,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,90.6 ,0.5 ,"Howell County, MO"
5052,178,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,102.6 ",-1.8 ,"Howell County, MO"
5053,77,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,190.8 ,-1.2 ,"Howell County, MO"
5054,121,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,605.4 ",-1.7 ,"Howell County, MO"
5055,8,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,89.9 ,-0.4 ,"Mississippi County, MO"
5056,89,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,744.7 ",1.0 ,"Mississippi County, MO"
5057,39,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,270.6 ,0.3 ,"Mississippi County, MO"
5058,57,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,449.2 ",1.2 ,"Mississippi County, MO"
5059,5,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,89.7 ,-1.5 ,"Barton County, MO"
5060,67,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,363.0 ",0.3 ,"Barton County, MO"
5061,31,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,234.3 ,0.0 ,"Barton County, MO"
5062,42,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,864.7 ",-0.2 ,"Barton County, MO"
5063,5,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,88.4 ,1.6 ,"Carroll County, MO"
5064,53,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,341.4 ",-0.5 ,"Carroll County, MO"
5065,18,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,188.2 ,-1.9 ,"Carroll County, MO"
5066,40,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,128.7 ",0.9 ,"Carroll County, MO"
5067,9,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,88.3 ,1.1 ,"Nodaway County, MO"
5068,88,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,245.5 ",-0.3 ,"Nodaway County, MO"
5069,36,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,190.8 ,0.0 ,"Nodaway County, MO"
5070,61,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,900.7 ",-0.2 ,"Nodaway County, MO"
5071,30,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,87.6 ,-1.3 ,"Newton County, MO"
5072,279,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,253.4 ",-0.1 ,"Newton County, MO"
5073,121,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,195.7 ,-0.5 ,"Newton County, MO"
5074,188,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,882.9 ",-0.1 ,"Newton County, MO"
5075,10,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,87.4 ,-0.3 ,"Vernon County, MO"
5076,104,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,260.4 ",-0.7 ,"Vernon County, MO"
5077,44,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,202.7 ,-0.4 ,"Vernon County, MO"
5078,70,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,846.3 ",-0.6 ,"Vernon County, MO"
5079,12,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,87.3 ,-1.0 ,"Texas County, MO"
5080,132,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,197.0 ",-1.2 ,"Texas County, MO"
5081,55,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,198.1 ,-1.1 ,"Texas County, MO"
5082,90,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,745.6 ",-1.3 ,"Texas County, MO"
5083,18,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,83.6 ,-1.3 ,"Camden County, MO"
5084,317,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,281.5 ",-1.0 ,"Camden County, MO"
5085,116,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,208.9 ,-0.3 ,"Camden County, MO"
5086,220,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,832.9 ",-1.5 ,"Camden County, MO"
5087,9,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,83.5 ,-0.9 ,"Perry County, MO"
