,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",County_State
3764,18,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.6 ,"Ray County, MO"
3765,42,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,047.2 ","Ray County, MO"
3766,5,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,26.8 ,"Stoddard County, MO"
3767,83,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,669.4 ,"Stoddard County, MO"
3768,25,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,75.3 ,"Stoddard County, MO"
3769,63,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,096.7 ","Stoddard County, MO"
3770,3,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,26.5 ,"Clinton County, MO"
3771,49,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,600.0 ,"Clinton County, MO"
3772,15,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.9 ,"Clinton County, MO"
3773,37,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,021.7 ","Clinton County, MO"
3774,4,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,24.4 ,"Dunklin County, MO"
3775,86,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,736.0 ,"Dunklin County, MO"
3776,27,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,82.1 ,"Dunklin County, MO"
3777,63,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,182.0 ","Dunklin County, MO"
3778,5,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,23.5 ,"Laclede County, MO"
3779,85,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,633.4 ,"Laclede County, MO"
3780,28,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,70.3 ,"Laclede County, MO"
3781,62,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,033.9 ","Laclede County, MO"
3782,5,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,23.0 ,"Webster County, MO"
3783,74,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,579.6 ,"Webster County, MO"
3784,26,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.2 ,"Webster County, MO"
3785,53,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,954.8 ,"Webster County, MO"
3786,8,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.9 ,"Newton County, MO"
3787,137,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,614.9 ,"Newton County, MO"
3788,41,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.2 ,"Newton County, MO"
3789,104,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,045.5 ","Newton County, MO"
3790,3,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.4 ,"Stone County, MO"
3791,92,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,490.8 ,"Stone County, MO"
3792,24,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.1 ,"Stone County, MO"
3793,71,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,807.0 ,"Stone County, MO"
3794,4,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.2 ,"Randolph County, MO"
3795,64,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,726.7 ,"Randolph County, MO"
3796,22,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,80.0 ,"Randolph County, MO"
3797,46,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,163.0 ","Randolph County, MO"
3798,9,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.0 ,"St. Francois County, MO"
3799,170,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,727.1 ,"St. Francois County, MO"
3800,60,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,80.9 ,"St. Francois County, MO"
3801,120,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,156.6 ","St. Francois County, MO"
3802,5,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.8 ,"Phelps County, MO"
3803,86,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,547.3 ,"Phelps County, MO"
3804,27,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.4 ,"Phelps County, MO"
3805,64,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,904.2 ,"Phelps County, MO"
3806,3,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.9 ,"Audrain County, MO"
3807,63,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,651.0 ,"Audrain County, MO"
3808,17,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.0 ,"Audrain County, MO"
3809,49,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,128.3 ","Audrain County, MO"
3810,5,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.2 ,"Pettis County, MO"
3811,95,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,615.8 ,"Pettis County, MO"
3812,33,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,70.4 ,"Pettis County, MO"
3813,66,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,975.6 ,"Pettis County, MO"
3814,4,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.0 ,"Lawrence County, MO"
3815,87,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,582.1 ,"Lawrence County, MO"
3816,24,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.4 ,"Lawrence County, MO"
3817,68,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,991.0 ,"Lawrence County, MO"
3818,10,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.7 ,"Buchanan County, MO"
3819,186,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,594.3 ,"Buchanan County, MO"
3820,63,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.6 ,"Buchanan County, MO"
3821,133,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,965.4 ,"Buchanan County, MO"
3822,12,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.1 ,"Franklin County, MO"
3823,211,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,550.0 ,"Franklin County, MO"
3824,66,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.2 ,"Franklin County, MO"
3825,157,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,937.5 ,"Franklin County, MO"
3826,8,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.9 ,"Cape Girardeau County, MO"
3827,153,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,543.3 ,"Cape Girardeau County, MO"
3828,49,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.2 ,"Cape Girardeau County, MO"
3829,112,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,873.2 ,"Cape Girardeau County, MO"
3830,6,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.7 ,"Lincoln County, MO"
3831,101,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,604.2 ,"Lincoln County, MO"
3832,36,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.2 ,"Lincoln County, MO"
3833,71,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,039.6 ","Lincoln County, MO"
3834,4,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.1 ,"Howell County, MO"
3835,108,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,659.6 ,"Howell County, MO"
3836,27,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.5 ,"Howell County, MO"
3837,85,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,121.9 ","Howell County, MO"
3838,4,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.1 ,"Butler County, MO"
3839,119,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,695.4 ,"Butler County, MO"
3840,32,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.4 ,"Butler County, MO"
3841,91,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,167.1 ","Butler County, MO"
3842,67,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.0 ,"Jackson County, MO"
3843,1263,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,551.5 ,"Jackson County, MO"
3844,445,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.1 ,"Jackson County, MO"
3845,884,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,895.9 ,"Jackson County, MO"
3846,11,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.0 ,"Jasper County, MO"
3847,247,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,620.4 ,"Jasper County, MO"
3848,79,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.5 ,"Jasper County, MO"
3849,180,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,009.1 ","Jasper County, MO"
3850,87,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.0 ,"St. Louis County, MO"
3851,2024,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,520.6 ,"St. Louis County, MO"
3852,547,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.8 ,"St. Louis County, MO"
3853,1563,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,893.6 ,"St. Louis County, MO"
3854,3,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.9 ,"Scott County, MO"
3855,89,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,603.2 ,"Scott County, MO"
3856,27,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.9 ,"Scott County, MO"
3857,65,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,975.8 ,"Scott County, MO"
3858,23,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.7 ,"Clay County, MO"
3859,394,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,537.7 ,"Clay County, MO"
3860,118,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.6 ,"Clay County, MO"
3861,299,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,944.7 ,"Clay County, MO"
3862,24,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.5 ,"Greene County, MO"
3863,537,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,533.9 ,"Greene County, MO"
3864,161,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.8 ,"Greene County, MO"
3865,400,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,871.5 ,"Greene County, MO"
3866,4,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.3 ,"Taney County, MO"
3867,119,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,502.4 ,"Taney County, MO"
3868,31,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.0 ,"Taney County, MO"
3869,93,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,827.7 ,"Taney County, MO"
3870,20,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.3 ,"Jefferson County, MO"
3871,445,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,621.6 ,"Jefferson County, MO"
3872,148,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.2 ,"Jefferson County, MO"
3873,317,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,066.4 ","Jefferson County, MO"
3874,9,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.1 ,"Cass County, MO"
3875,206,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,544.8 ,"Cass County, MO"
3876,59,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.6 ,"Cass County, MO"
3877,156,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,929.1 ,"Cass County, MO"
3878,7,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.3 ,"Christian County, MO"
3879,144,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,519.0 ,"Christian County, MO"
3880,41,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,44.3 ,"Christian County, MO"
3881,110,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,904.6 ,"Christian County, MO"
3882,13,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.9 ,"Boone County, MO"
3883,225,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,488.3 ,"Boone County, MO"
3884,70,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.2 ,"Boone County, MO"
3885,169,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,850.0 ,"Boone County, MO"
3886,32,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.8 ,"St. Charles County, MO"
3887,639,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,496.7 ,"St. Charles County, MO"
3888,195,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,43.4 ,"St. Charles County, MO"
3889,476,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,859.3 ,"St. Charles County, MO"
3890,4,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.6 ,"Johnson County, MO"
3891,81,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,547.5 ,"Johnson County, MO"
3892,21,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,40.7 ,"Johnson County, MO"
3893,64,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,987.5 ,"Johnson County, MO"
3894,6,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.9 ,"Cole County, MO"
3895,133,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,493.9 ,"Cole County, MO"
3896,46,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.7 ,"Cole County, MO"
3897,93,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,783.8 ,"Cole County, MO"
3898,7,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,10.9 ,"Platte County, MO"
3899,148,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,474.7 ,"Platte County, MO"
3900,45,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,40.2 ,"Platte County, MO"
3901,110,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,822.4 ,"Platte County, MO"
3902,47,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,769.4 ,"Pemiscot County, MO"
3903,15,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,82.8 ,"Pemiscot County, MO"
3904,35,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,259.8 ","Pemiscot County, MO"
3905,37,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,749.9 ,"Madison County, MO"
3906,13,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,87.3 ,"Madison County, MO"
3907,26,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,117.9 ","Madison County, MO"
3908,8,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,717.1 ,"Worth County, MO"
3909,6,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,159.8 ","Worth County, MO"
3910,49,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,701.2 ,"New Madrid County, MO"
3911,17,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,78.2 ,"New Madrid County, MO"
3912,35,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,089.6 ","New Madrid County, MO"
3913,35,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,698.3 ,"Mississippi County, MO"
3914,10,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.6 ,"Mississippi County, MO"
3915,26,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,153.1 ","Mississippi County, MO"
3916,80,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,688.4 ,"Benton County, MO"
3917,16,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.1 ,"Benton County, MO"
3918,65,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,199.0 ","Benton County, MO"
3919,41,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,685.6 ,"Ripley County, MO"
3920,11,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.1 ,"Ripley County, MO"
3921,31,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,156.6 ","Ripley County, MO"
3922,67,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,677.9 ,"Crawford County, MO"
3923,20,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.7 ,"Crawford County, MO"
3924,50,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,131.8 ","Crawford County, MO"
3925,17,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,677.9 ,"Carter County, MO"
3926,5,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,70.5 ,"Carter County, MO"
3927,13,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,153.4 ","Carter County, MO"
3928,52,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,674.5 ,"McDonald County, MO"
3929,21,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,79.4 ,"McDonald County, MO"
3930,34,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,035.4 ","McDonald County, MO"
3931,34,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,664.7 ,"Montgomery County, MO"
3932,10,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.4 ,"Montgomery County, MO"
3933,25,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,100.0 ","Montgomery County, MO"
3934,10,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,658.4 ,"Mercer County, MO"
3935,8,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,140.1 ","Mercer County, MO"
3936,30,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,645.2 ,"Iron County, MO"
3937,9,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,70.9 ,"Iron County, MO"
3938,21,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,000.3 ","Iron County, MO"
3939,51,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,642.5 ,"Adair County, MO"
3940,16,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,72.0 ,"Adair County, MO"
3941,36,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,993.2 ,"Adair County, MO"
3942,57,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,632.7 ,"Washington County, MO"
3943,20,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.9 ,"Washington County, MO"
3944,39,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,022.5 ","Washington County, MO"
3945,12,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,631.2 ,"Scotland County, MO"
3946,10,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,057.3 ","Scotland County, MO"
3947,14,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,627.4 ,"Putnam County, MO"
3948,3,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.4 ,"Putnam County, MO"
3949,11,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,975.3 ,"Putnam County, MO"
3950,34,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,621.4 ,"Linn County, MO"
3951,8,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.2 ,"Linn County, MO"
3952,27,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,070.1 ","Linn County, MO"
3953,95,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,620.8 ,"Callaway County, MO"
3954,28,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.4 ,"Callaway County, MO"
3955,70,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,039.8 ","Callaway County, MO"
3956,43,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,620.0 ,"Pike County, MO"
3957,13,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.4 ,"Pike County, MO"
3958,33,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,054.7 ","Pike County, MO"
3959,43,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,619.6 ,"Macon County, MO"
3960,11,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,72.0 ,"Macon County, MO"
3961,34,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,020.8 ","Macon County, MO"
3962,60,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,616.6 ,"Morgan County, MO"
3963,17,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.5 ,"Morgan County, MO"
3964,46,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,989.3 ,"Morgan County, MO"
3965,39,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,616.1 ,"Livingston County, MO"
3966,12,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.8 ,"Livingston County, MO"
3967,30,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,010.8 ","Livingston County, MO"
3968,42,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,615.4 ,"Bates County, MO"
3969,12,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.1 ,"Bates County, MO"
3970,32,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,014.3 ","Bates County, MO"
3971,44,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,613.8 ,"Dallas County, MO"
3972,12,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.3 ,"Dallas County, MO"
3973,33,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,036.8 ","Dallas County, MO"
3974,31,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,612.3 ,"St. Clair County, MO"
3975,9,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.9 ,"St. Clair County, MO"
3976,23,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,910.7 ,"St. Clair County, MO"
3977,66,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,612.1 ,"Marion County, MO"
3978,18,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.2 ,"Marion County, MO"
3979,51,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,045.7 ","Marion County, MO"
3980,39,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,611.0 ,"Wayne County, MO"
3981,14,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,86.2 ,"Wayne County, MO"
3982,27,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,906.2 ,"Wayne County, MO"
3983,25,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,609.0 ,"Monroe County, MO"
3984,7,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.9 ,"Monroe County, MO"
3985,19,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,961.6 ,"Monroe County, MO"
3986,63,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,608.1 ,"Pulaski County, MO"
3987,24,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.9 ,"Pulaski County, MO"
3988,42,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,964.9 ,"Pulaski County, MO"
3989,36,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,606.5 ,"Hickory County, MO"
3990,8,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.1 ,"Hickory County, MO"
3991,29,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,989.7 ,"Hickory County, MO"
3992,27,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,605.1 ,"Ralls County, MO"
3993,7,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.2 ,"Ralls County, MO"
3994,19,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,990.0 ,"Ralls County, MO"
3995,59,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,603.5 ,"Henry County, MO"
3996,20,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,75.8 ,"Henry County, MO"
3997,42,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,910.3 ,"Henry County, MO"
3998,41,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,603.3 ,"Cedar County, MO"
3999,10,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,66.2 ,"Cedar County, MO"
4000,33,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,009.8 ","Cedar County, MO"
4001,22,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,602.3 ,"Shannon County, MO"
4002,6,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.8 ,"Shannon County, MO"
4003,17,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,991.0 ,"Shannon County, MO"
4004,23,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,596.5 ,"Chariton County, MO"
4005,6,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.5 ,"Chariton County, MO"
4006,18,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,975.7 ,"Chariton County, MO"
