County,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate†deaths per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Death Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Borough Or Census Area,Parish
Calhoun County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Carroll County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Chickasaw County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Choctaw County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Claiborne County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Clarke County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Clay County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Coahoma County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Copiah County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Covington County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
DeSoto County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Forrest County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Franklin County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
George County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Greene County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Grenada County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Hancock County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Hinds County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Holmes County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Humphreys County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Issaquena County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Itawamba County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Jackson County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Jasper County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Jefferson County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Jefferson Davis County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Jones County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Kemper County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Lafayette County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Lamar County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Lauderdale County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Lawrence County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Leake County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Lee County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Leflore County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Lincoln County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Lowndes County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Madison County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Marion County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Marshall County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Monroe County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Montgomery County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Neshoba County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Newton County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Noxubee County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Oktibbeha County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Panola County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Pearl River County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Perry County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Pike County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Pontotoc County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Prentiss County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Quitman County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Rankin County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Scott County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Sharkey County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Simpson County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Smith County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Stone County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Sunflower County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Tallahatchie County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Tate County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Tippah County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Tishomingo County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Tunica County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Union County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Walthall County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Warren County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Washington County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Wayne County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Webster County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Wilkinson County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Winston County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Yalobusha County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Yazoo County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,,
Missouri,***,"164.9 (163.5, 166.3)",,11468,falling,"-1.4 (-1.5, -1.2)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
United States,***,"153.4 (153.2, 153.6)",,505697,falling,"-2.0 (-2.2, -1.7)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Pemiscot County,***,"223.2 (192.2, 258.4)","1 (1, 59)",39,stable,"0.1 (-0.6, 0.7)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Dunklin County,***,"223.1 (202.0, 246.0)","2 (1, 34)",85,stable,"-0.4 (-0.9, 0.2)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Madison County,***,"219.9 (189.2, 254.7)","3 (1, 68)",38,falling,"-0.8 (-1.4, -0.2)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Randolph County,***,"218.9 (195.4, 244.7)","4 (1, 51)",65,stable,"-0.3 (-0.8, 0.2)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
St. Francois County,***,"218.5 (204.2, 233.7)","5 (1, 27)",177,stable,"-0.4 (-0.8, 0.0)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Worth County,***,"214.5 (150.1, 304.6)","6 (1, 115)",8,stable,"0.0 (-1.6, 1.6)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
New Madrid County,***,"210.8 (183.7, 241.2)","7 (1, 82)",46,stable,"-0.1 (-0.8, 0.5)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Carter County,***,"210.3 (167.6, 261.7)","8 (1, 108)",18,stable,"-0.2 (-1.4, 1.0)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Benton County,***,"209.9 (188.4, 233.9)","9 (1, 57)",82,falling,"-1.1 (-1.5, -0.6)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
McDonald County,***,"207.3 (182.6, 234.5)","10 (1, 71)",53,stable,"-0.5 (-1.2, 0.2)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Butler County,***,"207.2 (190.6, 225.1)","11 (1, 52)",118,falling,"-0.6 (-1.1, -0.1)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Ripley County,***,"206.7 (179.2, 237.8)","12 (1, 81)",42,stable,"0.0 (-0.7, 0.8)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Stoddard County,***,"206.0 (186.6, 227.2)","13 (1, 59)",87,stable,"-0.4 (-1.0, 0.1)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Crawford County,***,"204.9 (183.5, 228.5)","14 (1, 69)",70,stable,"-0.3 (-0.8, 0.1)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Montgomery County,***,"199.8 (170.2, 233.8)","15 (1, 94)",35,stable,"-0.5 (-1.4, 0.5)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Howell County,***,"197.4 (181.0, 214.9)","16 (3, 68)",112,falling,"-0.6 (-1.0, -0.1)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Laclede County,***,"195.7 (177.7, 215.2)","17 (2, 76)",90,falling,"-0.7 (-1.1, -0.3)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Mercer County,***,"192.8 (142.6, 257.4)","18 (1, 115)",11,stable,"1.0 (-0.4, 2.4)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Mississippi County,***,"192.6 (162.6, 227.4)","19 (1, 107)",30,stable,"-0.3 (-1.4, 0.7)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Ray County,***,"192.5 (170.8, 216.4)","20 (1, 89)",60,stable,"-0.4 (-1.0, 0.2)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Audrain County,***,"192.4 (171.1, 215.8)","21 (2, 90)",61,stable,"-0.3 (-0.9, 0.3)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Macon County,***,"191.9 (166.3, 220.9)","22 (2, 96)",44,rising,"6.3 (2.6, 10.1)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Wayne County,***,"191.8 (165.2, 222.2)","23 (1, 103)",41,stable,"-0.3 (-1.1, 0.5)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Livingston County,***,"191.7 (165.5, 221.4)","24 (1, 101)",41,stable,"0.3 (-0.5, 1.0)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Iron County,***,"191.3 (161.5, 226.0)","25 (1, 107)",31,falling,"-1.2 (-1.7, -0.6)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Adair County,***,"191.0 (167.9, 216.6)","26 (2, 94)",52,stable,"-0.5 (-1.1, 0.1)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Newton County,***,"190.8 (176.7, 205.8)","27 (7, 71)",142,falling,"-0.4 (-0.8, -0.1)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Bates County,***,"190.3 (165.3, 218.4)","28 (1, 100)",44,falling,"-0.8 (-1.4, -0.2)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Hickory County,***,"190.1 (161.0, 224.9)","29 (1, 109)",37,falling,"-1.0 (-1.7, -0.2)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Morgan County,***,"188.4 (166.9, 212.3)","30 (3, 97)",62,stable,"-0.6 (-1.3, 0.0)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Washington County,***,"188.4 (167.0, 212.0)","31 (3, 96)",59,stable,"-0.4 (-1.1, 0.3)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Pike County,***,"187.7 (163.0, 215.4)","32 (2, 104)",43,stable,"-0.2 (-0.6, 0.2)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Cedar County,***,"187.6 (161.9, 216.9)","33 (2, 105)",43,stable,"-0.2 (-1.0, 0.6)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Clinton County,***,"187.6 (164.7, 213.1)","34 (2, 99)",51,stable,"-0.2 (-0.7, 0.4)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Linn County,***,"184.8 (157.5, 216.3)","35 (2, 110)",35,stable,"-0.4 (-1.1, 0.3)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
DeKalb County,***,"184.4 (154.4, 219.2)","36 (1, 112)",28,stable,"-1.0 (-2.2, 0.2)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Jasper County,***,"184.4 (174.2, 195.1)","37 (16, 72)",251,falling,"-0.9 (-1.3, -0.6)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Henry County,***,"184.1 (163.4, 207.0)","38 (4, 98)",61,stable,"-0.1 (-0.7, 0.5)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Pettis County,***,"183.5 (167.0, 201.3)","39 (9, 89)",95,stable,"-5.8 (-17.8, 7.9)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Dallas County,***,"183.5 (159.6, 210.5)","40 (3, 106)",45,falling,"-0.8 (-1.4, -0.3)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Holt County,***,"183.3 (138.0, 240.9)","41 (1, 115)",14,stable,"-0.6 (-1.7, 0.6)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Jefferson County,***,"182.7 (175.1, 190.6)","42 (21, 68)",459,falling,"-1.1 (-1.3, -0.9)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Barton County,***,"181.8 (153.4, 214.7)","43 (2, 112)",31,stable,"-0.6 (-1.3, 0.1)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Chariton County,***,"181.8 (147.9, 222.5)","44 (1, 114)",23,stable,"-0.4 (-1.1, 0.3)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Scotland County,***,"181.7 (138.7, 235.2)","45 (1, 115)",13,stable,"0.1 (-1.1, 1.4)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Lincoln County,***,"181.6 (166.0, 198.4)","46 (11, 91)",105,falling,"-0.6 (-1.2, -0.1)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Pulaski County,***,"181.5 (161.3, 203.5)","47 (5, 101)",60,falling,"-1.0 (-1.6, -0.4)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Marion County,***,"180.2 (160.8, 201.5)","48 (7, 103)",66,stable,"-0.6 (-1.1, 0.0)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Buchanan County,***,"179.5 (168.0, 191.7)","49 (17, 84)",188,falling,"-0.8 (-1.2, -0.4)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Webster County,***,"179.4 (161.9, 198.3)","50 (11, 96)",79,falling,"-1.0 (-1.5, -0.5)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Callaway County,***,"179.0 (162.8, 196.4)","51 (11, 97)",94,falling,"-0.7 (-1.1, -0.2)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Wright County,***,"178.8 (155.6, 204.9)","52 (4, 111)",45,stable,"-0.6 (-1.2, 0.0)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Caldwell County,***,"178.2 (145.6, 216.7)","53 (2, 115)",22,stable,"0.3 (-0.7, 1.4)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Scott County,***,"177.2 (160.5, 195.4)","54 (13, 101)",85,falling,"-0.6 (-1.1, -0.2)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Lawrence County,***,"176.8 (160.5, 194.3)","55 (15, 100)",91,falling,"-0.9 (-1.3, -0.5)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Shannon County,***,"176.3 (144.6, 214.1)","56 (1, 115)",23,stable,"-0.9 (-1.8, 0.1)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Bollinger County,***,"175.3 (147.9, 207.0)","57 (3, 113)",31,stable,"-0.8 (-1.6, 0.1)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Monroe County,***,"175.2 (144.8, 211.5)","58 (2, 114)",25,stable,"-1.0 (-2.0, 0.0)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Texas County,***,"175.2 (156.5, 195.8)","59 (10, 105)",67,stable,"-0.5 (-1.1, 0.1)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Putnam County,***,"174.2 (135.2, 223.6)","60 (1, 115)",14,stable,"0.1 (-1.1, 1.3)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Saline County,***,"173.4 (152.2, 196.9)","61 (8, 111)",52,stable,"-0.4 (-1.1, 0.4)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Barry County,***,"173.1 (157.1, 190.6)","62 (18, 102)",90,stable,"-0.5 (-1.0, 0.0)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Knox County,***,"173.0 (126.0, 233.9)","63 (1, 115)",10,stable,"0.3 (-1.1, 1.6)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Dade County,***,"172.4 (139.8, 211.6)","64 (2, 115)",22,stable,"-0.3 (-1.1, 0.4)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Phelps County,***,"172.3 (156.3, 189.6)","65 (17, 106)",90,falling,"-1.0 (-1.7, -0.4)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Andrew County,***,"172.2 (149.1, 198.3)","66 (9, 113)",41,stable,"-0.7 (-1.5, 0.2)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Oregon County,***,"172.2 (144.8, 204.3)","67 (5, 114)",30,falling,"-0.9 (-1.5, -0.3)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
St. Clair County,***,"171.7 (145.5, 202.9)","68 (6, 114)",31,falling,"-1.3 (-2.0, -0.6)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Dent County,***,"170.9 (147.5, 197.6)","69 (8, 113)",41,falling,"-0.8 (-1.4, -0.3)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Lafayette County,***,"170.2 (153.5, 188.5)","70 (18, 108)",78,falling,"-0.5 (-0.9, -0.1)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Ralls County,***,"169.9 (141.6, 203.1)","71 (4, 115)",27,stable,"-10.1 (-22.8, 4.7)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Gentry County,***,"169.6 (133.5, 213.4)","72 (1, 115)",16,stable,"-0.4 (-1.3, 0.4)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Reynolds County,***,"168.1 (134.0, 210.2)","73 (2, 115)",18,stable,"-0.1 (-1.2, 1.1)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Harrison County,***,"167.0 (136.6, 203.1)","74 (3, 115)",24,stable,"-0.5 (-1.3, 0.3)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Franklin County,***,"166.1 (156.2, 176.5)","75 (38, 101)",220,falling,"-1.0 (-1.4, -0.7)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Vernon County,***,"166.0 (145.0, 189.5)","76 (15, 113)",48,stable,"-0.6 (-1.2, 0.0)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Daviess County,***,"165.2 (133.9, 202.5)","77 (3, 115)",20,falling,"-1.1 (-2.1, -0.1)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Perry County,***,"164.8 (143.1, 189.2)","78 (14, 114)",43,stable,"-0.7 (-1.5, 0.2)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Miller County,***,"164.4 (145.3, 185.5)","79 (20, 113)",56,falling,"-6.2 (-11.1, -1.0)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Cape Girardeau County,***,"164.1 (152.4, 176.5)","80 (41, 106)",154,falling,"-0.5 (-0.8, -0.2)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Johnson County,***,"162.7 (147.1, 179.6)","81 (29, 112)",82,falling,"-2.1 (-4.1, -0.1)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Gasconade County,***,"162.3 (139.5, 188.4)","82 (13, 114)",39,falling,"-1.0 (-1.6, -0.3)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Cooper County,***,"162.0 (138.6, 188.7)","83 (14, 114)",36,stable,"-0.5 (-1.2, 0.3)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Cass County,***,"162.0 (152.2, 172.4)","84 (47, 105)",208,falling,"-0.8 (-1.2, -0.4)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Nodaway County,***,"161.2 (139.3, 186.0)","85 (18, 115)",41,stable,"-0.5 (-1.0, 0.0)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Clay County,***,"159.9 (152.8, 167.2)","86 (61, 102)",397,falling,"-2.2 (-2.9, -1.5)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Greene County,***,"159.3 (153.3, 165.5)","87 (63, 101)",546,falling,"-1.2 (-1.4, -1.0)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Ozark County,***,"158.7 (131.9, 191.0)","88 (9, 115)",28,falling,"-1.4 (-2.2, -0.7)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Jackson County,***,"158.4 (154.0, 163.0)","89 (68, 100)",998,falling,"-2.0 (-2.8, -1.3)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Osage County,***,"157.4 (131.7, 186.9)","90 (13, 115)",28,stable,"-0.2 (-0.9, 0.5)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Ste. Genevieve County,***,"156.8 (135.8, 180.6)","91 (25, 115)",41,falling,"-0.8 (-1.5, -0.2)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
St. Louis City,***,"156.1 (147.3, 165.3)","92 (62, 109)",257,falling,"-3.7 (-4.6, -2.7)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Douglas County,***,"156.0 (133.3, 182.4)","93 (22, 115)",36,falling,"-1.7 (-2.5, -1.0)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Maries County,***,"155.9 (126.9, 190.6)","94 (11, 115)",21,stable,"-0.9 (-2.1, 0.3)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Schuyler County,***,"155.2 (114.9, 206.9)","95 (2, 115)",10,stable,"-0.5 (-1.6, 0.6)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Christian County,***,"154.0 (143.0, 165.7)","96 (59, 112)",150,falling,"-1.1 (-1.6, -0.6)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Stone County,***,"153.7 (138.7, 170.2)","97 (48, 114)",95,falling,"-1.3 (-1.8, -0.8)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Atchison County,***,"151.9 (115.3, 198.5)","98 (5, 115)",13,stable,"-0.2 (-1.4, 1.1)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
