County,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate†deaths per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Death Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Borough Or Census Area,Parish
Clay County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Covington County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Franklin County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
George County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Greene County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Grenada County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Holmes County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Humphreys County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Issaquena County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Itawamba County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Jasper County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Jefferson County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Jefferson Davis County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Kemper County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Lawrence County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Leake County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Marion County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Montgomery County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Newton County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Noxubee County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Perry County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Quitman County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Sharkey County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Smith County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Tallahatchie County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Tate County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Tunica County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Walthall County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Wayne County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Webster County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Wilkinson County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Winston County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Yalobusha County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Mississippi,***,"613.5 (606.6, 620.5)",,6185,falling,"-1.0 (-1.1, -0.9)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
United States,***,"512.0 (511.4, 512.6)",,568048,falling,"-2.1 (-2.4, -1.8)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Sunflower County,***,"862.6 (770.6, 962.6)","1 (1, 14)",67,stable,"0.1 (-0.4, 0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Madison County,***,"819.6 (772.0, 869.4)","2 (1, 10)",237,stable,"1.7 (-5.0, 8.8)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Bolivar County,***,"786.4 (710.4, 868.2)","3 (1, 28)",83,stable,"-0.2 (-0.8, 0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Holmes County,***,"780.3 (680.8, 890.2)","4 (1, 41)",45,stable,"-0.1 (-0.8, 0.6)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Yazoo County,***,"778.5 (694.2, 870.0)","5 (1, 34)",64,stable,"-0.2 (-0.9, 0.6)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Claiborne County,***,"759.0 (622.7, 916.2)","6 (1, 67)",23,stable,"0.9 (-0.4, 2.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Tunica County,***,"744.4 (604.5, 907.5)","7 (1, 73)",21,stable,"-0.7 (-1.4, 0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Yalobusha County,***,"744.2 (641.2, 859.3)","8 (1, 56)",39,stable,"-0.1 (-0.8, 0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Quitman County,***,"742.4 (602.9, 904.7)","9 (1, 70)",20,stable,"-0.7 (-1.5, 0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Wilkinson County,***,"723.4 (597.2, 868.4)","10 (1, 72)",24,stable,"-0.3 (-1.2, 0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Leflore County,***,"716.1 (639.4, 799.4)","11 (2, 51)",65,stable,"-0.2 (-0.7, 0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Marshall County,***,"708.2 (644.0, 777.1)","12 (3, 50)",94,falling,"-0.7 (-1.1, -0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Washington County,***,"706.9 (647.5, 770.2)","13 (3, 47)",111,stable,"-0.3 (-0.7, 0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Adams County,***,"702.2 (637.2, 771.9)","14 (3, 50)",88,falling,"-0.7 (-1.1, -0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Tallahatchie County,***,"695.5 (590.5, 813.7)","15 (1, 70)",32,stable,"-0.1 (-0.8, 0.6)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
George County,***,"688.4 (602.5, 782.9)","16 (2, 66)",50,stable,"-0.8 (-1.6, 0.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Grenada County,***,"684.4 (604.3, 772.3)","17 (3, 62)",54,stable,"0.0 (-0.6, 0.6)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Coahoma County,***,"683.1 (602.6, 771.5)","18 (2, 64)",54,stable,"-0.1 (-0.7, 0.6)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Panola County,***,"679.5 (613.3, 751.0)","19 (4, 58)",80,stable,"-0.6 (-1.2, 0.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Sharkey County,***,"678.3 (516.1, 875.4)","20 (1, 81)",13,falling,"-1.8 (-2.9, -0.6)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Jefferson County,***,"678.2 (542.2, 837.9)","21 (1, 78)",18,stable,"-0.7 (-1.7, 0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Harrison County,***,"677.6 (649.0, 707.2)","22 (10, 39)",438,falling,"-0.7 (-1.0, -0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Chickasaw County,***,"676.8 (588.3, 774.9)","23 (2, 68)",43,stable,"-0.5 (-1.1, 0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Covington County,***,"674.4 (588.9, 768.9)","24 (2, 69)",45,stable,"-0.2 (-0.9, 0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Lowndes County,***,"671.6 (621.2, 724.9)","25 (7, 53)",135,stable,"1.7 (-0.5, 3.8)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Lee County,***,"667.9 (624.7, 713.2)","26 (8, 51)",182,falling,"-4.1 (-5.4, -2.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Attala County,***,"656.8 (576.5, 745.4)","27 (4, 72)",49,stable,"-0.1 (-0.9, 0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Tishomingo County,***,"655.7 (578.8, 740.0)","28 (4, 70)",54,falling,"-0.9 (-1.6, -0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Lawrence County,***,"648.8 (548.6, 761.8)","29 (2, 76)",31,stable,"-0.4 (-1.2, 0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Tippah County,***,"643.9 (565.3, 730.4)","30 (6, 72)",50,stable,"-0.2 (-0.8, 0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Montgomery County,***,"643.2 (540.4, 760.0)","31 (3, 78)",28,stable,"-0.4 (-1.1, 0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Pearl River County,***,"640.4 (592.2, 691.4)","32 (10, 62)",135,falling,"-0.7 (-1.1, -0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
DeSoto County,***,"636.8 (604.8, 670.0)","33 (16, 56)",313,falling,"-0.9 (-1.1, -0.6)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Pike County,***,"635.1 (576.9, 697.6)","34 (8, 67)",90,stable,"-0.5 (-1.1, 0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Forrest County,***,"635.0 (588.5, 684.2)","35 (12, 63)",141,falling,"-0.8 (-1.2, -0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Copiah County,***,"634.8 (567.6, 707.8)","36 (8, 73)",67,falling,"-1.2 (-1.7, -0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Tate County,***,"632.4 (562.0, 709.2)","37 (7, 72)",61,falling,"-0.6 (-1.1, -0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Lincoln County,***,"631.1 (569.3, 697.7)","38 (10, 71)",79,stable,"-0.7 (-1.3, 0.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Scott County,***,"630.8 (559.8, 708.3)","39 (8, 72)",59,stable,"-0.5 (-1.1, 0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Stone County,***,"625.8 (536.8, 725.2)","40 (5, 77)",37,falling,"-1.3 (-2.1, -0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Jackson County,***,"623.1 (591.0, 656.4)","41 (21, 59)",295,falling,"-1.2 (-1.5, -0.9)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Union County,***,"621.6 (553.6, 695.6)","42 (9, 73)",62,stable,"-0.5 (-1.1, 0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Franklin County,***,"620.8 (503.6, 757.0)","43 (3, 80)",20,stable,"-0.6 (-1.6, 0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Humphreys County,***,"617.0 (497.5, 756.5)","44 (2, 81)",19,stable,"-1.0 (-2.0, 0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Walthall County,***,"615.4 (527.5, 713.8)","45 (6, 78)",36,stable,"-0.2 (-0.8, 0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Clarke County,***,"612.7 (530.4, 704.1)","46 (7, 78)",41,stable,"0.0 (-0.8, 0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Perry County,***,"607.7 (510.6, 718.0)","47 (6, 80)",28,stable,"-0.3 (-1.4, 0.8)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Calhoun County,***,"604.7 (517.4, 702.7)","48 (8, 79)",35,stable,"0.2 (-0.7, 1.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Warren County,***,"604.1 (551.0, 661.0)","49 (16, 71)",99,falling,"-8.1 (-13.9, -1.8)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Neshoba County,***,"600.4 (533.0, 673.9)","50 (11, 76)",59,stable,"-0.5 (-1.1, 0.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Jefferson Davis County,***,"600.1 (507.6, 704.7)","51 (7, 80)",31,falling,"-0.9 (-1.5, -0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Clay County,***,"598.0 (521.2, 682.9)","52 (10, 78)",45,stable,"-0.2 (-0.9, 0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Leake County,***,"595.5 (520.1, 678.6)","53 (11, 78)",46,falling,"-3.3 (-5.6, -0.9)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Prentiss County,***,"590.1 (523.3, 663.1)","54 (13, 77)",57,stable,"0.1 (-0.5, 0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Monroe County,***,"588.2 (533.7, 646.9)","55 (20, 76)",86,stable,"-0.6 (-1.2, 0.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Greene County,***,"586.2 (487.7, 698.8)","56 (6, 81)",26,falling,"-1.1 (-1.9, -0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Noxubee County,***,"584.5 (480.3, 704.7)","57 (6, 81)",23,stable,"-0.7 (-1.8, 0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Newton County,***,"579.6 (504.8, 662.4)","58 (13, 79)",44,falling,"-1.2 (-1.9, -0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Marion County,***,"577.7 (511.0, 650.7)","59 (17, 78)",56,falling,"-1.9 (-2.9, -1.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Pontotoc County,***,"576.0 (512.0, 645.8)","60 (17, 79)",60,falling,"-0.9 (-1.6, -0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Itawamba County,***,"569.9 (500.7, 646.0)","61 (18, 79)",49,falling,"-0.7 (-1.2, -0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Wayne County,***,"564.4 (489.9, 647.1)","62 (15, 80)",42,falling,"-0.8 (-1.4, -0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Webster County,***,"564.0 (461.2, 683.0)","63 (9, 81)",21,stable,"-0.4 (-1.3, 0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Hinds County,***,"563.2 (538.7, 588.6)","64 (46, 72)",414,stable,"0.1 (-0.4, 0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Alcorn County,***,"552.8 (499.1, 610.7)","65 (32, 79)",79,falling,"-0.8 (-1.4, -0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Hancock County,***,"551.4 (504.4, 601.5)","66 (36, 78)",105,stable,"-7.1 (-13.9, 0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Choctaw County,***,"547.3 (444.5, 667.0)","67 (12, 81)",20,stable,"-0.9 (-1.9, 0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Jasper County,***,"547.1 (471.3, 631.7)","68 (22, 81)",38,falling,"-0.9 (-1.6, -0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Jones County,***,"541.6 (500.6, 585.2)","69 (45, 78)",132,falling,"-1.1 (-1.5, -0.8)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Winston County,***,"535.8 (463.3, 616.5)","70 (28, 81)",40,stable,"-0.7 (-1.7, 0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Carroll County,***,"533.1 (443.4, 635.8)","71 (15, 81)",26,stable,"-0.6 (-1.5, 0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Amite County,***,"532.5 (451.8, 623.6)","72 (19, 81)",32,falling,"-2.1 (-3.1, -1.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Lafayette County,***,"525.3 (471.8, 583.1)","73 (43, 81)",73,falling,"-1.3 (-1.9, -0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Oktibbeha County,***,"515.7 (459.6, 576.7)","74 (45, 81)",63,falling,"-1.1 (-1.7, -0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Benton County,***,"513.2 (409.8, 634.7)","75 (14, 81)",17,stable,"-0.6 (-1.8, 0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Simpson County,***,"508.8 (447.3, 576.3)","76 (45, 81)",51,falling,"-1.3 (-2.0, -0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Kemper County,***,"504.0 (411.1, 611.9)","77 (25, 81)",21,stable,"-0.9 (-1.8, 0.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Lauderdale County,***,"494.8 (458.0, 533.6)","78 (62, 81)",137,falling,"-3.0 (-3.9, -2.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Smith County,***,"466.0 (394.5, 546.7)","79 (49, 81)",31,falling,"-5.9 (-9.0, -2.8)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Rankin County,***,"460.8 (433.9, 488.8)","80 (72, 81)",227,falling,"-2.5 (-4.6, -0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Lamar County,***,"445.4 (402.1, 492.1)","81 (71, 81)",80,falling,"-1.6 (-2.2, -1.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Issaquena County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Mississippi,***,"66.6 (65.3, 67.9)",,2154,falling,"-2.8 (-3.7, -1.9)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
United States,***,"48.4 (48.3, 48.5)",,171025,falling,"-2.4 (-2.7, -2.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Sharkey County,***,"108.5 (67.1, 166.9)","1 (1, 80)",5,stable,"-1.9 (-3.8, 0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Coahoma County,***,"103.3 (85.2, 124.3)","2 (1, 32)",25,stable,"0.8 (-0.2, 1.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Tunica County,***,"102.6 (76.0, 135.8)","3 (1, 64)",10,stable,"-0.3 (-1.5, 0.9)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Sunflower County,***,"100.3 (83.7, 119.4)","4 (1, 36)",27,stable,"-0.2 (-1.0, 0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Holmes County,***,"94.3 (75.0, 117.2)","5 (1, 59)",18,stable,"0.0 (-1.1, 1.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Claiborne County,***,"92.7 (65.0, 128.7)","6 (1, 78)",8,stable,"-0.4 (-2.1, 1.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lawrence County,***,"91.0 (68.9, 118.6)","7 (1, 71)",13,stable,"0.4 (-0.5, 1.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Jefferson Davis County,***,"90.7 (67.7, 119.8)","8 (1, 70)",12,stable,"-1.4 (-2.9, 0.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Quitman County,***,"90.6 (64.6, 125.1)","9 (1, 78)",8,stable,"-0.6 (-2.1, 0.9)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Bolivar County,***,"89.7 (75.4, 106.1)","10 (1, 47)",30,stable,"-0.5 (-1.5, 0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Tallahatchie County,***,"89.6 (68.6, 115.4)","11 (1, 71)",13,stable,"-0.3 (-1.6, 1.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Yalobusha County,***,"88.4 (68.0, 113.9)","12 (1, 72)",14,stable,"-0.8 (-2.0, 0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Leflore County,***,"87.7 (72.5, 105.2)","13 (1, 60)",25,stable,"0.0 (-0.9, 1.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Tishomingo County,***,"85.6 (68.5, 106.1)","14 (1, 67)",19,stable,"-0.6 (-1.9, 0.8)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Noxubee County,***,"85.0 (61.1, 115.6)","15 (1, 78)",9,stable,"-0.6 (-2.1, 1.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Jefferson County,***,"84.3 (57.2, 120.9)","16 (1, 79)",7,stable,"-1.1 (-2.8, 0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Adams County,***,"82.3 (69.3, 97.4)","17 (3, 62)",32,stable,"-0.4 (-1.1, 0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Washington County,***,"80.9 (69.8, 93.4)","18 (4, 59)",42,falling,"-0.8 (-1.4, -0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Scott County,***,"79.2 (65.1, 95.4)","19 (3, 69)",24,stable,"-0.6 (-1.6, 0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Neshoba County,***,"79.0 (64.9, 95.4)","20 (3, 70)",24,stable,"-0.9 (-1.9, 0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Grenada County,***,"78.6 (62.9, 97.2)","21 (3, 74)",19,stable,"-0.5 (-1.4, 0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Calhoun County,***,"78.5 (59.4, 102.2)","22 (1, 78)",12,stable,"0.6 (-0.8, 1.9)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Tippah County,***,"76.7 (60.9, 95.6)","23 (3, 76)",17,stable,"-0.8 (-1.8, 0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Kemper County,***,"76.7 (54.3, 106.3)","24 (1, 80)",8,stable,"0.8 (-1.2, 2.8)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Prentiss County,***,"76.7 (62.2, 93.8)","25 (4, 74)",21,stable,"0.4 (-0.7, 1.6)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Copiah County,***,"76.2 (62.7, 92.0)","26 (4, 72)",25,stable,"-0.9 (-1.8, 0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Humphreys County,***,"76.0 (51.9, 108.3)","27 (1, 81)",7,stable,"-1.0 (-2.9, 1.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Monroe County,***,"75.6 (63.3, 89.7)","28 (6, 71)",30,stable,"-0.7 (-1.5, 0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Perry County,***,"74.8 (54.9, 100.3)","29 (1, 80)",10,stable,"-1.0 (-2.4, 0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Chickasaw County,***,"74.7 (57.7, 95.4)","30 (3, 77)",14,stable,"-1.1 (-2.4, 0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Marion County,***,"73.9 (60.1, 90.2)","31 (6, 75)",21,stable,"-0.5 (-1.5, 0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lee County,***,"73.2 (65.4, 81.8)","32 (12, 65)",67,falling,"-3.5 (-5.4, -1.6)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Greene County,***,"71.6 (53.1, 94.9)","33 (3, 80)",10,stable,"-0.4 (-1.5, 0.6)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Oktibbeha County,***,"71.3 (58.8, 85.6)","34 (7, 77)",25,stable,"-1.0 (-2.2, 0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lowndes County,***,"71.0 (61.6, 81.4)","35 (13, 70)",45,falling,"-1.2 (-1.9, -0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Pike County,***,"70.6 (59.5, 83.3)","36 (10, 74)",31,falling,"-1.2 (-2.2, -0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Montgomery County,***,"70.2 (48.4, 99.2)","37 (2, 81)",8,stable,"0.0 (-1.5, 1.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Walthall County,***,"69.7 (52.3, 91.6)","38 (3, 80)",12,falling,"-1.3 (-2.6, -0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Choctaw County,***,"69.6 (47.6, 99.7)","39 (2, 81)",7,stable,"-0.8 (-1.9, 0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Itawamba County,***,"69.5 (55.4, 86.4)","40 (6, 79)",18,falling,"-1.0 (-1.8, -0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
