County,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate†cases per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Incidence Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Area,Parish
Van Buren County  6,***,"1,371.3 (1,310.0, 1,434.6)","29 (8, 52)",396,falling,"-1.0 (-1.7, -0.3)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Jackson County  6,***,"1,356.9 (1,314.9, 1,399.9)","30 (13, 48)",817,stable,"-1.0 (-1.9, 0.0)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Shiawassee County  6,***,"1,355.2 (1,292.8, 1,419.8)","31 (8, 60)",366,falling,"-1.4 (-2.4, -0.3)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Eaton County  6,***,"1,347.1 (1,297.2, 1,398.4)","32 (12, 55)",572,falling,"-1.3 (-1.9, -0.6)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Manistee County  6,***,"1,343.1 (1,251.0, 1,440.2)","33 (5, 72)",165,falling,"-1.3 (-2.5, -0.1)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Muskegon County  6,***,"1,337.5 (1,296.8, 1,379.2)","34 (17, 54)",849,falling,"-1.8 (-2.4, -1.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Washtenaw County  6,***,"1,321.4 (1,290.1, 1,353.2)","35 (25, 53)",1425,falling,"-1.6 (-2.3, -0.8)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Iosco County  6,***,"1,317.3 (1,232.3, 1,406.8)","36 (9, 74)",190,falling,"-1.6 (-2.4, -0.7)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Montmorency County  6,***,"1,313.2 (1,180.2, 1,457.3)","37 (3, 81)",76,falling,"-2.3 (-3.4, -1.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Antrim County  6,***,"1,310.3 (1,219.8, 1,405.8)","38 (9, 75)",162,falling,"-1.5 (-2.5, -0.4)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Otsego County  6,***,"1,307.4 (1,210.0, 1,410.6)","39 (8, 77)",137,falling,"-1.7 (-2.8, -0.5)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Gratiot County  6,***,"1,306.5 (1,225.2, 1,391.8)","40 (9, 74)",196,rising,"3.1 (0.4, 5.9)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Cass County  6,***,"1,304.2 (1,236.4, 1,374.8)","41 (15, 70)",290,stable,"0.2 (-1.1, 1.4)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Livingston County  6,***,"1,302.4 (1,263.7, 1,342.0)","42 (26, 63)",913,falling,"-0.9 (-1.6, -0.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Luce County  6,***,"1,297.9 (1,115.0, 1,502.5)","43 (1, 83)",37,stable,"-1.8 (-3.6, 0.0)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Lake County  6,***,"1,297.4 (1,174.0, 1,430.4)","44 (4, 82)",87,stable,"-0.6 (-2.2, 1.0)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Ionia County  6,***,"1,297.2 (1,227.5, 1,369.8)","45 (16, 72)",272,stable,"-0.7 (-1.4, 0.0)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Mecosta County  6,***,"1,292.4 (1,214.4, 1,374.0)","46 (13, 74)",212,stable,"-1.1 (-2.3, 0.1)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Ingham County  6,***,"1,291.7 (1,256.7, 1,327.4)","47 (29, 65)",1092,falling,"-1.4 (-1.9, -0.8)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Hillsdale County  6,***,"1,286.6 (1,213.6, 1,362.8)","48 (16, 74)",240,stable,"-0.9 (-1.8, 0.1)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Newaygo County  6,***,"1,284.3 (1,213.6, 1,358.0)","49 (17, 76)",254,falling,"-0.9 (-1.7, -0.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Calhoun County  6,***,"1,278.6 (1,234.4, 1,323.9)","50 (30, 69)",651,stable,"5.5 (-1.3, 12.9)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Kalamazoo County  6,***,"1,269.5 (1,234.8, 1,304.9)","51 (36, 69)",1053,falling,"-1.6 (-2.4, -0.9)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Allegan County  6,***,"1,264.1 (1,215.1, 1,314.6)","52 (32, 74)",525,stable,"0.3 (-0.4, 1.0)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Montcalm County  6,***,"1,258.4 (1,194.9, 1,324.3)","53 (28, 77)",302,stable,"3.4 (-2.9, 10.1)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Alger County  6,***,"1,257.0 (1,114.8, 1,412.3)","54 (4, 83)",59,falling,"-1.7 (-3.4, -0.1)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Alcona County  6,***,"1,255.5 (1,137.3, 1,382.7)","55 (9, 82)",90,falling,"-1.8 (-2.8, -0.7)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Lenawee County  6,***,"1,253.2 (1,202.9, 1,305.0)","56 (34, 75)",484,falling,"-1.1 (-2.1, -0.1)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Midland County  6,***,"1,251.0 (1,196.7, 1,307.1)","57 (32, 76)",408,stable,"4.4 (-1.2, 10.3)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Leelanau County  6,***,"1,250.5 (1,161.7, 1,344.5)","58 (20, 81)",157,stable,"-0.6 (-2.3, 1.0)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Dickinson County  6,***,"1,250.5 (1,159.9, 1,346.2)","59 (17, 81)",146,stable,"-1.0 (-2.4, 0.4)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Presque Isle County  6,***,"1,249.8 (1,137.4, 1,370.5)","60 (10, 82)",97,falling,"-2.2 (-3.3, -1.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Clinton County  6,***,"1,240.1 (1,181.7, 1,300.8)","61 (34, 78)",350,stable,"0.2 (-1.3, 1.8)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Schoolcraft County  6,***,"1,240.1 (1,093.0, 1,401.4)","62 (6, 83)",54,falling,"-2.1 (-3.7, -0.5)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Kent County  6,***,"1,237.9 (1,215.4, 1,260.7)","63 (48, 72)",2418,falling,"-1.5 (-2.1, -0.8)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Chippewa County  6,***,"1,236.4 (1,155.2, 1,321.9)","64 (26, 82)",176,stable,"-0.9 (-1.9, 0.1)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Emmet County  6,***,"1,235.1 (1,154.9, 1,319.4)","65 (24, 81)",185,stable,"-13.8 (-27.0, 1.8)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Iron County  6,***,"1,232.8 (1,112.4, 1,362.7)","66 (11, 83)",82,stable,"-0.8 (-2.2, 0.7)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Cheboygan County  6,***,"1,226.6 (1,142.3, 1,315.5)","67 (25, 82)",165,stable,"-1.1 (-3.0, 0.7)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Branch County  6,***,"1,220.5 (1,145.5, 1,299.1)","68 (33, 82)",202,falling,"-1.5 (-2.8, -0.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Marquette County  6,***,"1,218.1 (1,157.6, 1,280.9)","69 (37, 81)",319,falling,"-1.4 (-2.1, -0.6)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Isabella County  6,***,"1,211.1 (1,140.5, 1,284.9)","70 (33, 82)",229,falling,"-1.5 (-2.5, -0.4)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Ontonagon County  6,***,"1,209.0 (1,058.9, 1,374.7)","71 (9, 83)",50,stable,"-0.8 (-2.3, 0.8)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Oceana County  6,***,"1,207.0 (1,117.2, 1,302.1)","72 (25, 83)",138,falling,"-1.4 (-2.4, -0.4)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
St. Joseph County  6,***,"1,198.3 (1,135.1, 1,264.2)","73 (40, 82)",277,falling,"-1.4 (-2.1, -0.7)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Monroe County  6,***,"1,184.5 (1,144.6, 1,225.6)","74 (56, 81)",690,stable,"-0.9 (-2.3, 0.4)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Baraga County  6,***,"1,169.5 (1,018.5, 1,336.6)","75 (13, 83)",45,falling,"-1.6 (-2.9, -0.4)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Charlevoix County  6,***,"1,156.2 (1,072.8, 1,244.4)","76 (45, 83)",148,stable,"-10.6 (-22.6, 3.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Ottawa County  6,***,"1,152.4 (1,120.8, 1,184.6)","77 (67, 82)",1041,falling,"-1.7 (-2.3, -1.1)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Gogebic County  6,***,"1,150.7 (1,044.3, 1,265.0)","78 (33, 83)",90,stable,"-0.5 (-2.8, 1.8)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Barry County  6,***,"1,145.5 (1,085.1, 1,208.5)","79 (59, 83)",278,stable,"-1.3 (-2.7, 0.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Mason County  6,***,"1,125.2 (1,045.6, 1,209.3)","80 (53, 83)",154,falling,"-1.8 (-3.1, -0.6)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Houghton County  6,***,"1,113.7 (1,031.8, 1,200.3)","81 (55, 83)",142,falling,"-2.1 (-3.3, -0.9)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Mackinac County  6,***,"1,108.8 (990.5, 1,237.4)","82 (42, 83)",67,falling,"-1.7 (-3.2, -0.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Keweenaw County  6,***,"1,019.7 (793.4, 1,294.0)","83 (8, 83)",15,stable,"-1.2 (-4.2, 1.8)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Michigan  5,***,"229.3 (227.9, 230.6)",,24481,falling,"-0.6 (-0.8, -0.4)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
US (SEER+NPCR)  1,***,"227.6 (227.4, 227.9)",,750329,stable,"-0.7 (-1.8, 0.5)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Roscommon County  6,***,"280.2 (248.4, 315.6)","1 (1, 34)",83,stable,"-0.5 (-2.0, 1.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Arenac County  6,***,"276.8 (240.2, 318.1)","2 (1, 51)",52,stable,"0.2 (-1.4, 1.9)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Oscoda County  6,***,"268.9 (216.3, 331.5)","3 (1, 78)",25,stable,"1.8 (-0.5, 4.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Wexford County  6,***,"262.2 (237.5, 289.0)","4 (1, 51)",94,stable,"-0.5 (-1.8, 0.8)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Benzie County  6,***,"257.9 (223.4, 296.6)","5 (1, 72)",51,stable,"0.4 (-0.8, 1.5)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Wayne County  7,***,"255.7 (252.3, 259.1)","6 (3, 16)",4753,falling,"-0.5 (-0.7, -0.3)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Montmorency County  6,***,"254.9 (206.2, 313.1)","7 (1, 80)",29,stable,"-1.1 (-3.1, 1.0)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Osceola County  6,***,"254.7 (226.2, 286.0)","8 (1, 64)",67,stable,"-0.9 (-2.6, 0.8)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Kalkaska County  6,***,"252.7 (220.9, 288.3)","9 (1, 70)",53,stable,"0.1 (-1.3, 1.5)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Leelanau County  6,***,"250.5 (217.3, 287.6)","10 (1, 73)",58,rising,"1.8 (0.4, 3.3)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Missaukee County  6,***,"249.7 (214.7, 289.1)","11 (1, 75)",43,stable,"-0.3 (-2.0, 1.3)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Sanilac County  6,***,"249.0 (227.4, 272.2)","12 (1, 56)",116,stable,"1.0 (-0.3, 2.4)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Clare County  6,***,"248.3 (222.9, 276.1)","13 (1, 65)",86,stable,"0.6 (-0.8, 2.0)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Bay County  6,***,"247.1 (233.6, 261.1)","14 (3, 45)",289,stable,"0.4 (-0.3, 1.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Macomb County  7,***,"246.5 (241.9, 251.2)","15 (7, 26)",2362,falling,"-0.3 (-0.6, -0.1)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Ogemaw County  6,***,"245.0 (215.2, 278.2)","16 (1, 74)",64,stable,"0.7 (-1.0, 2.5)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Shiawassee County  6,***,"241.8 (225.5, 259.1)","17 (3, 56)",185,stable,"-0.7 (-1.8, 0.4)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Tuscola County  6,***,"241.1 (222.6, 260.8)","18 (3, 61)",146,stable,"1.8 (-0.5, 4.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Otsego County  6,***,"240.6 (213.4, 270.7)","19 (1, 76)",65,stable,"0.2 (-0.9, 1.4)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Grand Traverse County  6,***,"238.0 (224.2, 252.6)","20 (5, 57)",252,falling,"-1.0 (-1.9, -0.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
St. Clair County  6,***,"237.8 (227.3, 248.7)","21 (8, 48)",437,stable,"-0.7 (-1.4, 0.0)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Jackson County  6,***,"237.5 (226.9, 248.5)","22 (7, 51)",418,stable,"-0.4 (-1.4, 0.7)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Oakland County  7,***,"237.4 (233.6, 241.2)","23 (15, 37)",3289,falling,"-0.5 (-0.7, -0.3)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Crawford County  6,***,"236.8 (201.5, 277.2)","24 (1, 80)",40,stable,"0.3 (-1.4, 2.1)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Ionia County  6,***,"236.1 (219.5, 253.7)","25 (4, 65)",160,stable,"0.9 (0.0, 1.8)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Gladwin County  6,***,"235.5 (208.9, 264.9)","26 (1, 76)",72,stable,"-0.2 (-1.6, 1.3)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Huron County  6,***,"235.3 (210.8, 262.1)","27 (2, 75)",85,stable,"0.5 (-0.9, 1.9)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Eaton County  6,***,"233.5 (220.7, 246.9)","28 (8, 61)",280,stable,"-0.2 (-1.1, 0.7)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Alcona County  6,***,"233.1 (186.4, 289.5)","29 (1, 83)",27,stable,"-1.1 (-3.6, 1.5)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Newaygo County  6,***,"233.0 (213.6, 253.8)","30 (4, 71)",124,stable,"0.7 (-0.4, 1.8)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Midland County  6,***,"232.8 (218.3, 248.1)","31 (7, 65)",211,rising,"6.1 (2.1, 10.3)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Berrien County  6,***,"232.4 (221.6, 243.6)","32 (11, 57)",393,falling,"-0.9 (-1.6, -0.3)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Gratiot County  6,***,"232.2 (211.5, 254.5)","33 (4, 74)",98,stable,"0.3 (-1.1, 1.7)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Saginaw County  6,***,"232.1 (222.4, 242.1)","34 (13, 57)",487,stable,"-0.6 (-1.3, 0.1)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Genesee County  6,***,"231.7 (225.1, 238.5)","35 (16, 51)",1028,falling,"-1.0 (-1.6, -0.5)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Luce County  6,***,"230.5 (182.6, 288.9)","36 (1, 83)",18,stable,"0.6 (-2.7, 4.0)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Charlevoix County  6,***,"229.0 (202.3, 258.6)","37 (3, 78)",66,stable,"0.0 (-1.8, 1.8)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Hillsdale County  6,***,"227.9 (208.2, 249.1)","38 (6, 76)",114,stable,"0.3 (-1.0, 1.7)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lapeer County  6,***,"227.9 (214.1, 242.4)","39 (10, 68)",237,stable,"-0.3 (-1.2, 0.7)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Muskegon County  6,***,"227.5 (217.5, 237.9)","40 (16, 63)",429,falling,"-1.1 (-1.7, -0.4)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Menominee County  6,***,"227.3 (200.8, 256.6)","41 (3, 79)",66,stable,"1.8 (-1.6, 5.3)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Van Buren County  6,***,"225.2 (210.1, 241.1)","42 (12, 73)",190,stable,"-0.2 (-1.0, 0.5)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Calhoun County  6,***,"224.8 (213.3, 236.7)","43 (16, 68)",320,stable,"-0.7 (-1.6, 0.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Ingham County  6,***,"224.7 (216.4, 233.3)","44 (21, 63)",594,stable,"-0.7 (-1.5, 0.1)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Antrim County  6,***,"224.2 (197.1, 254.4)","45 (3, 81)",63,stable,"-0.2 (-1.6, 1.3)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Montcalm County  6,***,"223.6 (207.3, 240.9)","46 (11, 74)",154,stable,"-0.2 (-1.1, 0.7)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Washtenaw County  6,***,"222.5 (215.2, 229.9)","47 (26, 64)",763,falling,"-0.9 (-1.6, -0.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Cass County  6,***,"221.7 (203.9, 240.8)","48 (10, 77)",134,stable,"1.0 (-0.5, 2.5)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Mecosta County  6,***,"220.8 (199.3, 244.1)","49 (7, 79)",92,stable,"-0.1 (-1.5, 1.3)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Delta County  6,***,"220.2 (198.9, 243.4)","50 (7, 80)",96,stable,"0.2 (-1.3, 1.8)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lake County  6,***,"219.6 (183.8, 261.5)","51 (2, 82)",35,stable,"0.3 (-1.5, 2.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Alpena County  6,***,"218.6 (195.1, 244.4)","52 (8, 80)",76,stable,"-0.9 (-2.4, 0.7)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Oceana County  6,***,"217.7 (192.6, 245.4)","53 (6, 82)",63,stable,"-0.7 (-2.7, 1.3)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Manistee County  6,***,"217.2 (191.4, 245.9)","54 (6, 81)",63,stable,"-1.1 (-2.3, 0.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Barry County  6,***,"216.8 (200.3, 234.4)","55 (14, 78)",146,stable,"0.7 (-1.1, 2.5)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Cheboygan County  6,***,"216.7 (190.6, 245.8)","56 (6, 82)",63,stable,"-0.4 (-2.2, 1.4)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Emmet County  6,***,"216.4 (194.0, 240.9)","57 (8, 81)",81,stable,"-0.9 (-2.3, 0.6)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Dickinson County  6,***,"215.9 (190.4, 244.2)","58 (7, 81)",63,stable,"0.2 (-1.7, 2.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Kalamazoo County  6,***,"215.7 (207.3, 224.4)","59 (34, 72)",535,stable,"-0.5 (-1.4, 0.4)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lenawee County  6,***,"214.9 (202.0, 228.4)","60 (25, 78)",231,stable,"-0.2 (-1.2, 0.8)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
St. Joseph County  6,***,"214.7 (198.1, 232.4)","61 (18, 79)",137,stable,"-0.2 (-1.6, 1.3)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Clinton County  6,***,"214.1 (199.7, 229.3)","62 (20, 78)",181,stable,"-2.3 (-6.1, 1.5)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Allegan County  6,***,"213.2 (201.4, 225.5)","63 (29, 77)",269,stable,"0.4 (-0.7, 1.5)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Kent County  6,***,"212.9 (207.7, 218.2)","64 (46, 72)",1355,falling,"-0.7 (-1.3, -0.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Iosco County  6,***,"211.6 (185.8, 240.5)","65 (7, 82)",63,stable,"-0.2 (-1.8, 1.4)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Livingston County  6,***,"206.9 (198.0, 216.1)","66 (45, 78)",460,falling,"-1.9 (-3.0, -0.8)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Ottawa County  6,***,"205.2 (197.4, 213.3)","67 (51, 78)",552,stable,"-0.6 (-1.1, 0.0)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Iron County  6,***,"204.2 (167.4, 248.1)","68 (3, 83)",31,stable,"-2.1 (-4.8, 0.8)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Chippewa County  6,***,"203.6 (183.6, 225.3)","69 (24, 82)",83,stable,"-0.4 (-1.8, 1.0)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Monroe County  6,***,"202.8 (192.7, 213.2)","70 (47, 80)",347,stable,"-0.3 (-1.6, 1.1)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Marquette County  6,***,"202.7 (187.1, 219.4)","71 (36, 82)",147,stable,"-1.2 (-2.7, 0.2)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Mackinac County  6,***,"202.6 (165.4, 246.9)","72 (3, 83)",27,stable,"0.6 (-1.4, 2.6)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Presque Isle County  6,***,"202.5 (166.6, 244.8)","73 (5, 83)",31,falling,"-2.4 (-4.6, -0.1)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Schoolcraft County  6,***,"201.2 (159.6, 252.1)","74 (3, 83)",21,stable,"-1.9 (-4.1, 0.4)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Isabella County  6,***,"200.6 (183.9, 218.4)","75 (36, 82)",118,stable,"-0.5 (-1.4, 0.4)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Baraga County  6,***,"198.7 (158.9, 246.6)","76 (4, 83)",20,stable,"0.7 (-2.1, 3.5)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Mason County  6,***,"194.4 (171.6, 219.6)","77 (28, 83)",64,stable,"-0.2 (-2.1, 1.6)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Branch County  6,***,"191.0 (172.8, 210.7)","78 (47, 83)",90,stable,"-0.1 (-1.1, 1.0)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Gogebic County  6,***,"190.3 (159.9, 225.3)","79 (16, 83)",34,stable,"1.0 (-1.4, 3.4)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Houghton County  6,***,"188.6 (166.6, 212.7)","80 (42, 83)",61,stable,"-0.8 (-2.3, 0.8)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Ontonagon County  6,***,"183.7 (137.0, 246.3)","81 (2, 83)",16,stable,"-0.9 (-3.8, 2.0)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Alger County  6,***,"178.7 (142.8, 222.5)","82 (19, 83)",21,stable,"-1.7 (-4.1, 0.7)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Keweenaw County  6,***,"153.0 (84.6, 265.1)","83 (1, 83)",4,stable,"-0.7 (-6.6, 5.5)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Michigan  5,***,"1,966.1 (1,956.2, 1,976.0)",,31142,falling,"-1.5 (-1.8, -1.3)",Michigan,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
