County,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate†cases per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Incidence Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Area,Parish
Osage County  6,***,"518.1 (450.1, 593.9)","24 (1, 101)",44,stable,"0.1 (-1.9, 2.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Franklin County  6,***,"517.8 (492.0, 544.6)","25 (9, 59)",322,falling,"-1.1 (-1.8, -0.5)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Benton County  6,***,"515.2 (465.8, 569.7)","26 (3, 88)",97,falling,"-2.0 (-3.4, -0.6)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Jefferson County  6,***,"514.1 (495.4, 533.4)","27 (13, 54)",634,stable,"-0.8 (-1.7, 0.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Perry County  6,***,"511.6 (454.4, 574.3)","28 (2, 100)",61,stable,"-0.3 (-1.5, 0.9)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Laclede County  6,***,"510.9 (467.9, 556.9)","29 (5, 89)",110,stable,"-1.1 (-2.3, 0.2)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Lincoln County  6,***,"508.6 (471.1, 548.2)","30 (7, 80)",148,falling,"-1.7 (-2.9, -0.5)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Buchanan County  6,***,"507.2 (478.6, 537.1)","31 (10, 71)",247,stable,"-0.3 (-1.1, 0.6)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
St. Louis County  6,***,"506.6 (498.2, 515.2)","32 (21, 49)",2909,falling,"-1.3 (-1.6, -1.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Cole County  6,***,"504.8 (474.2, 536.8)","33 (10, 76)",217,stable,"2.9 (-1.1, 7.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
St. Louis City  6,***,"502.3 (485.7, 519.3)","34 (19, 59)",775,falling,"-3.5 (-4.9, -2.2)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Macon County  6,***,"501.7 (441.2, 568.8)","35 (3, 101)",53,stable,"-0.9 (-2.6, 0.9)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Clinton County  6,***,"498.4 (445.2, 556.6)","36 (5, 101)",67,stable,"-1.3 (-2.7, 0.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Barton County  6,***,"497.7 (429.1, 575.1)","37 (2, 108)",40,stable,"-0.7 (-2.5, 1.2)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Andrew County  6,***,"496.1 (438.0, 560.3)","38 (3, 105)",56,stable,"0.7 (-1.1, 2.6)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Butler County  6,***,"495.3 (457.4, 535.6)","39 (10, 92)",132,stable,"-1.1 (-2.2, 0.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
St. Charles County  6,***,"495.1 (481.2, 509.3)","40 (24, 63)",1020,falling,"-1.7 (-2.2, -1.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Linn County  6,***,"490.2 (423.5, 565.4)","41 (2, 108)",41,stable,"0.2 (-1.9, 2.3)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Randolph County  6,***,"489.6 (438.9, 544.7)","42 (5, 102)",71,falling,"-1.7 (-3.2, -0.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Webster County  6,***,"489.2 (447.1, 534.2)","43 (9, 97)",104,stable,"-0.7 (-1.9, 0.4)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Callaway County  6,***,"488.7 (450.3, 529.6)","44 (11, 94)",129,stable,"-1.3 (-2.7, 0.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Lafayette County  6,***,"488.6 (446.4, 534.1)","45 (10, 100)",103,stable,"-0.4 (-1.7, 0.9)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Clay County  6,***,"487.6 (469.5, 506.3)","46 (26, 75)",581,falling,"-2.3 (-3.2, -1.4)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Cape Girardeau County  6,***,"487.1 (457.2, 518.6)","47 (17, 89)",207,stable,"-0.2 (-1.4, 1.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Ste. Genevieve County  6,***,"485.7 (430.4, 546.9)","48 (4, 106)",60,stable,"1.0 (-0.2, 2.3)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Dade County  6,***,"478.6 (397.2, 573.6)","49 (2, 112)",27,falling,"-2.6 (-4.2, -1.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Miller County  6,***,"477.9 (430.1, 529.9)","50 (10, 105)",77,stable,"-0.5 (-2.0, 1.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Holt County  6,***,"477.5 (370.9, 608.6)","51 (1, 114)",16,stable,"-1.2 (-3.9, 1.6)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Wayne County  6,***,"476.4 (416.9, 543.2)","52 (5, 109)",51,stable,"-1.5 (-3.0, 0.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Clark County  6,***,"476.1 (392.5, 574.3)","53 (2, 112)",24,stable,"-0.9 (-3.6, 1.9)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Washington County  6,***,"476.0 (427.4, 529.0)","54 (10, 105)",74,falling,"-1.1 (-2.1, -0.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Jackson County  6,***,"475.4 (465.0, 486.0)","55 (40, 74)",1689,falling,"-1.3 (-1.8, -0.9)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Wright County  6,***,"475.1 (419.6, 536.4)","56 (8, 108)",56,falling,"-1.8 (-2.9, -0.6)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Pike County  6,***,"474.3 (419.4, 534.7)","57 (7, 109)",56,stable,"-1.2 (-3.1, 0.7)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Ralls County  6,***,"473.5 (402.8, 554.4)","58 (3, 111)",36,stable,"-1.0 (-2.8, 0.9)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Livingston County  6,***,"471.6 (408.0, 543.0)","59 (5, 110)",42,stable,"-0.9 (-2.2, 0.4)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Phelps County  6,***,"467.7 (429.5, 508.4)","60 (18, 102)",116,falling,"-1.1 (-2.1, -0.2)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Chariton County  6,***,"464.9 (388.8, 554.0)","61 (4, 111)",28,stable,"-0.6 (-2.4, 1.2)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Boone County  6,***,"464.7 (442.3, 488.0)","62 (35, 95)",349,falling,"-1.6 (-2.4, -0.8)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
St. Clair County  6,***,"464.4 (398.1, 540.9)","63 (6, 110)",39,stable,"-1.8 (-3.5, 0.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Carroll County  6,***,"463.9 (389.7, 549.7)","64 (4, 112)",29,stable,"-12.5 (-24.4, 1.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
McDonald County  6,***,"463.8 (411.8, 520.7)","65 (10, 108)",62,stable,"0.2 (-1.5, 1.9)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Cooper County  6,***,"462.6 (405.2, 526.3)","66 (9, 110)",49,stable,"-11.9 (-27.8, 7.4)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Carter County  6,***,"462.1 (369.0, 573.3)","67 (2, 114)",19,falling,"-2.4 (-4.1, -0.5)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Howard County  6,***,"460.3 (386.2, 545.2)","68 (3, 112)",29,falling,"-1.9 (-3.7, -0.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Johnson County  6,***,"460.1 (422.6, 500.1)","69 (22, 106)",116,falling,"-3.1 (-4.2, -1.9)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Greene County  6,***,"457.6 (442.2, 473.3)","70 (48, 94)",697,falling,"-1.7 (-2.2, -1.2)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Gasconade County  6,***,"457.1 (400.7, 520.3)","71 (12, 110)",51,falling,"-2.1 (-3.3, -0.9)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Warren County  6,***,"455.7 (414.8, 499.8)","72 (20, 106)",98,stable,"-1.1 (-2.5, 0.5)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Stone County  6,***,"454.9 (417.6, 495.5)","73 (24, 106)",135,falling,"-1.8 (-3.0, -0.5)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Bollinger County  6,***,"453.6 (389.1, 526.7)","74 (7, 112)",38,stable,"0.1 (-2.0, 2.2)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Atchison County  6,***,"453.2 (358.8, 567.8)","75 (2, 115)",18,stable,"-1.8 (-4.3, 0.7)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Lawrence County  6,***,"452.9 (415.1, 493.5)","76 (25, 107)",109,falling,"-1.1 (-2.0, -0.2)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Christian County  6,***,"451.9 (423.9, 481.2)","77 (36, 103)",205,falling,"-2.3 (-3.3, -1.3)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Barry County  6,***,"451.8 (413.9, 492.6)","78 (24, 108)",113,stable,"-0.8 (-2.3, 0.7)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Pemiscot County  6,***,"451.3 (390.4, 519.3)","79 (8, 112)",42,stable,"0.1 (-1.7, 2.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Taney County  6,***,"449.9 (418.5, 483.2)","80 (36, 105)",166,falling,"-1.5 (-2.8, -0.2)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Nodaway County  6,***,"447.7 (393.5, 507.6)","81 (14, 111)",51,stable,"-0.9 (-2.1, 0.3)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Platte County  6,***,"447.3 (420.9, 475.0)","82 (39, 103)",233,falling,"-1.3 (-2.4, -0.3)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Newton County  6,***,"446.9 (415.6, 480.1)","83 (38, 105)",159,stable,"-0.3 (-1.8, 1.2)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Cass County  6,***,"446.7 (422.3, 472.2)","84 (47, 103)",261,falling,"-1.2 (-2.1, -0.4)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Daviess County  6,***,"445.6 (370.0, 533.7)","85 (6, 114)",26,stable,"-0.2 (-1.9, 1.5)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Vernon County  6,***,"445.5 (394.7, 501.4)","86 (17, 111)",59,falling,"-1.8 (-3.1, -0.4)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
DeKalb County  6,***,"443.8 (378.9, 516.9)","87 (9, 113)",35,stable,"1.1 (-1.5, 3.8)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Lewis County  6,***,"443.3 (369.8, 527.9)","88 (6, 114)",27,falling,"-2.2 (-4.0, -0.3)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Saline County  6,***,"442.6 (393.7, 496.3)","89 (19, 111)",63,stable,"-0.3 (-4.5, 4.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Camden County  6,***,"441.7 (411.2, 474.3)","90 (37, 107)",185,falling,"-1.8 (-2.5, -1.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Worth County  6,***,"439.7 (303.3, 628.8)","91 (1, 115)",7,stable,"-2.6 (-7.0, 2.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Grundy County  6,***,"439.1 (368.7, 520.2)","92 (7, 113)",29,stable,"-1.3 (-3.1, 0.5)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Ripley County  6,***,"436.4 (377.8, 502.3)","93 (16, 113)",42,stable,"-1.8 (-3.7, 0.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Knox County  6,***,"436.0 (324.2, 576.4)","94 (1, 115)",11,stable,"-1.9 (-4.9, 1.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Reynolds County  6,***,"435.7 (354.6, 532.5)","95 (5, 115)",22,stable,"-1.4 (-3.4, 0.5)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Moniteau County  6,***,"435.1 (376.5, 500.4)","96 (15, 113)",40,stable,"-1.3 (-3.1, 0.5)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Bates County  6,***,"423.9 (368.2, 486.0)","97 (23, 113)",44,falling,"-2.1 (-4.1, -0.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Texas County  6,***,"422.5 (380.7, 468.1)","98 (38, 112)",78,falling,"-1.8 (-2.8, -0.8)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Adair County  6,***,"419.7 (368.1, 476.7)","99 (33, 113)",50,stable,"-1.4 (-3.0, 0.2)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Cedar County  6,***,"416.9 (362.0, 478.7)","100 (27, 114)",45,falling,"-2.7 (-3.7, -1.7)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Howell County  6,***,"416.6 (380.8, 455.1)","101 (55, 112)",105,falling,"-1.9 (-3.3, -0.4)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Dent County  6,***,"411.9 (358.6, 471.7)","102 (28, 114)",46,falling,"-2.0 (-3.4, -0.6)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Polk County  6,***,"407.9 (367.6, 451.8)","103 (54, 113)",78,falling,"-2.4 (-3.6, -1.3)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Maries County  6,***,"407.1 (336.7, 489.4)","104 (13, 115)",26,stable,"-1.1 (-4.1, 1.9)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Caldwell County  6,***,"406.7 (337.2, 487.7)","105 (14, 115)",26,stable,"-2.5 (-5.2, 0.2)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Sullivan County  6,***,"406.2 (320.4, 509.2)","106 (11, 115)",17,stable,"-1.0 (-3.5, 1.6)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Ozark County  6,***,"405.3 (342.2, 479.3)","107 (23, 115)",35,stable,"-2.0 (-4.3, 0.4)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Douglas County  6,***,"391.4 (337.7, 452.4)","108 (41, 115)",42,stable,"-2.3 (-4.6, 0.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Schuyler County  6,***,"382.1 (287.5, 500.4)","109 (9, 115)",12,falling,"-4.5 (-6.4, -2.5)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Scotland County  6,***,"380.0 (285.6, 497.4)","110 (9, 115)",11,falling,"-3.6 (-6.9, -0.3)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Gentry County  6,***,"374.4 (294.6, 470.7)","111 (22, 115)",16,stable,"-1.2 (-4.6, 2.3)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Putnam County  6,***,"357.9 (274.9, 461.7)","112 (27, 115)",14,stable,"-2.1 (-5.2, 1.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Oregon County  6,***,"343.8 (285.8, 411.7)","113 (78, 115)",28,stable,"-0.2 (-3.0, 2.7)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Hickory County  6,***,"326.3 (268.5, 396.1)","114 (88, 115)",30,falling,"-3.8 (-6.0, -1.7)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Shannon County  6,***,"301.0 (241.1, 373.4)","115 (94, 115)",19,falling,"-3.1 (-6.0, -0.2)",Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Missouri  6,***,"430.0 (427.0, 433.0)",,16858,stable,"0.1 (-0.1, 0.3)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
US (SEER+NPCR)  1,***,"422.7 (422.3, 423.2)",,843265,stable,"-0.8 (-1.6, 0.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Marion County  6,***,"536.0 (487.9, 587.6)","1 (1, 31)",100,stable,"1.1 (-0.1, 2.3)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Worth County  6,***,"515.2 (331.0, 765.2)","2 (1, 115)",7,stable,"3.7 (-1.8, 9.5)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Shelby County  6,***,"513.6 (416.4, 628.6)","3 (1, 98)",23,stable,"1.4 (-1.2, 4.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Crawford County  6,***,"512.9 (462.4, 567.8)","4 (1, 55)",84,rising,"2.1 (1.0, 3.2)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Montgomery County  6,***,"504.3 (435.7, 581.8)","5 (1, 82)",43,stable,"1.3 (-0.3, 3.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
St. Francois County  6,***,"499.7 (468.3, 532.7)","6 (1, 35)",202,stable,"-1.7 (-3.8, 0.5)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Grundy County  6,***,"491.6 (414.9, 578.9)","7 (1, 95)",34,stable,"0.5 (-1.5, 2.6)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Clinton County  6,***,"490.0 (435.9, 549.2)","8 (1, 78)",65,rising,"1.8 (0.1, 3.4)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Cooper County  6,***,"488.3 (428.4, 554.6)","9 (1, 83)",54,rising,"1.3 (0.2, 2.4)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Madison County  6,***,"480.8 (414.4, 555.6)","10 (1, 94)",41,stable,"0.3 (-1.4, 2.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Franklin County  6,***,"476.3 (452.3, 501.2)","11 (3, 47)",321,stable,"0.9 (0.0, 1.9)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Ripley County  6,***,"475.9 (414.0, 545.3)","12 (1, 94)",47,stable,"0.6 (-0.8, 2.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Henry County  6,***,"475.3 (425.3, 529.9)","13 (1, 82)",76,stable,"0.7 (-0.8, 2.3)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Mississippi County  6,***,"472.1 (408.2, 544.0)","14 (1, 97)",43,stable,"0.6 (-0.8, 2.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Lincoln County  6,***,"468.6 (434.1, 505.1)","15 (3, 66)",144,stable,"0.8 (-0.3, 2.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Stoddard County  6,***,"466.6 (424.1, 512.6)","16 (1, 80)",98,stable,"1.4 (-0.1, 2.9)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Pike County  6,***,"465.5 (407.0, 530.4)","17 (1, 97)",52,stable,"-0.3 (-1.5, 0.9)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Morgan County  6,***,"459.4 (407.9, 516.2)","18 (1, 91)",70,stable,"0.0 (-1.4, 1.3)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Lewis County  6,***,"458.2 (382.6, 545.1)","19 (1, 107)",29,stable,"2.5 (-0.3, 5.3)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Iron County  6,***,"457.9 (388.4, 537.5)","20 (1, 105)",35,stable,"0.2 (-1.9, 2.4)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Buchanan County  6,***,"457.9 (431.8, 485.2)","21 (6, 66)",250,stable,"0.1 (-0.8, 1.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Gasconade County  6,***,"457.8 (398.3, 524.5)","22 (1, 99)",51,stable,"0.8 (-1.5, 3.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Wright County  6,***,"454.3 (401.0, 513.2)","23 (2, 97)",58,stable,"0.4 (-1.1, 1.9)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Jefferson County  6,***,"451.0 (434.6, 467.8)","24 (12, 60)",608,stable,"0.1 (-0.5, 0.7)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Jasper County  6,***,"449.7 (427.5, 472.9)","25 (10, 67)",324,stable,"0.9 (-0.1, 1.9)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Clay County  6,***,"449.6 (433.8, 465.9)","26 (12, 59)",629,stable,"-0.2 (-0.9, 0.5)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
St. Louis County  6,***,"449.5 (442.2, 456.9)","27 (19, 49)",3168,stable,"0.1 (-0.2, 0.4)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Lafayette County  6,***,"449.3 (409.3, 492.4)","28 (4, 87)",102,stable,"0.9 (-0.2, 2.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Warren County  6,***,"448.4 (408.4, 491.6)","29 (4, 89)",99,stable,"1.0 (-0.5, 2.6)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Pulaski County  6,***,"448.4 (407.8, 491.9)","30 (3, 89)",92,stable,"-0.6 (-1.7, 0.5)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Scott County  6,***,"448.1 (411.1, 487.7)","31 (4, 84)",117,stable,"0.4 (-0.4, 1.2)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Johnson County  6,***,"446.7 (410.0, 485.7)","32 (4, 87)",116,stable,"0.4 (-0.6, 1.5)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Audrain County  6,***,"446.5 (402.7, 494.0)","33 (4, 92)",80,stable,"-0.3 (-1.3, 0.8)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Washington County  6,***,"443.8 (397.0, 494.9)","34 (2, 97)",70,stable,"0.3 (-1.5, 2.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Gentry County  6,***,"442.6 (356.4, 544.4)","35 (1, 111)",21,stable,"0.6 (-1.8, 3.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Phelps County  6,***,"441.6 (405.0, 480.6)","36 (6, 88)",118,stable,"-0.2 (-1.2, 0.7)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Adair County  6,***,"440.8 (389.3, 497.4)","37 (2, 99)",59,stable,"0.6 (-1.3, 2.6)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Macon County  6,***,"439.8 (382.1, 504.3)","38 (2, 103)",49,stable,"0.5 (-0.9, 1.9)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Osage County  6,***,"439.0 (376.4, 509.6)","39 (1, 106)",38,rising,"1.7 (0.4, 3.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Chariton County  6,***,"438.9 (359.3, 532.7)","40 (1, 112)",26,stable,"-0.8 (-2.6, 1.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Wayne County  6,***,"438.4 (377.8, 506.9)","41 (1, 106)",44,stable,"1.0 (-0.7, 2.8)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Saline County  6,***,"438.3 (390.7, 490.5)","42 (3, 101)",68,stable,"-0.1 (-1.4, 1.3)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Cass County  6,***,"436.9 (414.1, 460.7)","43 (15, 78)",292,stable,"-3.4 (-9.0, 2.5)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Jackson County  6,***,"436.5 (427.4, 445.7)","44 (27, 63)",1862,stable,"0.1 (-0.3, 0.5)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
St. Charles County  6,***,"435.8 (423.7, 448.2)","45 (25, 67)",1027,stable,"-0.4 (-0.8, 0.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Cape Girardeau County  6,***,"435.5 (408.8, 463.6)","46 (13, 84)",215,stable,"0.8 (0.0, 1.5)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Miller County  6,***,"435.2 (389.6, 484.9)","47 (3, 100)",73,rising,"1.7 (0.3, 3.1)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Pettis County  6,***,"435.1 (399.5, 473.1)","48 (7, 89)",119,stable,"-0.2 (-1.2, 0.9)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Platte County  6,***,"434.3 (410.1, 459.6)","49 (14, 82)",253,stable,"0.1 (-0.8, 0.9)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Lawrence County  6,***,"430.7 (393.8, 470.4)","50 (8, 95)",108,stable,"0.2 (-0.9, 1.4)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Ralls County  6,***,"430.3 (360.7, 510.6)","51 (1, 110)",31,stable,"0.3 (-1.7, 2.4)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
New Madrid County  6,***,"427.7 (376.0, 485.0)","52 (3, 105)",54,stable,"-0.1 (-1.7, 1.6)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Carter County  6,***,"427.4 (340.9, 530.6)","53 (1, 113)",19,falling,"-5.2 (-9.9, -0.3)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Callaway County  6,***,"426.2 (391.2, 463.7)","54 (11, 95)",115,stable,"0.4 (-0.7, 1.6)",Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
