,County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",CI*Rank,Recent 5-Year Trend in Incidence Rates
40,Merrick County  6,22,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,421.2 ,39 ,-0.1 
41,Dakota County  6,46,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,421.1 ,40 ,1.2 
42,Butler County  6,25,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,420.9 ,41 ,2.1 
43,Scotts Bluff County  6,103,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,418.4 ,42 ,-0.3 
44,Platte County  6,86,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,417.6 ,43 ,0.2 
45,Dawson County  6,59,rising,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,415.6 ,44 ,11.7 
46,Greeley County  6,8,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.0 ,45 ,-0.6 
47,Kimball County  6,12,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.7 ,46 ,-0.9 
48,Pierce County  6,18,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,411.6 ,47 ,1.2 
49,Colfax County  6,22,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,410.8 ,48 ,1.5 
50,Custer County  6,35,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,409.3 ,49 ,1.3 
51,Lancaster County  6,672,falling,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,408.9 ,50 ,-0.8 
52,Boyd County  6,8,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,408.0 ,51 ,-3.5 
53,Morrill County  6,13,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.4 ,52 ,-0.8 
54,Antelope County  6,20,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,404.4 ,53 ,0.3 
55,Wayne County  6,20,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,403.9 ,54 ,-0.8 
56,Garden County  6,7,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,401.3 ,55 ,4.5 
57,Cuming County  6,25,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,401.1 ,56 ,-1.2 
58,Burt County  6,20,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,399.8 ,57 ,0.8 
59,Polk County  6,14,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,398.9 ,58 ,0.3 
60,Garfield County  6,6,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,396.1 ,59 ,-0.9 
61,Jefferson County  6,23,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,394.5 ,60 ,1.1 
62,Box Butte County  6,29,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,393.3 ,61 ,-0.8 
63,Cherry County  6,17,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,392.8 ,62 ,-0.2 
64,Knox County  6,24,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,392.5 ,63 ,1.4 
65,Valley County  6,14,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,392.3 ,64 ,0.7 
66,Pawnee County  6,10,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,389.6 ,65 ,3.0 
67,Fillmore County  6,17,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,386.9 ,66 ,-1.1 
68,Hamilton County  6,24,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,383.8 ,67 ,-0.2 
69,Harlan County  6,11,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,376.9 ,68 ,-1.0 
70,Deuel County  6,6,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,370.9 ,69 ,-1.4 
71,Sheridan County  6,15,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,368.6 ,70 ,-0.4 
72,Cedar County  6,23,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,352.4 ,71 ,2.4 
73,Brown County  6,9,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,352.1 ,72 ,-0.2 
74,Chase County  6,10,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,349.7 ,73 ,0.3 
75,Rock County  6,5,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,344.3 ,74 ,-2.5 
76,Frontier County  6,6,falling,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,342.5 ,75 ,-3.2 
77,Dawes County  6,19,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,332.0 ,76 ,-1.1 
78,Webster County  6,10,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,329.8 ,77 ,-3.0 
79,Gosper County  6,5,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,326.1 ,78 ,-1.6 
80,Perkins County  6,6,falling,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,269.9 ,79 ,-4.3 
81,Stanton County  6,10,stable,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,266.7 ,80 ,-2.0 
82,Arthur County  6,3 or fewer,*,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
83,Banner County  6,3 or fewer,*,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
84,Blaine County  6,3 or fewer,*,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
85,Grant County  6,3 or fewer,*,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
86,Hayes County  6,3 or fewer,*,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
87,Hooker County  6,3 or fewer,*,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
88,Keya Paha County  6,3 or fewer,*,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
89,Logan County  6,3 or fewer,*,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
90,Loup County  6,3 or fewer,*,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
91,McPherson County  6,3 or fewer,*,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
92,Sioux County  6,3 or fewer,*,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
93,Thomas County  6,3 or fewer,*,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
94,Wheeler County  6,3 or fewer,*,Nebraska,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
2,Carson City  6,146,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,499.8 ,1 ,*
3,Nye County  6,157,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,464.3 ,2 ,*
4,Lyon County  6,138,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,457.3 ,3 ,*
5,Washoe County  6,925,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,451.9 ,4 ,*
6,Humboldt County  6,31,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,446.0 ,5 ,*
7,Mineral County  6,12,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,420.1 ,6 ,*
8,Douglas County  6,142,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,417.8 ,7 ,*
9,Elko County  6,82,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,415.0 ,8 ,*
10,Churchill County  6,51,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,408.2 ,9 ,*
11,Esmeralda County  6,3,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,398.9 ,10 ,*
12,Clark County  6,3525,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,396.1 ,11 ,*
13,Storey County  6,11,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,387.9 ,12 ,*
14,White Pine County  6,20,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,379.7 ,13 ,*
15,Lander County  6,8,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,301.0 ,14 ,*
16,Lincoln County  6,10,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,292.4 ,15 ,*
17,Pershing County  6,11,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,292.1 ,16 ,*
18,Eureka County  6,3 or fewer,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,*,*,*
2,Pershing County  6,11,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,470.8 ,1 ,*
3,Lyon County  6,132,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,443.6 ,2 ,*
4,Churchill County  6,55,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,441.5 ,3 ,*
5,Carson City  6,132,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,441.1 ,4 ,*
6,Nye County  6,129,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,430.9 ,5 ,*
7,Douglas County  6,133,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,415.3 ,6 ,*
8,Washoe County  6,876,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.4 ,7 ,*
9,Mineral County  6,10,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,396.1 ,8 ,*
10,Clark County  6,3639,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,380.9 ,9 ,*
11,Storey County  6,10,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,379.4 ,10 ,*
12,White Pine County  6,17,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,371.4 ,11 ,*
13,Elko County  6,66,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,347.3 ,12 ,*
14,Humboldt County  6,23,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,334.1 ,13 ,*
15,Lander County  6,7,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,290.5 ,14 ,*
16,Lincoln County  6,6,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,246.9 ,15 ,*
17,Esmeralda County  6,3 or fewer,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
18,Eureka County  6,3 or fewer,*,Nevada ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
2,Strafford County  6,364,falling,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,546.0 ,1 ,-1.0 
3,Belknap County  6,245,falling,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,541.7 ,2 ,-1.1 
4,Rockingham County  6,1011,falling,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,526.6 ,3 ,-1.9 
5,Merrimack County  6,467,falling,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,510.8 ,4 ,-1.4 
6,Sullivan County  6,154,falling,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,508.5 ,5 ,-1.4 
7,Coos County  6,130,stable,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,507.9 ,6 ,1.2 
8,Carroll County  6,214,falling,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,500.8 ,7 ,-2.1 
9,Cheshire County  6,241,stable,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,496.8 ,8 ,-0.8 
10,Hillsborough County  6,1143,falling,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,491.3 ,9 ,-1.7 
11,Grafton County  6,292,falling,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.3 ,10 ,-1.6 
2,Belknap County  6,233,stable,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,502.0 ,1 ,0.1 
3,Strafford County  6,366,stable,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,480.2 ,2 ,0.1 
4,Coos County  6,117,stable,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,478.4 ,3 ,0.7 
5,Sullivan County  6,152,stable,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,475.1 ,4 ,0.9 
6,Rockingham County  6,981,stable,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,473.9 ,5 ,-0.2 
7,Merrimack County  6,478,stable,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,472.2 ,6 ,-0.1 
8,Cheshire County  6,245,stable,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,455.3 ,7 ,-0.3 
9,Hillsborough County  6,1147,stable,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,444.0 ,8 ,-0.4 
10,Carroll County  6,178,stable,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,430.9 ,9 ,0.3 
11,Grafton County  6,275,falling,New Hampshire,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,424.1 ,10 ,-0.7 
2,Cape May County  7,476,falling,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,633.6 ,1 ,-1.2 
3,Salem County  7,233,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,597.8 ,2 ,-0.6 
4,Gloucester County  7,939,falling,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,591.4 ,3 ,-0.5 
5,Camden County  7,1577,falling,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,583.0 ,4 ,-0.9 
6,Burlington County  7,1513,falling,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,581.9 ,5 ,-0.9 
7,Monmouth County  7,2119,falling,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,572.6 ,6 ,-0.9 
8,Ocean County  7,2293,falling,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,572.1 ,7 ,-1.1 
9,Mercer County  7,1091,falling,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,565.4 ,8 ,-1.0 
10,Cumberland County  7,457,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,560.1 ,9 ,-0.4 
11,Sussex County  7,489,falling,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,555.2 ,10 ,-1.1 
12,Atlantic County  7,876,falling,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,542.8 ,11 ,-1.3 
13,Warren County  7,351,falling,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,533.2 ,12 ,-1.4 
14,Morris County  7,1523,falling,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,523.9 ,13 ,-1.4 
15,Essex County  7,1923,falling,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,512.3 ,14 ,-1.7 
16,Bergen County  7,2771,falling,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,509.9 ,15 ,-1.5 
17,Passaic County  7,1282,falling,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.8 ,16 ,-1.4 
18,Hunterdon County  7,405,falling,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,502.6 ,17 ,-0.7 
19,Union County  7,1391,falling,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,496.7 ,18 ,-1.9 
20,Middlesex County  7,2135,falling,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,495.7 ,19 ,-1.5 
21,Somerset County  7,890,falling,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,491.8 ,20 ,-1.4 
22,Hudson County  7,1266,falling,New Jersey,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,440.6 ,21 ,-2.0 
2,Cape May County  7,424,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,523.7 ,1 ,0.5 
3,Gloucester County  7,950,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,510.1 ,2 ,0.2 
4,Salem County  7,221,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,507.8 ,3 ,-3.0 
5,Ocean County  7,2346,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,501.5 ,4 ,0.2 
6,Burlington County  7,1493,rising,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,495.3 ,5 ,0.3 
7,Monmouth County  7,2120,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,493.5 ,6 ,0.0 
8,Camden County  7,1601,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,492.3 ,7 ,0.2 
9,Hunterdon County  7,429,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,487.2 ,8 ,0.1 
10,Warren County  7,365,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,487.0 ,9 ,0.1 
11,Sussex County  7,455,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,472.8 ,10 ,-0.2 
12,Cumberland County  7,430,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,466.3 ,11 ,0.3 
13,Morris County  7,1545,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,464.6 ,12 ,-0.1 
14,Mercer County  7,1061,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,461.3 ,13 ,-0.1 
15,Atlantic County  7,853,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,459.8 ,14 ,-0.3 
16,Bergen County  7,2874,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.8 ,15 ,-0.2 
17,Somerset County  7,952,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,442.7 ,16 ,0.0 
18,Essex County  7,2068,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.6 ,17 ,0.4 
19,Middlesex County  7,2193,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.2 ,18 ,-0.3 
20,Union County  7,1447,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,426.5 ,19 ,-0.3 
21,Passaic County  7,1276,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,423.1 ,20 ,-0.1 
22,Hudson County  7,1400,stable,New Jersey,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,389.7 ,21 ,-0.2 
2,De Baca County  7,8,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,497.0 ,1 ,0.4 
3,Harding County  7,3,*,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,461.1 ,2 ,*
4,Sierra County  7,56,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,459.9 ,3 ,-0.4 
5,Luna County  7,75,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,452.8 ,4 ,0.0 
6,Dona Ana County  7,494,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,439.2 ,5 ,-0.4 
7,Otero County  7,167,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,434.8 ,6 ,-0.6 
8,Curry County  7,97,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,434.7 ,7 ,-1.0 
9,Los Alamos County  7,53,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,434.7 ,8 ,-1.5 
10,Torrance County  7,49,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,425.6 ,9 ,-0.6 
11,Sandoval County  7,349,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,424.5 ,10 ,-1.2 
12,Guadalupe County  7,13,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,412.9 ,11 ,-1.0 
13,Valencia County  7,185,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,406.3 ,12 ,-1.5 
14,Eddy County  7,127,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,404.5 ,13 ,-2.7 
15,Quay County  7,27,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,403.8 ,14 ,-4.3 
16,Bernalillo County  7,1455,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,397.9 ,15 ,-0.2 
17,Socorro County  7,44,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,396.4 ,16 ,-0.4 
18,Chaves County  7,139,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,392.8 ,17 ,-7.6 
19,Cibola County  7,58,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,390.9 ,18 ,-0.7 
20,Union County  7,11,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,382.4 ,19 ,0.1 
21,Roosevelt County  7,35,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,380.3 ,20 ,-1.2 
22,Lea County  7,116,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,377.0 ,21 ,-3.0 
23,Hidalgo County  7,11,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,360.1 ,22 ,-0.2 
24,San Juan County  7,224,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,352.2 ,23 ,-1.1 
25,Grant County  7,79,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,348.9 ,24 ,-1.8 
26,McKinley County  7,106,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,347.5 ,25 ,-0.1 
27,San Miguel County  7,67,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,346.9 ,26 ,-0.8 
28,Taos County  7,85,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,346.1 ,27 ,4.1 
29,Lincoln County  7,60,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,332.0 ,28 ,-2.7 
30,Santa Fe County  7,351,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,326.1 ,29 ,-4.4 
31,Colfax County  7,33,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,319.0 ,30 ,-5.1 
32,Rio Arriba County  7,78,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,316.1 ,31 ,-3.5 
33,Mora County  7,10,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,274.9 ,32 ,-1.1 
34,Catron County  7,11,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,261.7 ,33 ,-2.2 
2,Torrance County  7,55,rising,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,552.2 ,1 ,8.0 
3,De Baca County  7,7,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.3 ,2 ,1.2 
4,Guadalupe County  7,11,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.5 ,3 ,0.0 
5,Quay County  7,30,rising,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.6 ,4 ,1.7 
6,Los Alamos County  7,48,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,406.7 ,5 ,-0.7 
7,Sandoval County  7,364,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,401.4 ,6 ,0.0 
8,Valencia County  7,190,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,400.1 ,7 ,0.4 
9,Bernalillo County  7,1620,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,386.5 ,8 ,-1.7 
10,Socorro County  7,42,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,385.8 ,9 ,0.7 
11,Luna County  7,62,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,381.9 ,10 ,0.6 
12,Otero County  7,150,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,376.2 ,11 ,0.6 
13,Dona Ana County  7,448,rising,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,374.7 ,12 ,1.6 
14,Eddy County  7,115,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,356.5 ,13 ,-0.1 
15,Sierra County  7,42,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,355.2 ,14 ,-0.5 
16,Mora County  7,11,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,354.4 ,15 ,-0.2 
17,San Miguel County  7,68,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,347.1 ,16 ,0.1 
18,Lea County  7,111,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,341.2 ,17 ,0.2 
19,Cibola County  7,55,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,338.0 ,18 ,0.4 
20,Santa Fe County  7,387,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,337.0 ,19 ,2.7 
21,Roosevelt County  7,34,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,334.5 ,20 ,0.1 
22,Colfax County  7,32,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,325.5 ,21 ,0.1 
23,San Juan County  7,232,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,321.4 ,22 ,-0.2 
24,Lincoln County  7,55,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,319.3 ,23 ,-11.2 
25,Taos County  7,85,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,316.3 ,24 ,-0.3 
26,Chaves County  7,122,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,313.6 ,25 ,-4.4 
27,Union County  7,9,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,309.9 ,26 ,-0.6 
28,Curry County  7,76,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,303.3 ,27 ,-0.1 
29,Rio Arriba County  7,79,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,295.8 ,28 ,0.1 
30,Hidalgo County  7,9,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,290.6 ,29 ,1.2 
31,McKinley County  7,111,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,287.3 ,30 ,-0.2 
