,County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",CI*Rank,Recent 5-Year Trend in Death Rates
8,Washington County,152,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,173.6 ,7 ,-1.2 
9,Warren County,173,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,172.9 ,8 ,-0.9 
10,Franklin County,101,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,171.4 ,9 ,-1.4 
11,Wayne County,211,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,171.3 ,10 ,-1.0 
12,Oswego County,247,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,171.1 ,11 ,-1.1 
13,Greene County,123,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,170.8 ,12 ,-1.3 
14,Livingston County,140,stable,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,170.7 ,13 ,0.0 
15,Steuben County,230,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,170.2 ,14 ,-1.0 
16,Allegany County,108,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,169.5 ,15 ,-1.9 
17,Seneca County,80,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,169.4 ,16 ,-1.2 
18,Sullivan County,160,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,169.1 ,17 ,-1.6 
19,Montgomery County,113,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,167.9 ,18 ,-1.1 
20,Niagara County,474,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,166.9 ,19 ,-1.1 
21,Fulton County,127,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,166.6 ,20 ,-1.1 
22,Wyoming County,86,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,166.5 ,21 ,-0.8 
23,Oneida County,509,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,166.3 ,22 ,-1.1 
24,Bronx County,1213,stable,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,166.2 ,23 ,-3.6 
25,Chautauqua County,305,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,164.9 ,24 ,-0.9 
26,Genesee County,132,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,164.5 ,25 ,-1.2 
27,Chenango County,114,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,161.8 ,26 ,-1.2 
28,Erie County,1801,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,161.1 ,27 ,-2.4 
29,Ontario County,252,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,160.3 ,28 ,-1.4 
30,Clinton County,162,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,160.1 ,29 ,-0.9 
31,Rensselaer County,308,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,160.0 ,30 ,-2.1 
32,Cayuga County,174,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,159.7 ,31 ,-0.9 
33,St. Lawrence County,221,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,159.5 ,32 ,-1.4 
34,Delaware County,120,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,159.4 ,33 ,-1.2 
35,Herkimer County,146,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,159.2 ,34 ,-1.4 
36,Schoharie County,76,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,158.8 ,35 ,-1.3 
37,Broome County,417,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,157.7 ,36 ,-1.3 
38,Cortland County,90,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,157.6 ,37 ,-1.7 
39,Yates County,57,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,157.3 ,38 ,-1.4 
40,Cattaraugus County,166,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,157.1 ,39 ,-1.1 
41,Schenectady County,297,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,157.1 ,40 ,-1.2 
42,Ulster County,381,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,157.0 ,41 ,-1.6 
43,Lewis County,57,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,156.9 ,42 ,-1.6 
44,Richmond County,765,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,156.5 ,43 ,-1.7 
45,Albany County,536,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,154.9 ,44 ,-1.3 
46,Orange County,561,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,154.7 ,45 ,-1.6 
47,Saratoga County,459,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,154.4 ,46 ,-1.3 
48,Onondaga County,821,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,151.6 ,47 ,-4.2 
49,Monroe County,1273,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,150.3 ,48 ,-1.6 
50,Columbia County,147,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,150.3 ,49 ,-1.4 
51,Madison County,141,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,150.3 ,50 ,-2.1 
52,Otsego County,132,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,149.6 ,51 ,-1.1 
53,Tompkins County,149,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,147.8 ,52 ,-1.3 
54,Putnam County,184,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,147.1 ,53 ,-2.1 
55,Tioga County,104,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.3 ,54 ,-1.8 
56,Suffolk County,2535,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.1 ,55 ,-2.8 
57,Dutchess County,510,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.0 ,56 ,-2.0 
58,Kings County,1914,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,133.3 ,57 ,-5.4 
59,Nassau County,2072,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,132.4 ,58 ,-1.8 
60,Queens County,2015,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,132.0 ,59 ,-3.4 
61,Rockland County,415,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,129.8 ,60 ,-2.1 
62,Westchester County,1351,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,127.1 ,61 ,-2.1 
63,New York County,1686,falling,New York,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,120.5 ,62 ,-3.3 
2,Bronx County,772,stable,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,168.5 ,1 ,-4.2 
3,Chautauqua County,6,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,168.5 ,2 ,*
4,Monroe County,47,stable,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,160.9 ,3 ,0.5 
5,Broome County,5,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,159.6 ,4 ,*
6,New York County,469,falling,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,139.4 ,5 ,-2.9 
7,Kings County,419,falling,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,138.0 ,6 ,-3.2 
8,Schenectady County,5,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,130.1 ,7 ,*
9,Montgomery County,5,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,122.1 ,8 ,*
10,Albany County,9,stable,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,121.9 ,9 ,0.9 
11,Erie County,30,stable,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,120.9 ,10 ,-1.4 
12,Ulster County,12,stable,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,118.4 ,11 ,0.5 
13,Onondaga County,9,stable,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,111.1 ,12 ,-0.3 
14,Richmond County,57,falling,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,110.7 ,13 ,-4.4 
15,Orange County,43,falling,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,109.6 ,14 ,-2.0 
16,Oneida County,7,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,108.8 ,15 ,*
17,Niagara County,3,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,106.1 ,16 ,*
18,Putnam County,9,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,102.2 ,17 ,*
19,Westchester County,138,falling,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,101.2 ,18 ,-1.5 
20,Dutchess County,19,stable,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,101.2 ,19 ,-1.0 
21,Queens County,464,falling,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,99.0 ,20 ,-1.9 
22,Suffolk County,144,rising,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,96.4 ,21 ,7.8 
23,Nassau County,126,falling,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,88.7 ,22 ,-1.0 
24,Sullivan County,6,stable,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,83.0 ,23 ,-1.9 
25,Rockland County,25,falling,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,81.2 ,24 ,-2.2 
26,Allegany County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
27,Cattaraugus County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
28,Cayuga County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
29,Chemung County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
30,Chenango County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
31,Clinton County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
32,Columbia County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
33,Cortland County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
34,Delaware County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
35,Essex County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
36,Franklin County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
37,Fulton County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
38,Genesee County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
39,Greene County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
40,Hamilton County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
41,Herkimer County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
42,Jefferson County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
43,Lewis County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
44,Livingston County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
45,Madison County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
46,Ontario County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
47,Orleans County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
48,Oswego County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
49,Otsego County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
50,Rensselaer County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
51,Saratoga County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
52,Schoharie County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
53,Schuyler County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
54,Seneca County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
55,St. Lawrence County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
56,Steuben County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
57,Tioga County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
58,Tompkins County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
59,Warren County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
60,Washington County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
61,Wayne County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
62,Wyoming County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
63,Yates County,3 or fewer,*,New York,All Cancer Sites,  White Hispanic,All Sexes,All Ages,*,*,*
2,Hamilton County,18,stable,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,196.4 ,1 ,-1.1 
3,Schuyler County,49,stable,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.3 ,2 ,-0.6 
4,Orleans County,95,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,185.7 ,3 ,-0.8 
5,Chemung County,209,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,183.7 ,4 ,-1.0 
6,Jefferson County,201,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,180.8 ,5 ,-0.9 
7,Essex County,108,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,175.3 ,6 ,-1.4 
8,Sullivan County,153,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,174.1 ,7 ,-1.5 
9,Warren County,172,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,173.9 ,8 ,-0.8 
10,Washington County,151,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,173.8 ,9 ,-1.2 
11,Wayne County,208,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,172.2 ,10 ,-1.0 
12,Franklin County,100,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,171.7 ,11 ,-1.4 
13,Livingston County,139,stable,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,170.9 ,12 ,-0.1 
14,Montgomery County,108,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,170.6 ,13 ,-1.1 
15,Greene County,120,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,170.3 ,14 ,-1.3 
16,Oswego County,244,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,170.0 ,15 ,-1.1 
17,Seneca County,79,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,169.9 ,16 ,-1.2 
18,Steuben County,228,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,169.6 ,17 ,-1.0 
19,Allegany County,107,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,169.4 ,18 ,-1.9 
20,Niagara County,470,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,167.2 ,19 ,-1.1 
21,Wyoming County,86,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,167.1 ,20 ,-0.8 
22,Oneida County,499,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,165.9 ,21 ,-1.1 
23,Fulton County,125,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,165.5 ,22 ,-1.1 
24,Chautauqua County,299,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,165.4 ,23 ,-1.0 
25,Genesee County,131,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,164.9 ,24 ,-1.1 
26,Chenango County,113,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,162.0 ,25 ,-1.2 
27,Erie County,1768,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,161.4 ,26 ,-2.5 
28,Ontario County,249,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,160.9 ,27 ,-1.4 
29,Cayuga County,173,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,160.8 ,28 ,-0.9 
30,Clinton County,161,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,160.7 ,29 ,-0.9 
31,Rensselaer County,304,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,160.3 ,30 ,-2.1 
32,Delaware County,118,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.5 ,31 ,-1.2 
33,St. Lawrence County,219,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.4 ,32 ,-1.4 
34,Herkimer County,145,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.2 ,33 ,-1.4 
35,Schoharie County,75,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.1 ,34 ,-1.3 
36,Orange County,514,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.1 ,35 ,-1.5 
37,Ulster County,368,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,158.5 ,36 ,-1.5 
38,Yates County,56,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.7 ,37 ,-1.4 
39,Schenectady County,291,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.3 ,38 ,-1.1 
40,Cortland County,90,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.3 ,39 ,-1.7 
41,Cattaraugus County,165,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.2 ,40 ,-1.1 
42,Broome County,410,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,156.8 ,41 ,-1.3 
43,Bronx County,415,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,156.7 ,42 ,-3.4 
44,Lewis County,56,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,155.7 ,43 ,-1.6 
45,Albany County,525,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,155.2 ,44 ,-1.3 
46,Saratoga County,456,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,155.1 ,45 ,-1.3 
47,Richmond County,673,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,153.1 ,46 ,-1.7 
48,Onondaga County,809,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,151.8 ,47 ,-3.6 
49,Otsego County,131,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,151.0 ,48 ,-1.1 
50,Madison County,140,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,150.1 ,49 ,-2.1 
51,Columbia County,144,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,149.7 ,50 ,-1.4 
52,Monroe County,1224,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,149.4 ,51 ,-1.6 
53,Tompkins County,148,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,148.7 ,52 ,-1.3 
54,Putnam County,173,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,147.9 ,53 ,-2.0 
55,Suffolk County,2379,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,147.8 ,54 ,-3.0 
56,Dutchess County,488,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,145.6 ,55 ,-1.9 
57,Tioga County,103,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,144.6 ,56 ,-1.8 
58,Queens County,1510,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,143.2 ,57 ,-1.4 
59,Nassau County,1933,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,135.7 ,58 ,-1.7 
60,Rockland County,388,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,133.9 ,59 ,-1.9 
61,Kings County,1463,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,128.7 ,60 ,-5.9 
62,Westchester County,1199,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,128.5 ,61 ,-2.0 
63,New York County,1154,falling,New York,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,107.9 ,62 ,-3.8 
2,Chautauqua County,6,stable,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,227.7 ,1 ,-1.6 
3,Niagara County,30,stable,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,211.0 ,2 ,-0.3 
4,Erie County,252,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,200.2 ,3 ,-1.4 
5,Rensselaer County,16,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,195.2 ,4 ,-1.6 
6,Wayne County,6,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,192.7 ,5 ,-2.4 
7,Broome County,14,stable,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,191.1 ,6 ,-1.2 
8,Greene County,4,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,189.3 ,7 ,*
9,Monroe County,187,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,185.3 ,8 ,-1.8 
10,Oneida County,20,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,180.5 ,9 ,-2.5 
11,Albany County,64,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,180.1 ,10 ,-1.6 
12,Chemung County,8,stable,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,175.4 ,11 ,-1.3 
13,Onondaga County,73,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,171.8 ,12 ,-1.7 
14,Ontario County,4,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,162.6 ,13 ,*
15,Ulster County,17,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,154.5 ,14 ,-2.4 
16,Richmond County,73,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,154.0 ,15 ,-2.3 
17,Schenectady County,20,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,152.6 ,16 ,-2.9 
18,Dutchess County,46,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,148.9 ,17 ,-2.1 
19,New York County,544,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,143.3 ,18 ,-2.4 
20,Suffolk County,163,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,142.6 ,19 ,-2.4 
21,Orange County,57,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,141.6 ,20 ,-2.8 
22,Columbia County,5,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,141.5 ,21 ,-2.3 
23,Kings County,1381,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,135.9 ,22 ,-3.2 
24,Westchester County,233,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,133.0 ,23 ,-2.3 
25,Queens County,736,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,131.2 ,24 ,-1.3 
26,Sullivan County,9,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,126.2 ,25 ,-3.3 
27,Saratoga County,4,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,125.9 ,26 ,*
28,Bronx County,792,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,125.4 ,27 ,-2.2 
29,Nassau County,227,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,122.9 ,28 ,-2.6 
30,Tompkins County,4,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,119.0 ,29 ,-3.1 
31,Rockland County,52,falling,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,114.0 ,30 ,-2.5 
32,Putnam County,3,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,103.5 ,31 ,*
33,Allegany County,3 or fewer,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,*,*,*
34,Cattaraugus County,3 or fewer,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,*,*,*
35,Cayuga County,3 or fewer,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,*,*,*
36,Chenango County,3 or fewer,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,*,*,*
37,Clinton County,3 or fewer,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,*,*,*
38,Cortland County,3 or fewer,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,*,*,*
39,Delaware County,3 or fewer,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,*,*,*
40,Essex County,3 or fewer,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,*,*,*
41,Franklin County,3 or fewer,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,*,*,*
42,Fulton County,3 or fewer,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,*,*,*
43,Genesee County,3 or fewer,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,*,*,*
44,Hamilton County,3 or fewer,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,*,*,*
45,Herkimer County,3 or fewer,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,*,*,*
46,Jefferson County,3 or fewer,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,*,*,*
47,Lewis County,3 or fewer,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,*,*,*
48,Livingston County,3 or fewer,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,*,*,*
49,Madison County,3 or fewer,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,*,*,*
50,Montgomery County,3 or fewer,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,*,*,*
51,Orleans County,3 or fewer,*,New York,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,*,*,*
