,County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",CI*Rank,Recent 5-Year Trend in Death Rates
40,Cavalier County,8,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,731.7 ,39 ,-2.0 
41,McLean County,15,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,708.1 ,40 ,-1.5 
42,Hettinger County,4,*,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,704.1 ,41 ,*
43,McKenzie County,7,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,691.9 ,42 ,-1.7 
44,Logan County,4,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,676.9 ,43 ,-1.4 
45,Towner County,4,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,663.3 ,44 ,-0.5 
46,Dunn County,4,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,636.7 ,45 ,-1.1 
47,Griggs County,4,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,626.5 ,46 ,-1.5 
48,Grant County,4,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,572.3 ,47 ,-0.9 
49,LaMoure County,5,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,413.7 ,48 ,-2.3 
50,Billings County,3 or fewer,*,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,*,*,*
51,Golden Valley County,3 or fewer,*,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,*,*,*
52,Oliver County,3 or fewer,*,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,*,*,*
53,Sheridan County,3 or fewer,*,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,*,*,*
54,Slope County,3 or fewer,*,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,*,*,*
2,Meigs County,5,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,32.6 ,1 ,0.4 
3,Gallia County,5,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,32.4 ,2 ,1.0 
4,Lawrence County,12,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,31.4 ,3 ,0.0 
5,Adams County,5,*,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,27.3 ,4 ,*
6,Highland County,7,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,27.1 ,5 ,-0.9 
7,Preble County,6,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,26.6 ,6 ,0.5 
8,Ottawa County,5,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,24.1 ,7 ,-0.4 
9,Jackson County,5,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,23.8 ,8 ,-0.7 
10,Columbiana County,14,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,23.5 ,9 ,-0.1 
11,Pickaway County,9,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,23.3 ,10 ,-0.5 
12,Morrow County,5,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,23.1 ,11 ,1.8 
13,Fayette County,4,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.9 ,12 ,-1.5 
14,Ashtabula County,13,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.7 ,13 ,0.1 
15,Carroll County,4,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.7 ,14 ,0.5 
16,Pike County,4,*,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.6 ,15 ,*
17,Allen County,13,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.4 ,16 ,-0.5 
18,Clark County,17,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.0 ,17 ,0.2 
19,Fulton County,5,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.8 ,18 ,0.0 
20,Muskingum County,11,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.4 ,19 ,-0.7 
21,Hocking County,4,*,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.0 ,20 ,*
22,Sandusky County,7,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.0 ,21 ,-0.3 
23,Hardin County,4,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.0 ,22 ,-34.6 
24,Trumbull County,24,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.7 ,23 ,-0.3 
25,Wayne County,13,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.7 ,24 ,-0.8 
26,Champaign County,5,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.4 ,25 ,-1.1 
27,Brown County,6,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.3 ,26 ,-0.3 
28,Huron County,7,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.1 ,27 ,-0.8 
29,Ross County,10,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.1 ,28 ,-0.3 
30,Darke County,6,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.1 ,29 ,0.5 
31,Mercer County,4,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.6 ,30 ,0.8 
32,Coshocton County,4,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.6 ,31 ,0.7 
33,Crawford County,5,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.4 ,32 ,-1.3 
34,Scioto County,9,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.1 ,33 ,-0.4 
35,Erie County,8,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.0 ,34 ,-0.3 
36,Hancock County,8,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.9 ,35 ,-0.9 
37,Shelby County,5,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.8 ,36 ,-1.4 
38,Perry County,4,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.7 ,37 ,-0.9 
39,Butler County,43,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.6 ,38 ,-0.8 
40,Montgomery County,57,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.6 ,39 ,-1.4 
41,Jefferson County,7,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.3 ,40 ,-1.5 
42,Stark County,39,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.9 ,41 ,-0.8 
43,Lucas County,45,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.7 ,42 ,-2.7 
44,Clermont County,22,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.6 ,43 ,-1.4 
45,Marion County,7,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.5 ,44 ,-0.4 
46,Hamilton County,82,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.3 ,45 ,-1.9 
47,Cuyahoga County,125,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.3 ,46 ,-1.7 
48,Defiance County,4,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.2 ,47 ,0.1 
49,Richland County,12,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.2 ,48 ,-1.4 
50,Tuscarawas County,9,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.1 ,49 ,-1.0 
51,Madison County,5,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.0 ,50 ,-1.5 
52,Auglaize County,4,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.8 ,51 ,-0.9 
53,Summit County,54,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.7 ,52 ,-1.2 
54,Guernsey County,4,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.4 ,53 ,-1.1 
55,Putnam County,3,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.4 ,54 ,-0.6 
56,Belmont County,7,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.3 ,55 ,-2.3 
57,Lorain County,30,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.3 ,56 ,-1.7 
58,Portage County,15,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.2 ,57 ,-0.9 
59,Washington County,6,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.9 ,58 ,-0.9 
60,Holmes County,4,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.8 ,59 ,-0.9 
61,Mahoning County,21,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.7 ,60 ,-1.8 
62,Athens County,5,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.5 ,61 ,-2.3 
63,Lake County,21,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.3 ,62 ,-1.7 
64,Franklin County,123,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.1 ,63 ,-2.1 
65,Licking County,16,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.9 ,64 ,-1.7 
66,Ashland County,4,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.8 ,65 ,-1.2 
67,Fairfield County,14,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.5 ,66 ,-1.1 
68,Logan County,4,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.3 ,67 ,-1.2 
69,Medina County,15,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.9 ,68 ,-2.1 
70,Seneca County,4,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.6 ,69 ,-1.6 
71,Miami County,9,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.5 ,70 ,-6.5 
72,Wood County,10,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.3 ,71 ,-1.5 
73,Geauga County,6,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.7 ,72 ,-1.7 
74,Greene County,12,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.6 ,73 ,-1.9 
75,Warren County,19,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.3 ,74 ,-2.5 
76,Delaware County,17,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.6 ,75 ,-1.5 
77,Knox County,4,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,10.8 ,76 ,-2.7 
78,Union County,4,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,9.7 ,77 ,-4.0 
79,Clinton County,3 or fewer,*,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
80,Harrison County,3 or fewer,*,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
81,Henry County,3 or fewer,*,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
82,Monroe County,3 or fewer,*,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
83,Morgan County,3 or fewer,*,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
84,Noble County,3 or fewer,*,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
85,Paulding County,3 or fewer,*,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
86,Van Wert County,3 or fewer,*,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
87,Vinton County,3 or fewer,*,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
88,Williams County,3 or fewer,*,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
89,Wyandot County,3 or fewer,*,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
2,Adams County,82,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,782.1 ,1 ,-0.4 
3,Lawrence County,170,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,714.0 ,2 ,0.8 
4,Fayette County,75,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,702.6 ,3 ,-0.1 
5,Brown County,118,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,690.5 ,4 ,-0.8 
6,Logan County,118,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,675.0 ,5 ,-0.4 
7,Jackson County,78,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,665.1 ,6 ,-0.6 
8,Guernsey County,105,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,651.0 ,7 ,-0.8 
9,Pike County,71,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,650.9 ,8 ,-0.2 
10,Pickaway County,127,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,649.7 ,9 ,-0.6 
11,Gallia County,78,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,648.8 ,10 ,-0.6 
12,Scioto County,191,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,647.3 ,11 ,-0.9 
13,Ross County,178,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,645.9 ,12 ,-1.2 
14,Jefferson County,191,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,640.2 ,13 ,-1.0 
15,Vinton County,31,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,632.6 ,14 ,-1.0 
16,Clinton County,97,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,627.6 ,15 ,-0.4 
17,Hardin County,68,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,627.6 ,16 ,-0.7 
18,Ashtabula County,247,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,623.5 ,17 ,-0.8 
19,Marion County,153,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,619.9 ,18 ,-0.8 
20,Perry County,79,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,617.1 ,19 ,-0.8 
21,Highland County,102,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,615.3 ,20 ,-0.6 
22,Lucas County,925,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,614.1 ,21 ,-0.9 
23,Morgan County,40,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,612.0 ,22 ,-0.6 
24,Crawford County,110,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,609.5 ,23 ,-0.9 
25,Paulding County,44,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,608.4 ,24 ,-0.8 
26,Clark County,331,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,606.8 ,25 ,-1.0 
27,Williams County,91,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,605.7 ,26 ,-0.7 
28,Muskingum County,197,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,604.0 ,27 ,-0.8 
29,Allen County,234,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,603.8 ,28 ,-0.8 
30,Hocking County,68,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,603.6 ,29 ,-1.1 
31,Darke County,129,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,601.8 ,30 ,-0.5 
32,Sandusky County,141,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,600.5 ,31 ,-0.6 
33,Madison County,87,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,599.7 ,32 ,-1.3 
34,Preble County,98,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,599.4 ,33 ,-0.5 
35,Fulton County,96,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,599.2 ,34 ,-0.2 
36,Morrow County,78,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,597.7 ,35 ,-1.1 
37,Defiance County,90,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,596.9 ,36 ,-0.5 
38,Richland County,298,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,594.9 ,37 ,-0.8 
39,Ottawa County,121,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,592.9 ,38 ,-0.5 
40,Columbiana County,263,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,591.7 ,39 ,-0.9 
41,Licking County,360,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,590.4 ,40 ,-1.2 
42,Coshocton County,87,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,587.5 ,41 ,-0.7 
43,Van Wert County,68,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,585.7 ,42 ,-0.2 
44,Washington County,155,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,584.6 ,43 ,-0.6 
45,Portage County,332,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,583.7 ,44 ,-0.9 
46,Meigs County,56,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,582.0 ,45 ,-1.4 
47,Montgomery County,1183,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,578.8 ,46 ,-1.1 
48,Miami County,236,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,575.8 ,47 ,-1.0 
49,Cuyahoga County,2831,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,573.4 ,48 ,-1.2 
50,Wyandot County,51,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,572.3 ,49 ,-0.5 
51,Tuscarawas County,219,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,571.7 ,50 ,-0.7 
52,Harrison County,39,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,571.4 ,51 ,-0.8 
53,Ashland County,122,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,570.8 ,52 ,-0.5 
54,Hamilton County,1557,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,570.2 ,53 ,-1.6 
55,Seneca County,124,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,569.4 ,54 ,-0.6 
56,Huron County,118,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,569.2 ,55 ,-0.4 
57,Stark County,874,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,568.4 ,56 ,-0.9 
58,Champaign County,85,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,566.5 ,57 ,-1.3 
59,Athens County,101,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,565.4 ,58 ,-1.3 
60,Lorain County,666,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,564.7 ,59 ,-1.3 
61,Clermont County,400,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,562.9 ,60 ,-1.4 
62,Monroe County,37,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,562.4 ,61 ,-0.5 
63,Knox County,131,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,559.8 ,62 ,-0.9 
64,Carroll County,67,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,559.3 ,63 ,-0.5 
65,Summit County,1159,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,558.4 ,64 ,-1.1 
66,Shelby County,98,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,557.0 ,65 ,-0.5 
67,Wood County,234,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,556.8 ,66 ,-1.0 
68,Butler County,668,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,552.6 ,67 ,-1.8 
69,Lake County,535,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,552.1 ,68 ,-1.7 
70,Belmont County,165,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,551.4 ,69 ,-1.3 
71,Hancock County,154,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,550.7 ,70 ,-0.7 
72,Franklin County,1865,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,548.6 ,71 ,-2.1 
73,Erie County,188,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,548.3 ,72 ,-1.2 
74,Trumbull County,486,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,545.4 ,73 ,-1.1 
75,Holmes County,70,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,542.7 ,74 ,-0.4 
76,Henry County,59,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,542.3 ,75 ,-0.8 
77,Mercer County,85,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,536.1 ,76 ,-0.8 
78,Fairfield County,276,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,530.7 ,77 ,-1.3 
79,Union County,80,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,528.6 ,78 ,-1.6 
80,Mahoning County,534,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,523.0 ,79 ,-4.0 
81,Greene County,306,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,508.8 ,80 ,-1.5 
82,Wayne County,222,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,508.1 ,81 ,-1.1 
83,Auglaize County,92,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,507.7 ,82 ,-1.1 
84,Warren County,358,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,504.4 ,83 ,-1.7 
85,Medina County,332,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,502.6 ,84 ,-1.3 
86,Putnam County,64,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,482.5 ,85 ,-1.4 
87,Geauga County,189,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,473.3 ,86 ,-1.5 
88,Noble County,33,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,431.1 ,87 ,-1.6 
89,Delaware County,234,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,417.7 ,88 ,-3.5 
2,Vinton County,13,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,88.4 ,1 ,-0.7 
3,Adams County,29,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,88.1 ,2 ,-0.5 
4,Lawrence County,58,rising,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,85.7 ,3 ,3.5 
5,Pike County,27,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,81.8 ,4 ,-0.2 
6,Morgan County,15,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,80.7 ,5 ,-0.3 
7,Jackson County,29,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,80.0 ,6 ,-0.7 
8,Gallia County,26,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,78.8 ,7 ,-0.4 
9,Brown County,40,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,76.1 ,8 ,-0.6 
10,Scioto County,62,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.8 ,9 ,-0.8 
11,Fayette County,23,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.7 ,10 ,-0.9 
12,Preble County,34,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.7 ,11 ,-0.6 
13,Meigs County,19,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.3 ,12 ,-0.7 
14,Hocking County,24,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,70.2 ,13 ,-1.4 
15,Clark County,107,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,69.9 ,14 ,-0.7 
16,Crawford County,34,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,69.9 ,15 ,-0.9 
17,Perry County,30,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.8 ,16 ,-1.4 
18,Pickaway County,44,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.6 ,17 ,-1.2 
19,Ashtabula County,76,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.9 ,18 ,-0.5 
20,Marion County,50,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.7 ,19 ,-1.3 
21,Highland County,30,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.6 ,20 ,-0.8 
22,Guernsey County,31,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.3 ,21 ,-0.9 
23,Hardin County,21,stable,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.7 ,22 ,-1.0 
24,Ross County,60,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.5 ,23 ,-1.0 
25,Jefferson County,53,falling,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.4 ,24 ,-1.5 
26,Noble County,12,rising,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.4 ,25 ,18.4 
