,County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",CI*Rank,Recent 5-Year Trend in Death Rates
64,Mason County,35,stable,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.9 ,63 ,-0.8 
65,Ingham County,222,falling,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.4 ,64 ,-0.9 
66,Marquette County,63,falling,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.2 ,65 ,-1.1 
67,Cheboygan County,35,falling,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.9 ,66 ,-1.2 
68,Kalamazoo County,217,falling,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.8 ,67 ,-1.0 
69,Livingston County,167,falling,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.4 ,68 ,-1.3 
70,Midland County,81,falling,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.3 ,69 ,-0.9 
71,Oakland County,1143,falling,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,127.1 ,70 ,-1.6 
72,Barry County,55,falling,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.8 ,71 ,-1.2 
73,Missaukee County,14,stable,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.2 ,72 ,-0.3 
74,Washtenaw County,263,falling,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.2 ,73 ,-1.3 
75,Grand Traverse County,93,falling,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.1 ,74 ,-1.2 
76,Presque Isle County,19,stable,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,123.3 ,75 ,-1.3 
77,Clinton County,66,falling,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.7 ,76 ,-1.3 
78,Kent County,466,falling,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.0 ,77 ,-3.1 
79,Dickinson County,27,falling,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.3 ,78 ,-1.3 
80,Benzie County,19,falling,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,118.8 ,79 ,-1.3 
81,Antrim County,26,falling,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,117.5 ,80 ,-1.8 
82,Ottawa County,199,falling,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,113.3 ,81 ,-1.0 
83,Leelanau County,24,falling,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,107.8 ,82 ,-2.1 
84,Keweenaw County,3 or fewer,*,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
2,Mille Lacs County,37,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,234.8 ,1 ,-0.4 
3,Wilkin County,10,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.5 ,2 ,-1.5 
4,Norman County,12,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,227.5 ,3 ,-0.5 
5,Mahnomen County,8,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,224.3 ,4 ,-0.3 
6,Wadena County,22,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,223.8 ,5 ,-0.6 
7,Big Stone County,10,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,219.6 ,6 ,-1.4 
8,Brown County,39,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.9 ,7 ,-0.4 
9,Swift County,15,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.6 ,8 ,-1.1 
10,Polk County,40,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,212.4 ,9 ,-1.1 
11,Traverse County,7,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.6 ,10 ,-0.3 
12,Pipestone County,14,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.9 ,11 ,-1.0 
13,Le Sueur County,34,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.8 ,12 ,-0.8 
14,Sibley County,19,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,206.4 ,13 ,-0.2 
15,Chippewa County,18,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,205.5 ,14 ,-0.5 
16,Martin County,32,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,204.7 ,15 ,-0.5 
17,Pine County,44,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,204.4 ,16 ,-1.2 
18,Red Lake County,5,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,201.8 ,17 ,-1.2 
19,Itasca County,70,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,201.5 ,18 ,-1.3 
20,Crow Wing County,94,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.2 ,19 ,-1.0 
21,Goodhue County,61,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.0 ,20 ,-0.5 
22,Cass County,51,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,199.5 ,21 ,-0.9 
23,St. Louis County,252,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,196.8 ,22 ,-1.1 
24,Yellow Medicine County,14,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.9 ,23 ,-1.2 
25,Morrison County,45,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.7 ,24 ,-1.0 
26,Faribault County,20,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.5 ,25 ,-0.5 
27,Clearwater County,12,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.4 ,26 ,-1.5 
28,Grant County,9,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.8 ,27 ,-1.8 
29,Carlton County,42,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.7 ,28 ,-0.9 
30,Cook County,8,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,192.5 ,29 ,1.5 
31,Renville County,21,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.2 ,30 ,-1.2 
32,Rock County,12,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,188.1 ,31 ,-0.6 
33,Dodge County,20,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,187.8 ,32 ,-1.5 
34,Becker County,45,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,187.6 ,33 ,-1.0 
35,Jackson County,15,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,187.4 ,34 ,-0.5 
36,Fillmore County,27,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.7 ,35 ,-0.8 
37,Douglas County,53,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.3 ,36 ,-0.9 
38,Hubbard County,33,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.2 ,37 ,-1.2 
39,Nobles County,24,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.9 ,38 ,-1.5 
40,Lincoln County,9,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.6 ,39 ,-2.0 
41,Lyon County,26,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.3 ,40 ,-2.1 
42,Isanti County,41,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.4 ,41 ,-0.8 
43,Freeborn County,42,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.2 ,42 ,-1.1 
44,Aitkin County,33,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,183.6 ,43 ,-1.8 
45,Winona County,53,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,181.8 ,44 ,-1.4 
46,Blue Earth County,56,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,181.8 ,45 ,-1.1 
47,Sherburne County,71,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,181.7 ,46 ,-1.6 
48,Mower County,46,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,180.9 ,47 ,-1.4 
49,Meeker County,29,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,180.5 ,48 ,-1.1 
50,Benton County,35,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.6 ,49 ,-2.2 
51,Stearns County,147,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,176.0 ,50 ,-1.2 
52,Anoka County,293,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,174.8 ,51 ,-1.6 
53,Chisago County,52,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,174.3 ,52 ,-2.1 
54,Nicollet County,33,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.8 ,53 ,-1.4 
55,Lake of the Woods County,5,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.6 ,54 ,-0.8 
56,Ramsey County,442,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.5 ,55 ,-2.5 
57,Cottonwood County,16,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.1 ,56 ,-0.9 
58,Wright County,104,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,172.1 ,57 ,-1.5 
59,Lake County,18,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.8 ,58 ,-1.7 
60,Clay County,52,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.7 ,59 ,-1.2 
61,Beltrami County,43,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.6 ,60 ,-1.2 
62,Stevens County,10,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.1 ,61 ,-0.7 
63,Wabasha County,28,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.1 ,62 ,-1.4 
64,Kanabec County,20,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,169.3 ,63 ,-1.5 
65,Todd County,31,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,166.8 ,64 ,-1.5 
66,Hennepin County,988,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,166.7 ,65 ,-1.8 
67,Washington County,213,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,166.4 ,66 ,-1.8 
68,Otter Tail County,78,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,164.2 ,67 ,-1.3 
69,Koochiching County,18,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,159.8 ,68 ,-1.5 
70,Houston County,22,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,159.7 ,69 ,-1.6 
71,Dakota County,317,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,159.6 ,70 ,-1.7 
72,Scott County,90,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,159.3 ,71 ,-1.9 
73,Marshall County,12,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,158.9 ,72 ,-1.9 
74,McLeod County,37,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,158.7 ,73 ,-1.3 
75,Rice County,56,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,158.6 ,74 ,-2.3 
76,Kandiyohi County,41,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,157.1 ,75 ,-1.3 
77,Redwood County,18,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,156.4 ,76 ,-1.4 
78,Murray County,11,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,155.4 ,77 ,-1.2 
79,Waseca County,17,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,155.1 ,78 ,-2.4 
80,Steele County,35,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,154.9 ,79 ,-2.0 
81,Pope County,13,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,152.0 ,80 ,-1.1 
82,Carver County,66,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,151.3 ,81 ,-2.1 
83,Pennington County,13,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,151.0 ,82 ,-1.8 
84,Olmsted County,122,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,149.5 ,83 ,-2.2 
85,Watonwan County,12,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,147.9 ,84 ,-1.4 
86,Kittson County,5,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,143.9 ,85 ,-1.6 
87,Roseau County,13,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,141.3 ,86 ,-1.4 
88,Lac qui Parle County,8,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,118.7 ,87 ,-3.0 
2,Mahnomen County,7,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,175.3 ,1 ,-0.7 
3,Wadena County,19,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,164.7 ,2 ,0.6 
4,Lincoln County,9,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.1 ,3 ,-1.7 
5,Chippewa County,17,rising,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,160.2 ,4 ,1.6 
6,Lac qui Parle County,10,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.2 ,5 ,0.2 
7,Koochiching County,19,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.8 ,6 ,-0.8 
8,Sibley County,18,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,153.9 ,7 ,-0.4 
9,Itasca County,58,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.5 ,8 ,-1.1 
10,Faribault County,20,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.0 ,9 ,0.1 
11,Watonwan County,12,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.3 ,10 ,-0.6 
12,Mille Lacs County,28,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.9 ,11 ,-0.9 
13,Martin County,27,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.1 ,12 ,-0.3 
14,Pennington County,16,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,146.8 ,13 ,0.0 
15,Wilkin County,7,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.5 ,14 ,0.2 
16,Kittson County,6,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.8 ,15 ,-0.5 
17,Kandiyohi County,44,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.4 ,16 ,-0.8 
18,Waseca County,20,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.3 ,17 ,-0.1 
19,Clay County,50,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.6 ,18 ,0.3 
20,Chisago County,49,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.4 ,19 ,-1.8 
21,Polk County,35,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.2 ,20 ,-3.6 
22,Clearwater County,10,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.5 ,21 ,0.3 
23,Winona County,47,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.6 ,22 ,-0.7 
24,Lyon County,25,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.3 ,23 ,0.3 
25,Rock County,12,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.5 ,24 ,-0.6 
26,Douglas County,44,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.2 ,25 ,-0.2 
27,Mower County,44,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.1 ,26 ,-0.8 
28,Rice County,56,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.7 ,27 ,-0.5 
29,Isanti County,35,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.7 ,28 ,0.0 
30,St. Louis County,208,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.8 ,29 ,-0.9 
31,Anoka County,276,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.8 ,30 ,-1.0 
32,Aitkin County,22,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.4 ,31 ,-1.1 
33,Red Lake County,4,*,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.5 ,32 ,*
34,Beltrami County,39,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.4 ,33 ,-1.1 
35,Meeker County,25,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.8 ,34 ,-1.0 
36,Carlton County,35,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.7 ,35 ,-0.6 
37,Cass County,33,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.5 ,36 ,-0.8 
38,Ramsey County,459,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.4 ,37 ,-1.5 
39,Hubbard County,23,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.2 ,38 ,-1.0 
40,Wright County,94,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.1 ,39 ,-0.7 
41,Nobles County,19,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.1 ,40 ,-0.2 
42,Redwood County,16,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.8 ,41 ,-0.3 
43,Benton County,34,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.3 ,42 ,-0.9 
44,Cottonwood County,14,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.3 ,43 ,-0.2 
45,Freeborn County,36,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.0 ,44 ,-0.6 
46,Pine County,30,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.0 ,45 ,-0.9 
47,Cook County,6,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.9 ,46 ,-1.5 
48,Sherburne County,58,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.5 ,47 ,-1.3 
49,Renville County,16,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.1 ,48 ,-1.4 
50,Wabasha County,23,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.0 ,49 ,-1.0 
51,Le Sueur County,26,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.1 ,50 ,-0.7 
52,Scott County,86,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.8 ,51 ,-1.4 
53,Washington County,198,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.4 ,52 ,-1.3 
54,Dakota County,319,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.8 ,53 ,-1.3 
55,Dodge County,16,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.3 ,54 ,0.2 
56,Goodhue County,48,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.2 ,55 ,-1.3 
57,Crow Wing County,68,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.9 ,56 ,-0.9 
58,McLeod County,34,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.6 ,57 ,-0.4 
59,Hennepin County,940,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,123.9 ,58 ,-1.8 
60,Fillmore County,23,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,123.6 ,59 ,-1.0 
61,Pipestone County,11,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.9 ,60 ,0.4 
62,Jackson County,11,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.7 ,61 ,-0.3 
63,Stearns County,117,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.6 ,62 ,-0.8 
64,Morrison County,32,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.5 ,63 ,-1.0 
65,Otter Tail County,65,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.2 ,64 ,-0.9 
66,Lake County,11,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.4 ,65 ,-1.8 
67,Yellow Medicine County,9,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,117.3 ,66 ,-0.2 
68,Nicollet County,27,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,117.0 ,67 ,13.6 
69,Pope County,11,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,116.6 ,68 ,-1.5 
70,Marshall County,9,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,115.3 ,69 ,-1.1 
71,Swift County,10,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,115.3 ,70 ,-1.9 
72,Brown County,27,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,115.2 ,71 ,-1.1 
73,Steele County,31,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,115.2 ,72 ,-1.3 
74,Becker County,31,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,114.9 ,73 ,-0.6 
75,Blue Earth County,47,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,112.3 ,74 ,-1.3 
76,Murray County,9,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,112.0 ,75 ,-0.3 
77,Norman County,6,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,111.4 ,76 ,-1.5 
78,Carver County,59,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,109.8 ,77 ,-1.3 
79,Houston County,17,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,108.7 ,78 ,-1.2 
80,Traverse County,4,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,108.1 ,79 ,-1.2 
81,Roseau County,12,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,107.0 ,80 ,-1.9 
82,Big Stone County,6,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,105.4 ,81 ,-2.0 
83,Olmsted County,109,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,105.3 ,82 ,-1.7 
84,Kanabec County,13,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,105.2 ,83 ,-1.9 
85,Todd County,20,falling,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,98.8 ,84 ,-1.6 
86,Stevens County,7,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,98.4 ,85 ,-0.4 
87,Grant County,5,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,98.0 ,86 ,0.3 
88,Lake of the Woods County,3,stable,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,97.9 ,87 ,-1.1 
2,Sunflower County,40,stable,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,335.4 ,1 ,-0.2 
3,Bolivar County,46,falling,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,317.8 ,2 ,-0.7 
4,Jefferson County,12,stable,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,297.0 ,3 ,-0.7 
5,Tunica County,14,falling,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,296.2 ,4 ,-1.9 
6,Madison County,125,falling,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,293.7 ,5 ,-3.1 
7,Holmes County,25,stable,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,293.6 ,6 ,-0.6 
8,Quitman County,12,falling,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,292.9 ,7 ,-1.5 
9,Yazoo County,37,stable,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,292.4 ,8 ,-0.8 
10,Tippah County,34,stable,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,289.4 ,9 ,0.1 
11,Yalobusha County,23,stable,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,285.7 ,10 ,-0.9 
12,Scott County,39,stable,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,275.7 ,11 ,-0.6 
13,Lawrence County,20,stable,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,275.6 ,12 ,-0.5 
14,Marshall County,56,falling,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,274.4 ,13 ,-1.1 
15,Noxubee County,15,falling,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,272.4 ,14 ,-1.3 
16,Claiborne County,12,stable,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,272.3 ,15 ,-0.8 
17,Tallahatchie County,20,stable,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,271.7 ,16 ,-0.5 
18,Leflore County,35,falling,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,270.6 ,17 ,-0.9 
19,Chickasaw County,25,stable,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,268.7 ,18 ,-0.7 
20,Covington County,27,falling,Mississippi,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,268.2 ,19 ,-0.9 
